stack_id,split,final_test_pass,final_test_fail,defect_type,defect_stage,label_available_time_utc,reliability_pass,reliability_sampled
S010880,train,1,0,none,none,2025-03-21T18:20:00Z,,0
S010881,train,1,0,none,none,2025-03-21T18:30:00Z,,0
S010882,train,1,0,none,none,2025-03-21T18:40:00Z,,0
S010883,train,1,0,none,none,2025-03-21T18:50:00Z,,0
S010884,train,1,0,none,none,2025-03-21T19:00:00Z,,0
S010885,train,1,0,none,none,2025-03-21T19:10:00Z,,0
S010886,train,1,0,none,none,2025-03-21T19:20:00Z,,0
S010887,train,1,0,none,none,2025-03-21T19:30:00Z,,0
S010888,train,1,0,none,none,2025-03-21T19:40:00Z,,0
S010889,train,1,0,none,none,2025-03-21T19:50:00Z,,0
S010890,train,0,1,warpage,assembly,2025-03-21T20:00:00Z,,0
S010891,train,1,0,none,none,2025-03-21T20:10:00Z,,0
S010892,train,1,0,none,none,2025-03-21T20:20:00Z,,0
S010893,train,1,0,none,none,2025-03-21T20:30:00Z,,0
S010894,train,1,0,none,none,2025-03-21T20:40:00Z,,0
S010895,train,1,0,none,none,2025-03-21T20:50:00Z,0,1
S010896,train,1,0,none,none,2025-03-21T21:00:00Z,,0
S010897,train,1,0,none,none,2025-03-21T21:10:00Z,,0
S010898,train,1,0,none,none,2025-03-21T21:20:00Z,,0
S010899,train,1,0,none,none,2025-03-21T21:30:00Z,,0
S010900,train,0,1,warpage,assembly,2025-03-21T21:40:00Z,,0
S010901,train,1,0,none,none,2025-03-21T21:50:00Z,1,1
S010902,train,1,0,none,none,2025-03-21T22:00:00Z,,0
S010903,train,1,0,none,none,2025-03-21T22:10:00Z,,0
S010904,train,1,0,none,none,2025-03-21T22:20:00Z,,0
S010905,train,0,1,tsv_open_short,tsv_or_interconnect,2025-03-21T22:30:00Z,,0
S010906,train,1,0,none,none,2025-03-21T22:40:00Z,1,1
S010907,train,1,0,none,none,2025-03-21T22:50:00Z,1,1
S010908,train,1,0,none,none,2025-03-21T23:00:00Z,,0
S010909,train,1,0,none,none,2025-03-21T23:10:00Z,1,1
S010910,train,1,0,none,none,2025-03-21T23:20:00Z,,0
S010911,train,1,0,none,none,2025-03-21T23:30:00Z,1,1
S010912,train,1,0,none,none,2025-03-21T23:40:00Z,,0
S010913,train,1,0,none,none,2025-03-21T23:50:00Z,,0
S010914,train,1,0,none,none,2025-03-22T00:00:00Z,,0
S010915,train,1,0,none,none,2025-03-22T00:10:00Z,,0
S010916,train,1,0,none,none,2025-03-22T00:20:00Z,,0
S010917,train,1,0,none,none,2025-03-22T00:30:00Z,,0
S010918,train,1,0,none,none,2025-03-22T00:40:00Z,,0
S010919,train,1,0,none,none,2025-03-22T00:50:00Z,1,1
S010920,train,1,0,none,none,2025-03-22T01:00:00Z,,0
S010921,train,1,0,none,none,2025-03-22T01:10:00Z,,0
S010922,train,1,0,none,none,2025-03-22T01:20:00Z,,0
S010923,train,1,0,none,none,2025-03-22T01:30:00Z,,0
S010924,train,0,1,warpage,assembly,2025-03-22T01:40:00Z,,0
S010925,train,1,0,none,none,2025-03-22T01:50:00Z,,0
S010926,train,1,0,none,none,2025-03-22T02:00:00Z,1,1
S010927,train,1,0,none,none,2025-03-22T02:10:00Z,1,1
S010928,train,1,0,none,none,2025-03-22T02:20:00Z,,0
S010929,train,1,0,none,none,2025-03-22T02:30:00Z,,0
S010930,train,1,0,none,none,2025-03-22T02:40:00Z,,0
S010931,train,1,0,none,none,2025-03-22T02:50:00Z,,0
S010932,train,1,0,none,none,2025-03-22T03:00:00Z,,0
S010933,train,1,0,none,none,2025-03-22T03:10:00Z,1,1
S010934,train,0,1,microbump_open_bridge,reflow,2025-03-22T03:20:00Z,,0
S010935,train,1,0,none,none,2025-03-22T03:30:00Z,,0
S010936,train,1,0,none,none,2025-03-22T03:40:00Z,,0
S010937,train,1,0,none,none,2025-03-22T03:50:00Z,1,1
S010938,train,0,1,tsv_open_short,tsv_or_interconnect,2025-03-22T04:00:00Z,,0
S010939,train,1,0,none,none,2025-03-22T04:10:00Z,,0
S010940,train,1,0,none,none,2025-03-22T04:20:00Z,,0
S010941,train,1,0,none,none,2025-03-22T04:30:00Z,1,1
S010942,train,1,0,none,none,2025-03-22T04:40:00Z,,0
S010943,train,1,0,none,none,2025-03-22T04:50:00Z,,0
S010944,train,1,0,none,none,2025-03-22T05:00:00Z,,0
S010945,train,1,0,none,none,2025-03-22T05:10:00Z,,0
S010946,train,1,0,none,none,2025-03-22T05:20:00Z,,0
S010947,train,1,0,none,none,2025-03-22T05:30:00Z,,0
S010948,train,1,0,none,none,2025-03-22T05:40:00Z,,0
S010949,train,0,1,tsv_open_short,tsv_or_interconnect,2025-03-22T05:50:00Z,,0
S010950,train,0,1,dram_electrical,dram_or_base,2025-03-22T06:00:00Z,,0
S010951,train,0,1,tsv_open_short,tsv_or_interconnect,2025-03-22T06:10:00Z,,0
S010952,train,1,0,none,none,2025-03-22T06:20:00Z,,0
S010953,train,0,1,delamination,molding,2025-03-22T06:30:00Z,,0
S010954,train,1,0,none,none,2025-03-22T06:40:00Z,,0
S010955,train,1,0,none,none,2025-03-22T06:50:00Z,,0
S010956,train,1,0,none,none,2025-03-22T07:00:00Z,1,1
S010957,train,1,0,none,none,2025-03-22T07:10:00Z,,0
S010958,train,1,0,none,none,2025-03-22T03:40:00Z,1,1
S010959,train,1,0,none,none,2025-03-22T03:50:00Z,1,1
S010960,train,1,0,none,none,2025-03-22T04:00:00Z,,0
S010961,train,1,0,none,none,2025-03-22T04:10:00Z,,0
S010962,train,1,0,none,none,2025-03-22T04:20:00Z,,0
S010963,train,1,0,none,none,2025-03-22T04:30:00Z,,0
S010964,train,1,0,none,none,2025-03-22T04:40:00Z,,0
S010965,train,0,1,underfill_void,molding,2025-03-22T04:50:00Z,,0
S010966,train,1,0,none,none,2025-03-22T05:00:00Z,1,1
S010967,train,1,0,none,none,2025-03-22T05:10:00Z,,0
S010968,train,1,0,none,none,2025-03-22T05:20:00Z,1,1
S010969,train,1,0,none,none,2025-03-22T05:30:00Z,,0
S010970,train,1,0,none,none,2025-03-22T05:40:00Z,,0
S010971,train,1,0,none,none,2025-03-22T05:50:00Z,1,1
S010972,train,1,0,none,none,2025-03-22T06:00:00Z,,0
S010973,train,1,0,none,none,2025-03-22T06:10:00Z,,0
S010974,train,1,0,none,none,2025-03-22T06:20:00Z,,0
S010975,train,1,0,none,none,2025-03-22T06:30:00Z,,0
S010976,train,1,0,none,none,2025-03-22T06:40:00Z,,0
S010977,train,1,0,none,none,2025-03-22T06:50:00Z,,0
S010978,train,1,0,none,none,2025-03-22T07:00:00Z,0,1
S010979,train,1,0,none,none,2025-03-22T07:10:00Z,,0
S010980,train,1,0,none,none,2025-03-22T07:20:00Z,,0
S010981,train,1,0,none,none,2025-03-22T07:30:00Z,,0
S010982,train,1,0,none,none,2025-03-22T07:40:00Z,,0
S010983,train,1,0,none,none,2025-03-22T07:50:00Z,,0
S010984,train,1,0,none,none,2025-03-22T08:00:00Z,,0
S010985,train,1,0,none,none,2025-03-22T08:10:00Z,,0
S010986,train,1,0,none,none,2025-03-22T08:20:00Z,,0
S010987,train,1,0,none,none,2025-03-22T08:30:00Z,,0
S010988,train,1,0,none,none,2025-03-22T08:40:00Z,,0
S010989,train,1,0,none,none,2025-03-22T08:50:00Z,,0
S010990,train,1,0,none,none,2025-03-22T09:00:00Z,,0
S010991,train,1,0,none,none,2025-03-22T09:10:00Z,,0
S010992,train,1,0,none,none,2025-03-22T09:20:00Z,,0
S010993,train,1,0,none,none,2025-03-22T09:30:00Z,1,1
S010994,train,1,0,none,none,2025-03-22T09:40:00Z,1,1
S010995,train,1,0,none,none,2025-03-22T09:50:00Z,,0
S010996,train,1,0,none,none,2025-03-22T10:00:00Z,,0
S010997,train,1,0,none,none,2025-03-22T10:10:00Z,1,1
S010998,train,1,0,none,none,2025-03-22T10:20:00Z,1,1
S010999,train,1,0,none,none,2025-03-22T10:30:00Z,,0
S011000,train,1,0,none,none,2025-03-22T10:40:00Z,,0
S011001,train,1,0,none,none,2025-03-22T10:50:00Z,1,1
S011002,train,1,0,none,none,2025-03-22T11:00:00Z,,0
S011003,train,1,0,none,none,2025-03-22T11:10:00Z,,0
S011004,train,1,0,none,none,2025-03-22T11:20:00Z,,0
S011005,train,1,0,none,none,2025-03-22T11:30:00Z,,0
S011006,train,1,0,none,none,2025-03-22T11:40:00Z,1,1
S011007,train,1,0,none,none,2025-03-22T11:50:00Z,,0
S011008,train,1,0,none,none,2025-03-22T12:00:00Z,,0
S011009,train,1,0,none,none,2025-03-22T12:10:00Z,,0
S011010,train,1,0,none,none,2025-03-22T12:20:00Z,,0
S011011,train,1,0,none,none,2025-03-22T12:30:00Z,,0
S011012,train,1,0,none,none,2025-03-22T12:40:00Z,,0
S011013,train,1,0,none,none,2025-03-22T12:50:00Z,,0
S011014,train,1,0,none,none,2025-03-22T13:00:00Z,1,1
S011015,train,1,0,none,none,2025-03-22T13:10:00Z,,0
S011016,train,0,1,delamination,molding,2025-03-22T13:20:00Z,,0
S011017,train,1,0,none,none,2025-03-22T13:30:00Z,1,1
S011018,train,1,0,none,none,2025-03-22T15:40:00Z,,0
S011019,train,1,0,none,none,2025-03-22T15:50:00Z,,0
S011020,train,1,0,none,none,2025-03-22T16:00:00Z,,0
S011021,train,1,0,none,none,2025-03-22T16:10:00Z,,0
S011022,train,1,0,none,none,2025-03-22T16:20:00Z,,0
S011023,train,1,0,none,none,2025-03-22T16:30:00Z,,0
S011024,train,1,0,none,none,2025-03-22T16:40:00Z,1,1
S011025,train,1,0,none,none,2025-03-22T16:50:00Z,,0
S011026,train,1,0,none,none,2025-03-22T17:00:00Z,1,1
S011027,train,1,0,none,none,2025-03-22T17:10:00Z,,0
S011028,train,1,0,none,none,2025-03-22T17:20:00Z,,0
S011029,train,1,0,none,none,2025-03-22T17:30:00Z,,0
S011030,train,1,0,none,none,2025-03-22T17:40:00Z,,0
S011031,train,1,0,none,none,2025-03-22T17:50:00Z,,0
S011032,train,1,0,none,none,2025-03-22T18:00:00Z,,0
S011033,train,1,0,none,none,2025-03-22T18:10:00Z,1,1
S011034,train,1,0,none,none,2025-03-22T18:20:00Z,,0
S011035,train,1,0,none,none,2025-03-22T18:30:00Z,,0
S011036,train,1,0,none,none,2025-03-22T18:40:00Z,1,1
S011037,train,1,0,none,none,2025-03-22T18:50:00Z,,0
S011038,train,1,0,none,none,2025-03-22T19:00:00Z,,0
S011039,train,1,0,none,none,2025-03-22T19:10:00Z,,0
S011040,train,1,0,none,none,2025-03-22T19:20:00Z,,0
S011041,train,1,0,none,none,2025-03-22T19:30:00Z,,0
S011042,train,1,0,none,none,2025-03-22T19:40:00Z,1,1
S011043,train,1,0,none,none,2025-03-22T19:50:00Z,1,1
S011044,train,1,0,none,none,2025-03-22T20:00:00Z,,0
S011045,train,1,0,none,none,2025-03-22T20:10:00Z,1,1
S011046,train,1,0,none,none,2025-03-22T20:20:00Z,,0
S011047,train,1,0,none,none,2025-03-22T20:30:00Z,1,1
S011048,train,1,0,none,none,2025-03-22T20:40:00Z,,0
S011049,train,1,0,none,none,2025-03-22T20:50:00Z,,0
S011050,train,1,0,none,none,2025-03-22T21:00:00Z,1,1
S011051,train,1,0,none,none,2025-03-22T21:10:00Z,,0
S011052,train,1,0,none,none,2025-03-22T21:20:00Z,,0
S011053,train,1,0,none,none,2025-03-22T21:30:00Z,,0
S011054,train,1,0,none,none,2025-03-22T21:40:00Z,1,1
S011055,train,1,0,none,none,2025-03-22T21:50:00Z,,0
S011056,train,1,0,none,none,2025-03-22T22:00:00Z,,0
S011057,train,1,0,none,none,2025-03-22T22:10:00Z,,0
S011058,train,1,0,none,none,2025-03-22T22:20:00Z,,0
S011059,train,1,0,none,none,2025-03-22T22:30:00Z,,0
S011060,train,1,0,none,none,2025-03-22T22:40:00Z,,0
S011061,train,1,0,none,none,2025-03-22T22:50:00Z,,0
S011062,train,1,0,none,none,2025-03-22T23:00:00Z,,0
S011063,train,1,0,none,none,2025-03-22T23:10:00Z,,0
S011064,train,1,0,none,none,2025-03-22T23:20:00Z,,0
S011065,train,1,0,none,none,2025-03-22T23:30:00Z,,0
S011066,train,1,0,none,none,2025-03-22T23:40:00Z,,0
S011067,train,1,0,none,none,2025-03-22T23:50:00Z,,0
S011068,train,1,0,none,none,2025-03-23T00:00:00Z,,0
S011069,train,1,0,none,none,2025-03-23T00:10:00Z,,0
S011070,train,1,0,none,none,2025-03-23T00:20:00Z,,0
S011071,train,1,0,none,none,2025-03-23T00:30:00Z,,0
S011072,train,1,0,none,none,2025-03-23T00:40:00Z,1,1
S011073,train,1,0,none,none,2025-03-23T00:50:00Z,,0
S011074,train,1,0,none,none,2025-03-23T01:00:00Z,1,1
S011075,train,1,0,none,none,2025-03-23T01:10:00Z,,0
S011076,train,1,0,none,none,2025-03-23T01:20:00Z,,0
S011077,train,1,0,none,none,2025-03-23T01:30:00Z,,0
S011078,train,1,0,none,none,2025-03-23T01:40:00Z,,0
S011079,train,1,0,none,none,2025-03-23T01:50:00Z,,0
S011080,train,1,0,none,none,2025-03-23T02:00:00Z,,0
S011081,train,1,0,none,none,2025-03-23T02:10:00Z,,0
S011082,train,1,0,none,none,2025-03-23T02:20:00Z,,0
S011083,train,1,0,none,none,2025-03-23T02:30:00Z,,0
S011084,train,1,0,none,none,2025-03-23T02:40:00Z,,0
S011085,train,1,0,none,none,2025-03-23T02:50:00Z,,0
S011086,train,1,0,none,none,2025-03-23T03:00:00Z,,0
S011087,train,1,0,none,none,2025-03-23T03:10:00Z,1,1
S011088,train,1,0,none,none,2025-03-23T03:20:00Z,,0
S011089,train,1,0,none,none,2025-03-23T03:30:00Z,,0
S011090,train,1,0,none,none,2025-03-23T03:40:00Z,,0
S011091,train,1,0,none,none,2025-03-23T03:50:00Z,1,1
S011092,train,1,0,none,none,2025-03-23T04:00:00Z,,0
S011093,train,1,0,none,none,2025-03-23T04:10:00Z,,0
S011094,train,1,0,none,none,2025-03-23T04:20:00Z,1,1
S011095,train,1,0,none,none,2025-03-23T04:30:00Z,,0
S011096,train,1,0,none,none,2025-03-23T04:40:00Z,1,1
S011097,train,1,0,none,none,2025-03-23T04:50:00Z,,0
S011098,train,1,0,none,none,2025-03-23T05:00:00Z,,0
S011099,train,1,0,none,none,2025-03-23T05:10:00Z,,0
S011100,train,1,0,none,none,2025-03-23T05:20:00Z,,0
S011101,train,1,0,none,none,2025-03-23T05:30:00Z,,0
S011102,train,1,0,none,none,2025-03-23T05:40:00Z,1,1
S011103,train,1,0,none,none,2025-03-23T05:50:00Z,,0
S011104,train,1,0,none,none,2025-03-23T06:00:00Z,,0
S011105,train,1,0,none,none,2025-03-23T06:10:00Z,,0
S011106,train,1,0,none,none,2025-03-23T06:20:00Z,,0
S011107,train,1,0,none,none,2025-03-23T06:30:00Z,,0
S011108,train,1,0,none,none,2025-03-23T06:40:00Z,1,1
S011109,train,1,0,none,none,2025-03-23T06:50:00Z,,0
S011110,train,1,0,none,none,2025-03-23T07:00:00Z,,0
S011111,train,1,0,none,none,2025-03-23T07:10:00Z,,0
S011112,train,1,0,none,none,2025-03-23T07:20:00Z,1,1
S011113,train,1,0,none,none,2025-03-23T03:40:00Z,,0
S011114,train,1,0,none,none,2025-03-23T03:50:00Z,,0
S011115,train,1,0,none,none,2025-03-23T04:00:00Z,,0
S011116,train,1,0,none,none,2025-03-23T04:10:00Z,,0
S011117,train,1,0,none,none,2025-03-23T04:20:00Z,,0
S011118,train,1,0,none,none,2025-03-23T04:30:00Z,,0
S011119,train,1,0,none,none,2025-03-23T04:40:00Z,,0
S011120,train,1,0,none,none,2025-03-23T04:50:00Z,,0
S011121,train,1,0,none,none,2025-03-23T05:00:00Z,,0
S011122,train,1,0,none,none,2025-03-23T05:10:00Z,,0
S011123,train,1,0,none,none,2025-03-23T05:20:00Z,,0
S011124,train,1,0,none,none,2025-03-23T05:30:00Z,1,1
S011125,train,1,0,none,none,2025-03-23T05:40:00Z,1,1
S011126,train,1,0,none,none,2025-03-23T05:50:00Z,,0
S011127,train,1,0,none,none,2025-03-23T06:00:00Z,,0
S011128,train,1,0,none,none,2025-03-23T06:10:00Z,,0
S011129,train,1,0,none,none,2025-03-23T06:20:00Z,,0
S011130,train,1,0,none,none,2025-03-23T06:30:00Z,,0
S011131,train,1,0,none,none,2025-03-23T06:40:00Z,,0
S011132,train,1,0,none,none,2025-03-23T06:50:00Z,1,1
S011133,train,1,0,none,none,2025-03-23T07:00:00Z,1,1
S011134,train,1,0,none,none,2025-03-23T07:10:00Z,,0
S011135,train,1,0,none,none,2025-03-23T07:20:00Z,,0
S011136,train,1,0,none,none,2025-03-23T07:30:00Z,,0
S011137,train,1,0,none,none,2025-03-23T07:40:00Z,,0
S011138,train,1,0,none,none,2025-03-23T07:50:00Z,,0
S011139,train,1,0,none,none,2025-03-23T08:00:00Z,1,1
S011140,train,1,0,none,none,2025-03-23T08:10:00Z,1,1
S011141,train,1,0,none,none,2025-03-23T08:20:00Z,,0
S011142,train,1,0,none,none,2025-03-23T08:30:00Z,,0
S011143,train,1,0,none,none,2025-03-23T08:40:00Z,,0
S011144,train,1,0,none,none,2025-03-23T08:50:00Z,,0
S011145,train,1,0,none,none,2025-03-23T09:00:00Z,,0
S011146,train,1,0,none,none,2025-03-23T09:10:00Z,1,1
S011147,train,1,0,none,none,2025-03-23T09:20:00Z,,0
S011148,train,1,0,none,none,2025-03-23T09:30:00Z,,0
S011149,train,1,0,none,none,2025-03-23T09:40:00Z,,0
S011150,train,1,0,none,none,2025-03-23T09:50:00Z,,0
S011151,train,1,0,none,none,2025-03-23T10:00:00Z,,0
S011152,train,1,0,none,none,2025-03-23T10:10:00Z,,0
S011153,train,1,0,none,none,2025-03-23T10:20:00Z,,0
S011154,train,1,0,none,none,2025-03-23T10:30:00Z,1,1
S011155,train,1,0,none,none,2025-03-23T10:40:00Z,,0
S011156,train,1,0,none,none,2025-03-23T10:50:00Z,,0
S011157,train,1,0,none,none,2025-03-23T11:00:00Z,1,1
S011158,train,1,0,none,none,2025-03-23T11:10:00Z,1,1
S011159,train,1,0,none,none,2025-03-23T11:20:00Z,,0
S011160,train,1,0,none,none,2025-03-23T11:30:00Z,,0
S011161,train,1,0,none,none,2025-03-23T11:40:00Z,,0
S011162,train,1,0,none,none,2025-03-23T11:50:00Z,,0
S011163,train,1,0,none,none,2025-03-23T12:00:00Z,,0
S011164,train,1,0,none,none,2025-03-23T12:10:00Z,,0
S011165,train,1,0,none,none,2025-03-23T12:20:00Z,,0
S011166,train,1,0,none,none,2025-03-23T12:30:00Z,,0
S011167,train,1,0,none,none,2025-03-23T12:40:00Z,,0
S011168,train,1,0,none,none,2025-03-23T12:50:00Z,,0
S011169,train,1,0,none,none,2025-03-23T13:00:00Z,,0
S011170,train,1,0,none,none,2025-03-23T13:10:00Z,,0
S011171,train,1,0,none,none,2025-03-23T13:20:00Z,,0
S011172,train,1,0,none,none,2025-03-23T13:30:00Z,1,1
S011173,train,1,0,none,none,2025-03-23T13:40:00Z,,0
S011174,train,1,0,none,none,2025-03-23T13:50:00Z,1,1
S011175,train,1,0,none,none,2025-03-23T14:00:00Z,,0
S011176,train,1,0,none,none,2025-03-23T14:10:00Z,,0
S011177,train,1,0,none,none,2025-03-23T14:20:00Z,,0
S011178,train,1,0,none,none,2025-03-23T14:30:00Z,,0
S011179,train,1,0,none,none,2025-03-23T14:40:00Z,,0
S011180,train,1,0,none,none,2025-03-23T14:50:00Z,,0
S011181,train,1,0,none,none,2025-03-23T15:00:00Z,,0
S011182,train,1,0,none,none,2025-03-23T15:10:00Z,,0
S011183,train,1,0,none,none,2025-03-23T15:20:00Z,1,1
S011184,train,1,0,none,none,2025-03-23T15:30:00Z,,0
S011185,train,1,0,none,none,2025-03-23T15:40:00Z,,0
S011186,train,1,0,none,none,2025-03-23T15:50:00Z,,0
S011187,train,1,0,none,none,2025-03-23T16:00:00Z,,0
S011188,train,1,0,none,none,2025-03-23T16:10:00Z,,0
S011189,train,1,0,none,none,2025-03-23T16:20:00Z,,0
S011190,train,1,0,none,none,2025-03-23T16:30:00Z,,0
S011191,train,1,0,none,none,2025-03-23T16:40:00Z,1,1
S011192,train,1,0,none,none,2025-03-23T16:50:00Z,,0
S011193,train,1,0,none,none,2025-03-23T17:00:00Z,,0
S011194,train,1,0,none,none,2025-03-23T17:10:00Z,,0
S011195,train,1,0,none,none,2025-03-23T17:20:00Z,,0
S011196,train,1,0,none,none,2025-03-23T17:30:00Z,,0
S011197,train,1,0,none,none,2025-03-23T17:40:00Z,,0
S011198,train,1,0,none,none,2025-03-23T17:50:00Z,1,1
S011199,train,1,0,none,none,2025-03-23T18:00:00Z,,0
S011200,train,1,0,none,none,2025-03-23T18:10:00Z,1,1
S011201,train,1,0,none,none,2025-03-23T18:20:00Z,,0
S011202,train,1,0,none,none,2025-03-23T18:30:00Z,,0
S011203,train,1,0,none,none,2025-03-23T18:40:00Z,1,1
S011204,train,1,0,none,none,2025-03-23T18:50:00Z,,0
S011205,train,1,0,none,none,2025-03-23T19:00:00Z,,0
S011206,train,1,0,none,none,2025-03-23T19:10:00Z,,0
S011207,train,1,0,none,none,2025-03-23T19:20:00Z,,0
S011208,train,1,0,none,none,2025-03-23T19:30:00Z,,0
S011209,train,1,0,none,none,2025-03-23T15:40:00Z,,0
S011210,train,1,0,none,none,2025-03-23T15:50:00Z,,0
S011211,train,1,0,none,none,2025-03-23T16:00:00Z,,0
S011212,train,1,0,none,none,2025-03-23T16:10:00Z,,0
S011213,train,1,0,none,none,2025-03-23T16:20:00Z,,0
S011214,train,1,0,none,none,2025-03-23T16:30:00Z,,0
S011215,train,1,0,none,none,2025-03-23T16:40:00Z,1,1
S011216,train,1,0,none,none,2025-03-23T16:50:00Z,,0
S011217,train,1,0,none,none,2025-03-23T17:00:00Z,1,1
S011218,train,1,0,none,none,2025-03-23T17:10:00Z,,0
S011219,train,1,0,none,none,2025-03-23T17:20:00Z,,0
S011220,train,1,0,none,none,2025-03-23T17:30:00Z,,0
S011221,train,1,0,none,none,2025-03-23T17:40:00Z,,0
S011222,train,1,0,none,none,2025-03-23T17:50:00Z,1,1
S011223,train,1,0,none,none,2025-03-23T18:00:00Z,,0
S011224,train,1,0,none,none,2025-03-23T18:10:00Z,,0
S011225,train,1,0,none,none,2025-03-23T18:20:00Z,1,1
S011226,train,0,1,die_crack,handling,2025-03-23T18:30:00Z,,0
S011227,train,1,0,none,none,2025-03-23T18:40:00Z,,0
S011228,train,1,0,none,none,2025-03-23T18:50:00Z,1,1
S011229,train,1,0,none,none,2025-03-23T19:00:00Z,1,1
S011230,train,1,0,none,none,2025-03-23T19:10:00Z,,0
S011231,train,1,0,none,none,2025-03-23T19:20:00Z,,0
S011232,train,1,0,none,none,2025-03-23T19:30:00Z,,0
S011233,train,1,0,none,none,2025-03-23T19:40:00Z,,0
S011234,train,1,0,none,none,2025-03-23T19:50:00Z,,0
S011235,train,1,0,none,none,2025-03-23T20:00:00Z,,0
S011236,train,1,0,none,none,2025-03-23T20:10:00Z,,0
S011237,train,1,0,none,none,2025-03-23T20:20:00Z,,0
S011238,train,1,0,none,none,2025-03-23T20:30:00Z,,0
S011239,train,1,0,none,none,2025-03-23T20:40:00Z,,0
S011240,train,1,0,none,none,2025-03-23T20:50:00Z,,0
S011241,train,1,0,none,none,2025-03-23T21:00:00Z,,0
S011242,train,1,0,none,none,2025-03-23T21:10:00Z,,0
S011243,train,1,0,none,none,2025-03-23T21:20:00Z,,0
S011244,train,0,1,tsv_open_short,tsv_or_interconnect,2025-03-23T21:30:00Z,,0
S011245,train,1,0,none,none,2025-03-23T21:40:00Z,,0
S011246,train,1,0,none,none,2025-03-23T21:50:00Z,,0
S011247,train,1,0,none,none,2025-03-23T22:00:00Z,,0
S011248,train,0,1,dram_electrical,dram_or_base,2025-03-23T22:10:00Z,,0
S011249,train,1,0,none,none,2025-03-23T22:20:00Z,,0
S011250,train,1,0,none,none,2025-03-23T22:30:00Z,1,1
S011251,train,1,0,none,none,2025-03-23T22:40:00Z,1,1
S011252,train,1,0,none,none,2025-03-23T22:50:00Z,,0
S011253,train,1,0,none,none,2025-03-23T23:00:00Z,,0
S011254,train,1,0,none,none,2025-03-23T23:10:00Z,,0
S011255,train,1,0,none,none,2025-03-23T23:20:00Z,,0
S011256,train,1,0,none,none,2025-03-23T23:30:00Z,1,1
S011257,train,1,0,none,none,2025-03-23T23:40:00Z,,0
S011258,train,1,0,none,none,2025-03-23T23:50:00Z,,0
S011259,train,1,0,none,none,2025-03-24T00:00:00Z,,0
S011260,train,1,0,none,none,2025-03-24T00:10:00Z,,0
S011261,train,1,0,none,none,2025-03-24T00:20:00Z,,0
S011262,train,1,0,none,none,2025-03-24T00:30:00Z,,0
S011263,train,1,0,none,none,2025-03-24T00:40:00Z,,0
S011264,train,1,0,none,none,2025-03-24T00:50:00Z,1,1
S011265,train,1,0,none,none,2025-03-24T01:00:00Z,,0
S011266,train,1,0,none,none,2025-03-24T01:10:00Z,1,1
S011267,train,1,0,none,none,2025-03-24T01:20:00Z,,0
S011268,train,1,0,none,none,2025-03-24T01:30:00Z,,0
S011269,train,1,0,none,none,2025-03-24T01:40:00Z,1,1
S011270,train,1,0,none,none,2025-03-24T01:50:00Z,,0
S011271,train,1,0,none,none,2025-03-24T02:00:00Z,,0
S011272,train,1,0,none,none,2025-03-24T03:40:00Z,,0
S011273,train,1,0,none,none,2025-03-24T03:50:00Z,,0
S011274,train,1,0,none,none,2025-03-24T04:00:00Z,,0
S011275,train,1,0,none,none,2025-03-24T04:10:00Z,,0
S011276,train,1,0,none,none,2025-03-24T04:20:00Z,1,1
S011277,train,1,0,none,none,2025-03-24T04:30:00Z,,0
S011278,train,1,0,none,none,2025-03-24T04:40:00Z,1,1
S011279,train,1,0,none,none,2025-03-24T04:50:00Z,,0
S011280,train,1,0,none,none,2025-03-24T05:00:00Z,,0
S011281,train,1,0,none,none,2025-03-24T05:10:00Z,,0
S011282,train,1,0,none,none,2025-03-24T05:20:00Z,,0
S011283,train,1,0,none,none,2025-03-24T05:30:00Z,1,1
S011284,train,1,0,none,none,2025-03-24T05:40:00Z,,0
S011285,train,1,0,none,none,2025-03-24T05:50:00Z,,0
S011286,train,1,0,none,none,2025-03-24T06:00:00Z,,0
S011287,train,1,0,none,none,2025-03-24T06:10:00Z,,0
S011288,train,1,0,none,none,2025-03-24T06:20:00Z,,0
S011289,train,1,0,none,none,2025-03-24T06:30:00Z,,0
S011290,train,1,0,none,none,2025-03-24T06:40:00Z,1,1
S011291,train,1,0,none,none,2025-03-24T06:50:00Z,1,1
S011292,train,1,0,none,none,2025-03-24T07:00:00Z,,0
S011293,train,1,0,none,none,2025-03-24T07:10:00Z,,0
S011294,train,1,0,none,none,2025-03-24T07:20:00Z,1,1
S011295,train,1,0,none,none,2025-03-24T07:30:00Z,,0
S011296,train,1,0,none,none,2025-03-24T07:40:00Z,,0
S011297,train,1,0,none,none,2025-03-24T07:50:00Z,,0
S011298,train,1,0,none,none,2025-03-24T08:00:00Z,,0
S011299,train,1,0,none,none,2025-03-24T08:10:00Z,,0
S011300,train,1,0,none,none,2025-03-24T08:20:00Z,,0
S011301,train,1,0,none,none,2025-03-24T08:30:00Z,,0
S011302,train,1,0,none,none,2025-03-24T08:40:00Z,1,1
S011303,train,1,0,none,none,2025-03-24T08:50:00Z,,0
S011304,train,1,0,none,none,2025-03-24T09:00:00Z,,0
S011305,train,1,0,none,none,2025-03-24T09:10:00Z,,0
S011306,train,1,0,none,none,2025-03-24T09:20:00Z,,0
S011307,train,1,0,none,none,2025-03-24T09:30:00Z,,0
S011308,train,1,0,none,none,2025-03-24T09:40:00Z,,0
