stack_id,lot_id,split,stack_layer_count,capacity_gb,assembly_tool_id,feature_available_time_utc,stack_height_um,inter_die_gap_mean_um,max_alignment_offset_um,cumulative_die_shift_um,emc_viscosity_pa_s,molding_pressure_mpa,molding_vacuum_absolute_kpa,reflow_peak_temperature_c,time_above_liquidus_sec,heating_rate_c_sec,cure_temperature_c,cure_duration_min,underfill_void_pct,delamination_area_pct,package_warpage_um,stacks_since_tool_service,core_thickness_mean_um,core_thickness_std_um,core_warpage_max_um,core_ttv_mean_um,core_leakage_mean_ua,core_repair_count_sum,core_particle_count_sum,core_tsv_resistance_mean_mohm,core_tsv_resistance_max_mohm,core_bump_coplanarity_max_um,n_source_wafers,n_dies_with_detailed_metrology,sampled_core_tsv_void_mean_pct,sampled_core_cd_mean_nm,base_leakage_current_ua,base_die_thickness_um,final_test_fail
S010836,L0146,train,8,24,ASSEMBLY_T03,2025-03-21T02:50:00Z,616.85152,14.982757,0.53945006,1.0552036,9.3244716,7.4382803,3.5643133,245.62741,61.096258,1.4628773,174.66975,61.081772,0.31094429,0.08180108,12.099762,142,52.144447,0.3224483,1.400641,0.92684449,0.68608827,8,3,48.265722,50.139582,0.66151105,7,1,0.20555457,24.326618,1.0119203,49.575029,0
S010837,L0146,train,8,24,ASSEMBLY_T04,2025-03-21T03:00:00Z,623.57439,15.208993,0.73767472,1.6683835,9.8313137,6.9990905,3.0398454,244.31893,55.186377,1.5214496,174.95537,58.632959,0.45636519,0.13511862,14.009472,143,52.599507,0.36058703,1.4717767,1.0347354,0.78137247,12,2,47.882535,50.46527,0.790801,8,3,0.3316785,24.363976,1.3177859,50.592386,0
S010838,L0146,train,8,24,ASSEMBLY_T05,2025-03-21T03:10:00Z,620.38611,15.188821,0.4733766,0.85796526,6.9971003,7.014529,2.2760832,248.73107,54.093223,1.5223959,174.66793,59.056405,0.095369682,0.10896367,12.798463,144,52.461755,0.43964168,1.7529421,0.99105295,0.80868428,7,8,47.474376,48.285418,0.88963164,8,0,,,1.1132159,49.95698,0
S010839,L0146,train,8,24,ASSEMBLY_T06,2025-03-21T03:20:00Z,619.65224,15.141447,0.47891676,0.058284774,8.1415129,6.7315361,2.5262605,245.40205,62.567327,1.60565,175.92135,63.31005,0.11702018,0.057636104,12.193366,145,52.325805,0.3914161,1.4515251,0.99245398,0.77463633,11,6,48.14956,49.994903,0.74875184,8,1,0.23896954,24.063361,1.2279672,50.080208,0
S010840,L0146,train,8,24,ASSEMBLY_T01,2025-03-21T03:30:00Z,619.53757,15.128234,0.68161619,1.7075987,8.8090601,7.0743618,2.9283417,246.84839,56.174822,1.4265272,174.08566,60.832691,0.30060203,0.097946626,12.459295,146,52.378991,0.5422231,1.9132497,0.95218386,0.7121061,7,2,48.341893,52.642748,0.99677246,6,2,0.49912846,24.170737,1.0572991,49.793969,0
S010841,L0146,train,8,24,ASSEMBLY_T02,2025-03-21T03:40:00Z,623.47872,15.257508,0.70257789,0.66468977,7.9761834,7.0604486,2.5242178,246.28012,57.240475,1.5594804,174.21124,61.839523,0.23775936,0.19356535,12.735461,147,52.710765,0.48397872,1.8469239,1.062455,0.78687179,10,7,48.94426,50.97727,0.92859072,6,2,0.31156987,24.068198,1.4021553,49.679526,1
S010842,L0146,train,8,24,ASSEMBLY_T03,2025-03-21T03:50:00Z,618.41402,15.101176,0.3516962,1.0204531,9.2862757,7.1428678,3.8300336,247.34318,56.741981,1.5227791,174.67622,57.745216,0.38638163,0.12663156,11.982176,148,52.209733,0.33315218,1.0942325,0.90343711,0.80694408,7,2,48.478485,51.196122,0.67947371,6,1,0.66681921,24.144893,1.2370447,49.934052,0
S010843,L0146,train,8,24,ASSEMBLY_T04,2025-03-21T04:00:00Z,618.4551,15.03176,0.35583204,0.91858945,9.5438042,7.0826856,3.3146383,244.83187,55.820317,1.4528827,176.34321,58.51186,0.13990174,0.1354069,14.035326,149,52.276805,0.20696375,1.1671707,0.93479454,0.77645361,4,5,48.336958,49.324582,0.6656567,8,4,0.49356015,24.200547,0.87451374,49.624585,0
S010844,L0146,train,8,24,ASSEMBLY_T05,2025-03-21T04:10:00Z,616.15191,15.067925,0.43147092,0.7488175,7.8124751,6.9560417,2.5099518,247.73176,56.293714,1.4736851,175.86164,57.883708,0.043383059,0.15856105,8.872919,150,51.898472,0.25166045,1.3022928,0.93372996,0.73500954,12,5,49.005044,51.758618,0.7343126,8,1,0.24635441,23.782684,1.4821311,50.348126,0
S010845,L0146,train,8,24,ASSEMBLY_T06,2025-03-21T04:20:00Z,617.41937,15.014705,0.59595195,0.28146126,8.1396763,7.2660063,2.2804448,245.19441,56.025278,1.4618697,177.52547,60.165503,0.17422929,0.027770978,11.427972,151,52.23873,0.39778946,1.8991382,0.97466877,0.76344841,3,4,47.763548,49.510759,0.88257325,6,5,0.6337324,24.477312,1.0251744,49.835737,0
S010846,L0146,train,8,24,ASSEMBLY_T01,2025-03-21T04:30:00Z,619.08945,15.08898,0.38024927,1.5979778,7.6848501,7.361941,2.8218064,247.73754,55.453904,1.4710429,175.96279,62.445965,0.079632967,0.029756981,12.556158,152,52.274841,0.30297362,1.753891,0.93613675,0.72942614,11,8,47.446129,51.208908,0.87016813,8,0,,,1.2487933,49.770149,0
S010847,L0146,train,8,24,ASSEMBLY_T02,2025-03-21T04:40:00Z,619.01786,15.130608,0.77636105,1.2023459,9.1064167,7.292588,2.8063317,246.64968,52.295079,1.6605832,175.31004,61.801838,0.10745468,0.0693832,11.544543,153,52.280807,0.38703288,1.2990374,0.91552616,0.72942317,2,3,48.904039,50.973864,0.78146837,8,1,0.25560267,24.225031,1.1752342,50.620298,0
S010848,L0146,train,8,24,ASSEMBLY_T03,2025-03-21T04:50:00Z,619.42166,15.093665,0.66268314,0.43613075,9.9435524,7.4106447,4.0860716,248.39744,60.672302,1.6035217,177.16443,60.872163,0.53569077,0.083875279,11.732737,154,52.386551,0.45879312,1.6973155,1.0315879,0.81182427,9,4,48.105245,51.441393,0.91508584,6,2,0.4674971,24.266227,1.5863502,49.743463,0
S010849,L0146,train,8,24,ASSEMBLY_T04,2025-03-21T05:00:00Z,621.95258,15.139846,0.59589429,1.0370194,8.7281535,7.1241244,3.4205782,244.97696,54.005493,1.4845858,174.27094,61.424722,0.28906512,0.087279667,11.847616,155,52.539173,0.26835996,1.5066593,1.0019412,0.7710845,9,1,48.448151,51.681799,0.99274074,7,1,1.6824535,24.910865,1.3230362,50.140031,0
S010850,L0146,train,8,24,ASSEMBLY_T05,2025-03-21T05:10:00Z,616.31197,14.969315,0.53888827,0.68784906,7.2516112,6.6151385,2.4336763,244.89434,54.041816,1.4428913,175.90977,58.74248,0.15870409,0.056828682,11.005182,156,52.069313,0.32481028,1.2253227,0.92662157,0.69053838,6,8,48.751923,51.327786,0.69560287,7,1,0.28544886,24.491415,1.0396334,50.342131,0
S010851,L0146,train,8,24,ASSEMBLY_T06,2025-03-21T05:20:00Z,622.24432,15.1898,0.55938219,1.1722835,9.8491307,6.9067257,2.2994626,245.495,55.621293,1.6351785,177.13892,60.875943,0.15354716,0.054884137,11.097505,157,52.719932,0.48985668,2.0014443,1.0968136,0.71941961,4,3,48.761165,50.656756,0.97063459,6,1,0.30387292,24.574745,1.077534,49.992529,0
S010852,L0146,train,8,24,ASSEMBLY_T01,2025-03-21T05:30:00Z,620.70402,15.126418,0.45256778,1.638835,9.6300953,7.4379065,2.4847233,247.98205,60.487783,1.4087279,177.00442,63.784556,0.18385204,0.13742288,12.958657,158,52.509131,0.44151905,1.6137046,1.0361611,0.71578879,8,4,48.762914,50.785026,0.90298247,7,1,0.37543497,23.926396,0.88706201,50.219656,0
S010853,L0146,train,8,24,ASSEMBLY_T02,2025-03-21T05:40:00Z,620.13353,15.153131,0.69668218,0.89034609,8.3749572,6.6777024,2.1380849,242.40431,55.046553,1.5154909,174.70194,54.6333,0.28967084,0.13902978,12.477584,159,52.370452,0.42043355,1.912134,0.99891233,0.75992774,6,3,48.69599,50.440044,0.83352136,8,0,,,1.0739905,50.05087,0
S010854,L0146,train,8,24,ASSEMBLY_T03,2025-03-21T05:50:00Z,618.98941,15.073871,0.72418775,1.5639085,9.2677101,7.1600164,4.4369392,247.57247,52.544702,1.4198399,176.96782,63.66478,0.4924172,0.05805766,10.302075,160,52.347637,0.48307418,1.6754617,0.97298085,0.76092151,6,2,48.213082,50.606031,0.85273674,6,1,0.33419983,24.326729,1.6886693,50.016827,0
S010855,L0146,train,8,24,ASSEMBLY_T04,2025-03-21T06:00:00Z,617.60124,15.042949,0.51365975,0.18481462,8.5837434,7.0987538,2.5243817,244.95755,53.429348,1.2787577,176.08655,62.127176,0.17094419,0.042457523,9.6578095,161,52.218178,0.36964084,1.1351156,0.93497814,0.7357402,7,2,48.269689,49.22585,0.64196785,6,2,0.30027309,24.303762,0.98222553,50.170074,1
S010856,L0146,train,8,24,ASSEMBLY_T05,2025-03-21T06:10:00Z,621.99847,15.209609,0.57815605,1.7993147,9.346642,7.0399782,3.188072,248.38291,56.328169,1.5111146,175.23409,57.549199,0.29875866,0.14665299,13.959458,162,52.401879,0.41049617,1.7785612,1.0767846,0.72550457,6,4,47.825765,49.948448,1.054257,7,4,0.49649831,24.378368,0.80344947,50.370588,0
S010857,L0146,train,8,24,ASSEMBLY_T06,2025-03-21T06:20:00Z,620.44444,15.170921,0.67478025,2.7353212,9.8244896,7.1489666,3.2191287,248.62576,63.538472,1.5712684,177.14495,60.526493,0.61467022,0.12428742,14.38298,163,52.453509,0.38709681,1.2195234,0.96995682,0.77714915,5,5,47.926222,48.905109,0.69504036,8,3,0.3906519,23.964215,1.5729335,49.624319,1
S010858,L0146,train,8,24,ASSEMBLY_T01,2025-03-21T06:30:00Z,618.67054,15.144328,0.38537074,1.5117526,9.0063754,7.5285378,2.7084186,247.6671,51.849306,1.5416632,176.50419,59.65176,0.23727817,0.067214705,14.522659,164,52.344724,0.32708278,1.6272225,1.0491023,0.75673036,7,5,46.495981,49.493908,1.0167591,8,1,0.35753689,23.931143,1.1380642,49.643304,0
S010859,L0146,train,8,24,ASSEMBLY_T02,2025-03-21T06:40:00Z,620.56868,15.106674,0.5175652,1.2579381,8.5467838,7.1073986,2.0707207,243.86558,53.27976,1.4677717,176.17593,58.907146,0.12058232,0.066429301,13.170258,165,52.426767,0.47399052,1.5976705,1.0096648,0.77285283,11,4,46.931341,49.32143,0.85403092,5,1,0.64179688,24.498786,1.4083676,50.211324,0
S010860,L0146,train,8,24,ASSEMBLY_T03,2025-03-21T06:50:00Z,616.93798,15.012511,0.51974715,1.6905183,9.6618429,7.3388469,3.3567583,246.27737,56.462076,1.4133791,174.63017,63.407406,0.23543184,0.06337737,13.584494,166,52.007079,0.28971371,1.0617446,0.8620675,0.80723277,14,5,48.45702,49.975495,0.61834479,7,1,0.51664992,24.37691,1.4677215,50.44061,0
S010861,L0146,train,8,24,ASSEMBLY_T04,2025-03-21T07:00:00Z,616.57399,15.076071,0.55225839,1.8184935,8.4847601,7.342929,4.1528315,241.81563,58.287473,1.5259055,176.12818,57.227522,0.47012184,0.097440646,13.551672,167,51.976241,0.2408012,1.1949001,0.8850167,0.75218263,5,1,48.605662,51.954984,0.70600277,7,3,0.27823042,24.235486,1.5037466,49.938488,0
S010862,L0146,train,8,24,ASSEMBLY_T05,2025-03-21T07:10:00Z,619.45118,15.149025,1.086916,3.1640913,10.981337,7.1864676,3.0680983,247.27238,57.904349,1.3474909,177.0234,55.594848,0.53800773,0.27926541,14.993024,168,52.191575,0.53825914,1.7557594,1.0343903,0.73054819,5,3,48.530193,51.846523,0.94119104,8,2,1.4547145,24.364817,1.673057,49.941677,0
S010863,L0146,train,8,24,ASSEMBLY_T06,2025-03-21T07:20:00Z,620.04178,15.176095,0.41740345,0.14328543,8.6256007,7.1671291,3.0101796,245.58276,53.600302,1.4102605,176.21504,61.356452,0.1182647,0.052251472,10.374451,169,52.16643,0.40738265,1.7493841,0.97310367,0.67562478,8,3,48.000361,50.383369,0.84810762,6,1,0.25670176,24.231689,1.5209253,50.474449,0
S010864,L0147,train,8,24,ASSEMBLY_T03,2025-03-21T03:40:00Z,617.63979,15.02061,0.47296277,1.0150455,8.8857754,7.4911441,4.0380841,249.39479,62.570566,1.4137867,176.01947,57.667609,0.440229,0.15385999,14.641957,150,52.380102,0.42394401,1.5864059,1.0834237,0.80117214,8,4,47.8004,49.235323,0.985102,7,2,0.62091523,24.347314,1.4805971,49.888122,0
S010865,L0147,train,8,24,ASSEMBLY_T04,2025-03-21T03:50:00Z,620.01254,15.15348,0.6127722,0.59210081,9.9266426,7.3435783,3.2467331,245.63647,61.692914,1.6222935,177.22633,61.72153,0.37996133,0.090703119,12.530763,151,52.339102,0.38039694,1.942945,0.97098947,0.7943822,9,8,47.24487,49.36119,0.85597623,7,2,0.52233269,24.335628,1.1931747,50.470809,0
S010866,L0147,train,8,24,ASSEMBLY_T05,2025-03-21T04:00:00Z,619.72535,15.106851,0.52724889,0.57881109,7.7348752,6.9473265,2.6011958,243.99979,55.451459,1.4598407,173.65985,56.576925,0.50100726,0.13930425,7.6563359,152,52.284836,0.13648213,1.3500185,0.98148229,0.83796313,11,5,47.076172,49.379407,0.81085251,8,1,0.25262421,24.174722,0.96095789,50.083076,0
S010867,L0147,train,8,24,ASSEMBLY_T06,2025-03-21T04:10:00Z,618.26002,15.079427,0.58976175,1.8730423,8.0111262,7.3577324,2.6045287,246.98424,61.953927,1.4625695,174.84755,59.00483,0.2711939,0.12919132,11.252496,153,52.247005,0.52052951,1.5458337,0.86956609,0.81144112,4,6,47.700086,49.687035,0.93794745,8,1,0.54460302,24.137815,1.1089751,49.948143,0
S010868,L0147,train,8,24,ASSEMBLY_T01,2025-03-21T04:20:00Z,620.4215,15.180528,0.5422659,1.8536242,9.4392781,6.8882321,3.1394064,246.17608,56.863146,1.5345597,175.3486,56.712065,0.25702094,0.11321458,13.697459,154,52.430425,0.62232765,2.0087453,1.0359678,0.92291286,9,2,48.196111,49.80253,0.95477531,7,3,0.3515235,24.181626,1.7533735,49.802432,0
S010869,L0147,train,8,24,ASSEMBLY_T02,2025-03-21T04:30:00Z,616.58602,14.989186,0.53728713,1.0142628,7.5418124,7.1980906,2.7201329,245.2769,57.010932,1.5847628,174.89107,59.781836,0.15824396,0.11766179,9.5505979,155,52.035077,0.29959979,1.2345128,0.9317714,0.85996512,7,3,48.909275,52.814764,0.77990491,8,2,0.37331329,24.256931,1.5100922,50.189636,0
S010870,L0147,train,8,24,ASSEMBLY_T03,2025-03-21T04:40:00Z,618.20441,15.017619,0.56313691,2.0359852,8.6604497,7.1939716,3.819784,246.71648,61.457351,1.3542033,175.89039,57.942002,0.45695199,0.067169676,12.114119,156,52.343683,0.37623812,1.4895128,0.97364898,0.71694604,6,2,48.869551,51.643935,0.86811197,6,3,0.37642891,24.371592,1.6070507,49.980952,0
S010871,L0147,train,8,24,ASSEMBLY_T04,2025-03-21T04:50:00Z,620.96483,15.110188,0.61918758,1.1838451,9.6417209,7.3030332,3.445349,248.16994,57.256135,1.5286066,176.46742,61.61981,0.19250127,0.17806448,13.779594,157,52.611253,0.55506029,1.8050056,1.1896676,0.79028991,13,3,48.413629,51.232545,0.99878363,6,2,1.4086053,24.989852,1.2835508,49.25189,0
S010872,L0147,train,8,24,ASSEMBLY_T05,2025-03-21T05:00:00Z,621.22846,15.070554,0.73613936,0.45449424,8.8754673,7.0297199,2.5072222,244.29798,59.074631,1.5097037,176.29505,62.233201,0.31533764,0.040155546,9.6557769,158,52.532677,0.42985399,1.5270223,1.071018,0.87565667,8,5,48.087745,51.655076,1.011597,7,3,0.75617327,24.40144,1.4987952,50.378303,0
S010873,L0147,train,8,24,ASSEMBLY_T06,2025-03-21T05:10:00Z,621.15725,15.210247,0.47688874,0.69571581,8.9129975,7.286074,2.7734673,243.39363,52.150282,1.466612,176.35574,57.759798,0.16908188,0.063383453,11.280837,159,52.551597,0.29024477,1.5036271,1.0735234,0.7728343,8,2,48.722219,51.408195,0.86136145,6,0,,,1.3626966,49.750839,0
S010874,L0147,train,8,24,ASSEMBLY_T01,2025-03-21T05:20:00Z,620.35463,15.184293,0.73978555,1.8882532,8.6565549,7.194153,2.7555349,248.41674,63.108853,1.5358513,175.92961,63.603033,0.37663869,0.087679231,13.472771,160,52.583882,0.51661664,1.914535,1.0840413,0.77030675,12,7,48.937962,49.845843,0.95087936,7,1,1.0033366,24.718227,1.2393888,49.523573,0
S010875,L0147,train,8,24,ASSEMBLY_T02,2025-03-21T05:30:00Z,620.05824,15.046332,0.69138444,2.6235675,8.3644672,6.964998,2.6051087,240.47888,55.001658,1.5392021,174.64132,59.358287,0.25803275,0.14681046,13.396164,161,52.393505,0.39479376,1.6174758,1.0498285,0.80885083,11,3,48.042151,51.45088,0.87794096,7,2,0.907958,24.432404,1.3040009,50.464321,0
S010876,L0147,train,8,24,ASSEMBLY_T03,2025-03-21T05:40:00Z,619.43153,15.001131,0.40259928,1.2982924,9.1454851,7.4354922,4.3675628,248.8318,62.879514,1.5164378,176.79141,57.900776,0.5727103,0.15855589,13.807375,162,52.414419,0.15911753,1.2579127,0.94478003,0.79476413,11,5,47.819548,52.868903,0.69442025,7,1,0.77827886,24.424442,1.1684728,49.992952,0
S010877,L0147,train,8,24,ASSEMBLY_T04,2025-03-21T05:50:00Z,620.0112,15.118668,0.70838688,0.83208386,9.0375495,7.2449494,3.2694882,245.31759,56.245637,1.4765332,176.44244,61.736571,0.52157417,0.030630884,10.752648,163,52.397948,0.29254224,1.4481481,1.0301209,0.72748104,8,8,48.440938,50.322394,0.71054711,7,2,0.38255902,24.082679,1.4185139,50.148389,0
S010878,L0147,train,8,24,ASSEMBLY_T05,2025-03-21T06:00:00Z,619.08859,15.117263,0.42512462,0.57410621,8.0842366,7.1441973,2.7679145,245.76212,56.316777,1.5824582,176.11872,59.315221,0.29167419,0.035622341,10.627696,164,52.26733,0.23934456,1.2699486,1.0046362,0.88936083,6,2,47.515748,49.144505,0.64073881,8,0,,,1.4805323,49.93636,0
S010879,L0147,train,8,24,ASSEMBLY_T06,2025-03-21T06:10:00Z,618.76066,15.022659,0.71850735,2.6511593,11.130704,7.2291229,3.7986954,247.21599,56.771118,1.5265137,175.01718,60.515605,0.21077616,0.065364951,14.298218,165,52.416866,0.29294242,1.2270568,0.97383813,0.84657834,15,2,48.746039,52.059347,0.72985976,7,3,0.8562322,24.203639,1.5294058,49.560818,0
S010880,L0147,train,8,24,ASSEMBLY_T01,2025-03-21T06:20:00Z,620.12905,15.125806,0.39964235,0.95896864,9.4132634,7.5303167,2.8278458,248.57511,60.884851,1.3842508,174.26142,57.115214,0.23029272,0.22008797,13.604832,166,52.337405,0.43852728,1.3440194,0.96385432,0.82486512,15,10,48.355056,52.32229,0.68881269,8,4,0.4677133,24.202667,1.0816176,50.003428,0
S010881,L0147,train,8,24,ASSEMBLY_T02,2025-03-21T06:30:00Z,623.95692,15.221021,0.47291785,0.15323809,8.0318415,7.2302951,2.5781985,246.85535,54.970144,1.5010456,175.24321,59.151726,0.13785478,0.018200495,10.004482,167,52.646415,0.45559297,1.8812157,1.1034617,0.75990131,6,5,48.53153,51.066728,0.97196718,7,2,0.24797036,24.100908,1.2285821,50.166362,0
S010882,L0147,train,8,24,ASSEMBLY_T03,2025-03-21T06:40:00Z,622.12772,15.201168,0.71065421,2.6829575,9.776326,7.0513936,3.5410251,248.25629,54.992199,1.6099866,175.68792,58.055255,0.18432856,0.10716275,14.480767,168,52.643691,0.68652148,1.6407248,1.1088483,0.76544017,8,3,48.216083,50.856172,0.84597913,7,2,0.40929954,24.384085,2.0738893,50.086518,0
S010883,L0147,train,8,24,ASSEMBLY_T04,2025-03-21T06:50:00Z,617.85737,15.007877,0.50664141,1.0364852,7.7333569,6.9858228,3.2600645,244.58212,55.395573,1.5391583,175.09813,60.419435,0.21374464,0.093412424,10.631859,169,52.261908,0.4295563,1.7523983,1.0801626,0.87359016,9,1,47.394488,49.352297,0.864481,6,4,0.41556062,24.297463,1.1122434,50.369429,0
S010884,L0147,train,8,24,ASSEMBLY_T05,2025-03-21T07:00:00Z,616.46831,15.152496,0.62857858,2.6517294,10.159506,7.5717417,4.0397187,248.98085,56.507566,1.5057984,175.86845,61.244436,0.74091658,0.33415894,16.826994,170,52.056965,0.35362027,1.2396362,0.90104403,0.79766905,10,1,47.766433,49.668684,0.77363474,7,2,0.39162503,24.307604,1.0817751,50.230462,0
S010885,L0147,train,8,24,ASSEMBLY_T06,2025-03-21T07:10:00Z,616.10013,14.890657,0.29454067,0.47716344,9.3558937,7.1894572,2.2470494,247.69446,55.686156,1.5648715,175.85229,57.556695,0.33306734,0.086432439,11.032272,171,52.111553,0.35395318,1.0611354,0.90244701,0.69660568,8,2,47.53918,49.780715,0.78550581,8,2,0.63224451,24.243271,1.182127,50.13339,0
S010886,L0147,train,8,24,ASSEMBLY_T01,2025-03-21T07:20:00Z,620.85803,15.18192,0.34456339,0.60202745,8.5935392,6.8693308,3.1140547,246.96843,59.403765,1.4244529,176.07873,59.911844,0.24254393,0.33478253,11.794413,172,52.442446,0.26720893,1.7471165,1.0003774,0.76708603,8,5,48.011448,51.213963,0.92014026,8,1,0.53203525,24.038401,1.0905267,49.577343,0
S010887,L0147,train,8,24,ASSEMBLY_T02,2025-03-21T07:30:00Z,621.06903,15.126964,0.57509697,1.2695308,8.7072274,7.1560876,3.1125767,245.98383,53.373159,1.5438149,175.05083,62.511589,0.12708408,0.026179569,11.22442,173,52.438856,0.33049357,1.4040994,0.96205142,0.78672221,8,5,47.055904,49.085796,0.74871866,6,1,0.26051752,24.23312,1.316682,49.612351,0
S010888,L0147,train,8,24,ASSEMBLY_T03,2025-03-21T07:40:00Z,622.15985,15.158469,0.56571151,0.97517286,9.5218229,7.3655895,2.8536084,247.61425,54.37352,1.4953167,175.89797,59.906293,0.19962741,0.12974806,14.251034,174,52.570619,0.39861069,2.0216037,1.020136,0.76185713,9,4,48.159224,51.376906,0.96315926,8,1,0.646944,24.011988,1.3741185,50.532398,0
S010889,L0147,train,8,24,ASSEMBLY_T04,2025-03-21T07:50:00Z,619.73444,15.193402,0.89758536,3.3693453,11.293222,7.7655255,4.3856825,248.30044,63.447227,1.4907855,175.16822,58.521095,0.66299429,0.15191295,15.530348,175,52.35178,0.42778136,1.6247897,1.0179689,0.80911655,10,8,48.515105,50.255222,0.8053797,8,2,0.48383611,24.24521,1.2224994,49.961581,0
S010890,L0147,train,8,24,ASSEMBLY_T05,2025-03-21T08:00:00Z,619.68572,15.08939,0.33228902,0.20787377,9.6843758,6.9559292,2.5432355,247.49369,52.860552,1.2975292,176.85469,62.671215,0.20800898,0.14055937,13.123215,176,52.370907,0.40798139,1.8328134,0.99838905,0.7992123,12,7,47.963623,50.101975,0.83309529,7,3,0.42035153,24.357949,1.4332261,49.858316,1
S010891,L0147,train,8,24,ASSEMBLY_T06,2025-03-21T08:10:00Z,617.91213,14.986452,0.44079392,0.54311616,8.8095928,7.0937119,2.6409975,246.76059,55.780086,1.5439091,173.61547,59.836422,0.18321362,0.10968577,9.6261777,177,52.194852,0.1731662,1.4466877,0.9418205,0.7679927,8,4,48.54623,49.922001,0.73263045,7,1,0.34349564,24.470712,1.3965221,50.243779,0
S010892,L0147,train,8,24,ASSEMBLY_T01,2025-03-21T08:20:00Z,621.77822,15.079559,0.45742236,1.8671638,9.2819811,7.5511788,3.6044791,248.69474,56.553944,1.7775842,176.58627,57.991708,0.68169323,0.28371867,16.735726,178,52.606921,0.67374948,1.8200338,1.1104915,0.80081545,13,4,47.662254,50.259585,0.95897359,7,1,1.9095484,24.750745,1.4762987,50.302295,0
S010893,L0147,train,8,24,ASSEMBLY_T02,2025-03-21T08:30:00Z,620.02754,15.095991,0.59604781,0.22045139,8.3530052,7.2522762,2.5242257,242.78426,56.687012,1.3070253,175.57097,58.289654,0.16360379,0.049992683,9.8987656,179,52.425194,0.43415392,1.5469008,0.95159225,0.87711038,10,8,48.553316,50.356005,0.8157881,7,2,0.42250142,24.2508,1.118913,49.834245,0
S010894,L0147,train,8,24,ASSEMBLY_T03,2025-03-21T08:40:00Z,617.89205,15.009733,0.60735631,2.2038306,8.9188178,7.5445017,4.1737305,246.28083,63.846027,1.5238621,174.65949,60.252455,0.37068817,0.063994424,13.740404,180,52.349349,0.4449867,1.5910475,0.94514092,0.76443254,7,4,47.231068,50.30327,0.8295827,7,2,0.51870629,24.504841,1.4695827,49.866051,0
S010895,L0147,train,8,24,ASSEMBLY_T04,2025-03-21T08:50:00Z,619.11745,15.068547,0.73785884,2.1556168,9.1973495,7.3759133,4.7279421,248.6848,62.155818,1.5311642,179.08311,60.410046,0.54164956,0.28292365,13.60322,181,52.287211,0.3065005,1.5903868,1.0494778,0.72247391,20,7,48.789926,51.884788,0.83675922,7,1,0.29860208,24.314401,1.4396701,50.566362,0
S010896,L0147,train,8,24,ASSEMBLY_T05,2025-03-21T09:00:00Z,619.31228,15.104776,0.62486646,1.2007928,7.5431654,6.8947545,2.3416574,245.48322,58.289706,1.4667856,175.98095,62.769494,0.16092911,0.041903734,11.13275,182,52.218168,0.16430976,1.2640939,0.89664724,0.87050297,7,4,48.82152,49.943334,0.66216133,8,0,,,1.1510145,50.023407,0
S010897,L0147,train,8,24,ASSEMBLY_T06,2025-03-21T09:10:00Z,616.62826,15.040846,0.51280065,0.35648645,8.2110607,7.1180722,3.8480431,245.14273,59.245038,1.5753345,176.94336,59.551535,0.39485937,0.20714588,12.468886,183,52.109551,0.13800824,1.3608342,0.99510754,0.91132741,6,4,47.239568,49.573534,0.71527659,7,1,0.34729859,24.565907,1.278962,50.269542,0
S010898,L0147,train,8,24,ASSEMBLY_T01,2025-03-21T09:20:00Z,618.47209,15.111247,0.49677826,1.0565302,10.116481,7.3513477,3.2025587,246.00862,59.946228,1.5875786,175.41668,58.81695,0.31448311,0.12956939,14.024925,184,52.329315,0.30734636,1.279042,0.95190771,0.8208151,13,2,49.436916,53.088945,0.72504163,7,3,0.31385146,24.492788,1.2169333,49.862823,0
S010899,L0147,train,8,24,ASSEMBLY_T02,2025-03-21T09:30:00Z,618.30497,15.103306,0.78820568,2.4225125,8.2727282,7.1417811,3.0733127,247.22644,50.323956,1.5348629,174.56676,62.248533,0.083965588,0.044475577,12.487705,185,52.267341,0.3891631,1.2908312,0.98238084,0.8243602,12,5,48.134693,50.586183,0.69028325,8,3,0.27213699,24.265617,1.3989344,49.681118,0
S010900,L0147,train,8,24,ASSEMBLY_T03,2025-03-21T09:40:00Z,619.83633,15.201198,0.86152158,2.7724853,11.090448,7.6676505,6.0763106,249.93108,66.753671,1.5438339,177.25945,58.707735,1.2319298,0.32874675,17.957023,186,52.379026,0.32086646,1.3266188,0.95853577,0.73046151,11,4,47.889807,49.328045,0.72772303,8,2,0.4631851,24.195486,1.6461815,50.182538,1
S010901,L0147,train,8,24,ASSEMBLY_T04,2025-03-21T09:50:00Z,617.47438,15.016064,0.73850911,1.6456642,9.5274362,6.889824,2.855394,245.32681,59.363615,1.4467257,176.88812,60.414258,0.3671173,0.13072945,14.350714,187,52.24528,0.2618822,1.1456611,1.0442681,0.92383033,4,6,48.774365,50.252842,0.72596843,7,3,0.61250073,24.368188,1.3772605,49.906234,0
S010902,L0147,train,8,24,ASSEMBLY_T05,2025-03-21T10:00:00Z,619.61896,15.092563,0.75652257,1.0711187,7.3733197,6.9037262,2.804612,245.20635,52.492562,1.4427491,175.02114,59.573877,0.061609039,0.066205097,9.7688798,188,52.258769,0.26170194,1.4664578,1.0069855,0.9067025,15,3,47.80306,49.871279,0.82373517,7,3,0.61248339,24.225753,1.2989455,50.650201,0
