stack_id,latent_inherited_cell_faults,latent_inherited_tsv_faults,latent_assembly_state,p_dram_electrical,p_tsv_open_short,p_microbump_open_bridge,p_die_crack,p_warpage,p_underfill_void,p_delamination,fault_dram_electrical,fault_tsv_open_short,fault_microbump_open_bridge,fault_die_crack,fault_warpage,fault_underfill_void,fault_delamination,p_reliability_failure
S006600,0,0,1.0727725,0.0050227607,0.0056167435,0.0091983494,0.00250857,0.016891863,0.0094214961,0.0047253438,0,0,0,0,0,0,0,0.042896
S006601,0,0,-0.017375326,0.0051240778,0.0043635523,0.0047245097,0.0015108503,0.0070581173,0.0084193965,0.0039963351,0,0,0,0,0,0,0,0.016950628
S006602,0,0,0.62547434,0.0050940989,0.0044427434,0.0085210246,0.001753362,0.0096428948,0.011114444,0.0044668357,0,0,0,0,0,0,0,0.031227734
S006603,0,0,-0.060337209,0.0050626571,0.0039998903,0.0053726617,0.0017032833,0.0048795213,0.0083177239,0.0042116317,0,0,0,0,0,0,0,0.01201497
S006604,0,0,0.92627062,0.0051577485,0.0043894913,0.0084935314,0.0019853276,0.0051009672,0.014709024,0.004162016,0,0,0,0,0,0,0,0.023993953
S006605,0,0,0.30096874,0.0052006843,0.0041617367,0.007667537,0.0015885016,0.0055872733,0.0079988501,0.0040206949,0,0,0,0,0,0,0,0.012737961
S006606,0,0,1.0863403,0.0053031028,0.0042488016,0.011792555,0.0023478697,0.024192885,0.013538047,0.0085968308,0,0,0,0,0,0,0,0.089519772
S006607,0,0,-0.0038074873,0.0053298726,0.0040922238,0.0055685314,0.0017864516,0.0092105674,0.0074302386,0.0037697748,0,0,0,0,0,0,0,0.018217577
S006608,0,0,0.63904218,0.0048818801,0.0040280235,0.0085319964,0.0016701218,0.021644588,0.008755907,0.0041942274,0,0,0,0,0,1,0,0.052739333
S006609,0,0,-0.04676937,0.0051383354,0.0048511907,0.0047372068,0.0020472884,0.0064529018,0.010671668,0.0042371712,0,0,0,0,0,0,0,0.020933488
S006610,0,0,0.93983846,0.0051835829,0.0042636652,0.010532277,0.0023243581,0.01273072,0.0092258283,0.0047920322,0,0,0,0,0,0,0,0.032567521
S006611,0,0,1.7145366,0.0050938867,0.0044377698,0.020166069,0.002240171,0.017599595,0.014580404,0.0052765026,0,0,0,0,0,0,0,0.071643344
S006612,0,0,-0.30009184,0.0049597628,0.0042904037,0.0053504769,0.0014383001,0.008386506,0.010256249,0.0039253121,0,0,0,0,0,0,0,0.024865597
S006613,0,0,0.0097603519,0.0053115547,0.0044367347,0.0048715858,0.0014265865,0.0035386402,0.0076091372,0.003534237,0,0,0,0,0,0,0,0.0078106217
S006614,0,0,0.65261002,0.0050111934,0.0049979075,0.0084133038,0.0019364483,0.0085691316,0.014828838,0.0041188941,0,0,0,0,0,0,0,0.03999479
S006615,0,0,-0.03320153,0.0049831637,0.00434868,0.0061281155,0.0013802739,0.0069423945,0.0084143995,0.0034449418,0,0,0,0,0,0,0,0.016980012
S006616,0,0,2.3534063,0.0049819861,0.0042628748,0.033791962,0.002440907,0.024474331,0.053910367,0.0060751209,0,0,0,0,0,0,0,0.34868543
S006617,0,0,0.32810441,0.0052918587,0.004604564,0.0079309236,0.0019336142,0.0091995108,0.0099324961,0.0042630802,0,0,0,0,0,0,0,0.026117851
S006618,0,0,-0.286524,0.0052899464,0.0044668213,0.004656575,0.0018318302,0.002381446,0.0077916461,0.0035331148,0,0,0,0,0,0,0,0.0056129968
S006619,0,0,0.023328191,0.0052985683,0.0045622091,0.0080826867,0.0016991373,0.0032687693,0.0075714928,0.00361253,0,0,0,0,0,0,0,0.0073899073
S006620,0,0,0.66617786,0.0050367542,0.0044428901,0.0077494432,0.002065172,0.013647651,0.014053857,0.0046523165,0,0,0,0,0,0,0,0.057339382
S006621,0,0,1.3803663,0.0051912217,0.0045006799,0.012822449,0.0019155879,0.016444963,0.014203775,0.0050639833,0,0,0,0,0,0,0,0.068214003
S006622,0,0,0.96697414,0.0046598277,0.0042942918,0.010619948,0.0019619262,0.016960277,0.010784843,0.0079841286,0,0,0,0,0,0,0,0.051147444
S006623,0,0,0.34167225,0.0047263734,0.0043424953,0.0063845368,0.0016681023,0.0073603583,0.010154654,0.0042616928,0,0,0,0,0,0,0,0.023550799
S006624,0,0,-0.27295616,0.0054654295,0.004442975,0.0055448464,0.0014053815,0.008201105,0.0083571078,0.0038113843,0,0,0,0,0,0,0,0.019964477
S006625,0,0,0.03689603,0.0051840372,0.0050436872,0.0055618019,0.0014035776,0.0043557141,0.0070794113,0.0042148596,0,0,0,0,0,0,0,0.0087847639
S006626,0,0,0.67974569,0.0052413181,0.0043318239,0.007002903,0.001966385,0.0086230067,0.0093452115,0.0043943541,0,0,0,0,0,0,0,0.023025678
S006627,0,0,1.3939341,0.0052371846,0.00441804,0.016592275,0.0021491222,0.012314276,0.013523863,0.005205047,0,0,0,0,0,0,0,0.050657611
S006628,0,0,0.98054198,0.0050819598,0.0044458507,0.010154994,0.0019759849,0.0093843788,0.010336541,0.0041620194,0,0,0,0,0,0,0,0.029355101
S006629,0,0,0.35524009,0.0048560151,0.0043652526,0.0063269449,0.001719697,0.0034240848,0.0073293011,0.0039185315,0,0,0,0,0,0,0,0.0076377277
S006630,0,0,-0.25938832,0.0049952977,0.0043656087,0.0042447737,0.0018228593,0.0032552714,0.0087157953,0.0040784202,0,0,0,0,0,0,0,0.0089930564
S006631,0,0,0.05046387,0.0052511243,0.0044204286,0.0066204095,0.0016144743,0.002532465,0.0085396623,0.0036514253,0,0,0,0,1,0,0,0.0069939112
S006632,0,0,2.0933135,0.0049512165,0.0045322729,0.026309489,0.0028793052,0.024744716,0.010646048,0.0056846989,0,0,0,0,0,0,0,0.070184284
S006633,0,0,0.0075019872,0.0047556611,0.0042923874,0.005269574,0.0016060536,0.0054599727,0.0083542377,0.0039228753,0,0,0,0,0,0,0,0.013857498
S006634,0,0,0.99410982,0.004879973,0.0043399051,0.010038477,0.0016461772,0.015025814,0.010030021,0.0042712992,0,0,0,0,0,0,0,0.040811219
S006635,0,0,0.36880793,0.0046851922,0.0043922097,0.0080626494,0.0018225161,0.0026913589,0.0093324183,0.003870367,0,0,0,0,0,0,0,0.0077410963
S006636,0,0,-0.1449734,0.0045580687,0.0044869157,0.0053345066,0.0026268644,0.014630642,0.009974978,0.0042972507,0,0,0,0,0,0,0,0.033143076
S006637,0,0,2.2416344,0.0045815463,0.004080448,0.028625997,0.0038487555,0.15746481,0.028244914,0.020871418,0,0,0,0,0,0,0,0.56100323
S006638,0,0,0.21633255,0.0041855064,0.004036514,0.0045794733,0.0024351497,0.0055968121,0.010397281,0.0039372822,0,0,0,0,0,0,0,0.014161888
S006639,0,0,-0.39829587,0.0043001807,0.0041206643,0.005377805,0.0026683994,0.0071063422,0.010630211,0.0037118963,0,0,0,0,0,0,0,0.018047447
S006640,0,0,-0.088443676,0.0043207984,0.0040948594,0.0047523922,0.0024463705,0.024196308,0.013489712,0.0035615297,0,0,0,0,0,0,0,0.075733905
S006641,0,0,0.55440599,0.0044769768,0.0041395659,0.0089201217,0.0027217669,0.034202379,0.015974599,0.0050283386,0,0,0,0,0,0,0,0.1126307
S006642,0,0,1.2685944,0.0048604907,0.0045091591,0.016303803,0.0030502311,0.019239624,0.016634187,0.0074854289,0,0,0,0,0,0,0,0.077525864
S006643,0,0,0.85520227,0.0042831075,0.0039449224,0.00960283,0.0032585612,0.013885807,0.012480273,0.0054472571,0,0,0,0,1,0,0,0.041985146
S006644,0,0,0.22990039,0.004218719,0.0040308598,0.0073528809,0.002783111,0.0064013838,0.01330666,0.0042792051,0,0,0,0,0,0,0,0.021188985
S006645,0,0,-0.38472803,0.004337511,0.004369958,0.0057220145,0.0031383042,0.0086084477,0.0095885457,0.0033991195,0,0,0,0,0,0,0,0.019357197
S006646,0,0,-0.074875836,0.0044067067,0.0043926191,0.0057353471,0.0023140672,0.0078909435,0.0098842767,0.0039089458,0,0,0,0,0,0,0,0.017972458
S006647,0,0,1.9679738,0.0046419118,0.0041275759,0.028161231,0.0039994976,0.13047167,0.062064389,0.061653215,0,0,0,0,0,1,0,0.73499289
S006648,0,0,-0.11783772,0.0044835131,0.0048793007,0.0049493369,0.0023977926,0.016074747,0.011880724,0.0044030522,0,0,0,0,0,0,0,0.043512281
S006649,0,0,0.86877011,0.0042114254,0.0044181588,0.011976246,0.0032133818,0.029346301,0.013589673,0.0056314918,0,0,0,0,0,0,0,0.086583785
S006650,0,0,0.24346823,0.0043870433,0.0042950929,0.0081420948,0.0023479101,0.010791109,0.010351425,0.0049347514,0,0,0,0,0,0,0,0.024599398
S006651,0,0,-0.37116019,0.0046776906,0.0043347069,0.0045062492,0.0027734048,0.0030830588,0.01076442,0.0034155296,0,0,0,0,0,0,0,0.0084925092
S006652,0,0,-0.061307997,0.0045490941,0.0044179032,0.0055393174,0.0023299659,0.0069147068,0.011735778,0.0036263736,0,0,0,0,0,0,0,0.021166444
S006653,0,0,1.9815417,0.0043588426,0.0043729764,0.018715906,0.0038721427,0.13680076,0.029314144,0.016543797,0,0,0,0,0,0,0,0.53733473
S006654,0,0,-0.10426988,0.0042550192,0.0042615858,0.0052171833,0.0026881303,0.0066246713,0.0096806561,0.003908394,0,0,0,0,0,0,0,0.01511639
S006655,0,0,0.88233795,0.004362843,0.0049418798,0.011335872,0.0029010421,0.026079926,0.011540094,0.0063555855,0,0,0,0,0,0,0,0.063185499
S006656,0,0,0.25703606,0.0043586942,0.0040288779,0.0070807495,0.0022864431,0.012923688,0.010497831,0.0041476847,0,0,0,0,0,0,0,0.031077221
S006657,0,0,-0.35759235,0.0045578146,0.0040698341,0.0042579103,0.0026046479,0.0057915021,0.012036198,0.0037511271,0,0,0,0,0,0,0,0.017617141
S006658,0,0,-0.047740158,0.0045808074,0.0044837638,0.0064316449,0.0021705592,0.0080681856,0.010502627,0.003609545,0,0,0,0,0,0,0,0.019725274
S006659,0,0,0.59510951,0.0044847139,0.004364305,0.0075879687,0.0031592301,0.005807335,0.013275126,0.0047696869,0,0,0,0,0,0,0,0.019760894
S006660,0,0,-0.09070204,0.0047139327,0.0046968636,0.0051892569,0.0024742404,0.0060174332,0.012307285,0.0036449063,0,0,0,0,0,0,0,0.017665871
S006661,0,0,0.89590579,0.0045321244,0.0041469567,0.011795592,0.0030731239,0.010884916,0.024311169,0.0047890447,0,0,1,0,0,0,0,0.070668067
S006662,0,0,0.2706039,0.0043333486,0.0042523344,0.0053430706,0.0025294558,0.0057272474,0.019253056,0.0054496525,0,0,0,0,0,1,0,0.0302903
S006663,0,0,-0.34402451,0.0046308578,0.0047033389,0.0052897333,0.0024938469,0.01210263,0.0091511895,0.0035603249,0,0,0,0,0,0,0,0.024546586
S006664,0,0,-0.034172319,0.0045588849,0.0044151267,0.0067783213,0.0022590026,0.012302485,0.010602433,0.0043881442,0,0,0,0,0,0,0,0.029995112
S006665,0,0,0.60867735,0.0044726094,0.0040977103,0.0099500415,0.0022663987,0.016927647,0.014594479,0.0047846343,0,0,0,0,0,0,0,0.056713594
S006666,0,0,-0.077134201,0.0044107976,0.003908527,0.0057988796,0.002240948,0.0083519893,0.010273847,0.0042563707,0,0,0,0,0,0,0,0.019539096
S006667,0,0,0.90947363,0.0045217528,0.0042238834,0.013436002,0.0032382328,0.035705993,0.019738477,0.0057745817,0,0,0,0,0,0,0,0.14793248
S006668,0,0,0.28417174,0.0046373004,0.0042726641,0.0063575974,0.0024884657,0.0095094172,0.010621046,0.0043933048,0,0,0,0,0,0,0,0.022708454
S006669,0,0,-0.33045667,0.004456768,0.0041803508,0.0057173516,0.002302067,0.0038107077,0.0096536163,0.0037593345,0,0,0,0,0,0,0,0.008538035
S006670,0,0,-0.02060448,0.00459524,0.0041361787,0.0074722127,0.0023537832,0.0086662891,0.010635487,0.0036622475,0,0,0,0,0,0,0,0.02111843
S006671,0,0,0.62224518,0.0043605472,0.0040504734,0.0070812704,0.003327745,0.018243676,0.0099668024,0.0050525809,0,0,0,0,0,0,0,0.040588775
S006672,0,0,-0.063566362,0.0046684584,0.0044699745,0.0064196069,0.0025065809,0.0098780641,0.0094091197,0.004383571,0,0,0,0,0,0,0,0.020663933
S006673,0,0,0.92304147,0.0044302662,0.0051954984,0.015979092,0.0028374691,0.023410571,0.014161273,0.0050235053,0,0,0,0,0,0,0,0.073083264
S006674,0,1,0.29773958,0.0046397475,0.12047484,0.007918394,0.0025302123,0.0045549565,0.01158243,0.003731792,0,0,0,0,0,0,0,0.013256376
S006675,0,0,-0.31688883,0.0043918006,0.004205561,0.0049021384,0.0023122271,0.0071933634,0.010853075,0.0036240217,0,0,0,0,0,0,0,0.019224752
S006676,0,0,-0.0070366404,0.0044855727,0.0043977997,0.0064023249,0.0025498989,0.013103649,0.009789113,0.0041408096,0,0,0,0,0,0,0,0.029767601
S006677,0,0,0.63581302,0.0043202348,0.0042354373,0.0094829085,0.0026303305,0.031414663,0.012106121,0.0049787652,0,0,0,0,0,0,0,0.083759355
S006678,0,0,-0.049998523,0.0042296602,0.0043937824,0.0061542821,0.00243588,0.022157825,0.0096197853,0.004321872,0,0,0,0,0,0,0,0.047466521
S006679,0,0,0.93660931,0.0045025387,0.0041272429,0.0093764058,0.0031415175,0.018266129,0.014293198,0.0048338709,0,0,0,0,0,0,0,0.0603323
S006680,0,0,0.31130742,0.0044293761,0.0041791355,0.0067234237,0.0022898579,0.017988089,0.013222806,0.0063956649,0,0,0,0,0,0,0,0.056885591
S006681,0,0,-0.30332099,0.0042505953,0.0043424187,0.0046264,0.0020701823,0.0071951823,0.010352411,0.0037538204,0,0,0,0,0,0,0,0.017616793
S006682,0,0,0.0065311988,0.0045502699,0.0039713136,0.0057726259,0.0020557017,0.0079087457,0.013411693,0.004199773,0,0,0,0,0,0,0,0.027529708
S006683,0,0,0.64938086,0.0046310066,0.0044433291,0.0071729335,0.0028699544,0.0087716684,0.011489269,0.0040918279,0,0,0,0,0,0,0,0.024365343
S006684,0,0,-0.036430683,0.0045516137,0.0047776712,0.0051096809,0.0023108223,0.0086237046,0.013925935,0.004855591,0,0,0,0,0,0,0,0.030187204
S006685,0,0,0.95017715,0.0044997453,0.0054079867,0.014106142,0.0029400679,0.015460045,0.016542557,0.0045373536,0,0,0,0,0,0,0,0.062734247
S006686,0,0,0.32487526,0.0047059275,0.0043630262,0.007449468,0.002290018,0.0049221744,0.014642696,0.0038052718,0,0,0,0,0,0,0,0.018456876
S006687,0,0,-0.28975315,0.0046252616,0.0046817942,0.0060850253,0.0024140112,0.017965367,0.010330848,0.0039506271,0,0,0,0,0,0,0,0.042772866
S006688,0,0,0.020099038,0.0046537284,0.0041464589,0.0070569635,0.0023592497,0.0087779579,0.010324644,0.0038880357,0,0,0,0,0,0,0,0.021316256
S006689,0,0,0.6629487,0.004534828,0.0042882546,0.0083221521,0.0028420842,0.012620955,0.011681608,0.0046897121,0,0,0,0,0,0,0,0.034677179
S006690,0,0,-0.022862844,0.0044267664,0.004202846,0.007096614,0.0026506934,0.005641438,0.0099594117,0.0037212234,0,0,0,0,0,0,0,0.013475792
S006691,0,0,0.96374498,0.0045075645,0.0040309321,0.0088475788,0.0032428865,0.029971074,0.013480557,0.0044775487,0,0,0,0,0,0,0,0.088154668
S006692,0,0,0.3384431,0.0043728924,0.0042949618,0.006626748,0.002324942,0.020845135,0.010635473,0.0047074579,0,0,0,0,0,0,0,0.050590712
S006693,0,0,-0.27618532,0.0042698773,0.0043321133,0.0066046211,0.0023769461,0.0058035962,0.011880415,0.0040556516,0,0,0,0,0,0,0,0.018000643
S006694,0,0,0.033666877,0.0044045686,0.0046461254,0.0078915311,0.0022072677,0.009111383,0.0099303668,0.0041704973,0,0,0,0,0,0,0,0.02075214
S006695,0,0,0.67651654,0.0047124225,0.0046931605,0.0089949912,0.0029544641,0.038416213,0.0096571022,0.0055776951,0,0,0,0,0,0,0,0.076938204
S006696,0,0,-0.0092950051,0.0044929704,0.0041686952,0.0055134146,0.0022185529,0.0057285207,0.013538903,0.0040135858,0,0,0,0,0,0,0,0.019457263
S006697,0,0,0.97731282,0.0044086992,0.0043854434,0.010267956,0.0039691146,0.029423781,0.018820159,0.0048105703,0,0,0,0,0,0,0,0.12037797
S006698,0,0,0.35201094,0.0047147426,0.0041172473,0.007055446,0.0026340804,0.0119254,0.013016075,0.0037111102,0,0,0,0,0,0,0,0.037211907
S006699,0,0,-0.26261748,0.0043449638,0.0044548579,0.0061855844,0.0021858959,0.0094846589,0.0096762395,0.0036366282,0,0,0,0,0,0,0,0.021008597
S006700,0,0,1.1972734,0.0058188754,0.0047232739,0.012124035,0.0031027483,0.044906201,0.0096152778,0.0079476511,0,0,0,0,0,0,0,0.088638689
S006701,0,0,0.57197155,0.0053699408,0.0053181554,0.0093025566,0.0031672521,0.015484193,0.013675001,0.0079942661,0,0,0,0,0,0,0,0.050861326
S006702,0,0,-0.04265686,0.0054620761,0.004564552,0.0054194024,0.0023340972,0.012669521,0.011064146,0.004249376,0,0,0,0,0,0,0,0.031944293
S006703,0,0,0.26719533,0.0053677483,0.0044997843,0.0059710982,0.0028118392,0.010187738,0.012188458,0.0046157262,0,0,0,1,0,0,0,0.030698759
S006704,0,0,0.910045,0.0056411479,0.004672329,0.008798127,0.0035277635,0.0084475389,0.013774841,0.004141155,0,0,0,0,0,0,0,0.029774216
S006705,0,0,0.22423345,0.0055107365,0.0065176058,0.0054642415,0.0027929636,0.020539755,0.015603269,0.0054542582,0,0,0,0,0,0,0,0.074832396
S006706,0,0,1.2108413,0.0056987289,0.0048707268,0.011677363,0.0030849183,0.025704725,0.016332674,0.0062025024,0,0,0,0,0,0,0,0.095080462
S006707,0,0,0.58553939,0.0058849653,0.0046137701,0.0059768542,0.0033424233,0.021936551,0.0099865657,0.0038547191,0,0,0,0,0,0,0,0.048041169
S006708,0,0,-0.029089021,0.005626497,0.0051253538,0.0056335292,0.0024235057,0.010024341,0.011247782,0.0037556024,0,0,0,0,0,0,0,0.026499556
S006709,0,0,0.28076317,0.0052616384,0.0049919883,0.0067508489,0.0028132552,0.024113161,0.013213606,0.0060425054,0,0,0,0,0,0,0,0.069759848
S006710,0,0,0.92361284,0.0052933197,0.0046019492,0.010261324,0.0034040322,0.043769191,0.012123472,0.0061994639,0,0,0,0,0,0,0,0.10914225
S006711,0,0,0.23780129,0.0057407491,0.0048470606,0.0054062332,0.0027556349,0.015951344,0.013916793,0.0051385738,0,0,0,0,0,0,0,0.05164034
S006712,0,0,1.2244091,0.0054302304,0.0051434028,0.011168066,0.0036246956,0.012191509,0.012603604,0.0081477768,0,0,0,0,0,0,0,0.036963671
S006713,0,0,0.59910723,0.0056958529,0.0061667454,0.0087211005,0.0028034876,0.025086327,0.022719778,0.0052645845,0,0,0,0,0,0,0,0.13333529
S006714,0,0,-0.015521182,0.0052522915,0.0048298091,0.0055767912,0.0030371108,0.0079622975,0.011037598,0.0040140048,0,0,0,0,0,0,0,0.020620307
S006715,0,0,0.29433101,0.0052692828,0.0044094389,0.0086102468,0.0028644774,0.0098163815,0.010658215,0.0044656464,0,0,0,0,0,0,0,0.025606215
S006716,0,0,0.93718068,0.0055736451,0.0044344918,0.010159855,0.003063274,0.029133924,0.015066348,0.0050812136,0,0,0,0,0,0,0,0.097928812
S006717,0,0,0.25136913,0.005737453,0.0046566658,0.0072387934,0.0032366831,0.012916902,0.011494479,0.0037747562,1,0,0,0,0,0,0,0.034000155
S006718,0,0,1.237977,0.0055159494,0.0045732718,0.015621474,0.0039879217,0.044261741,0.01478728,0.015097983,0,0,0,0,0,0,0,0.13393799
S006719,1,0,0.61267507,0.10585838,0.0048856134,0.009858081,0.0028306952,0.012423289,0.012541839,0.0044190449,0,0,0,0,0,0,0,0.04600783
S006720,1,0,-0.0019533425,0.10530419,0.0050688766,0.007430635,0.0026603086,0.0067143324,0.01076221,0.0039356242,0,0,0,0,0,0,0,0.02031868
S006721,0,0,0.30789885,0.0061970619,0.0047503912,0.0059322938,0.0029759662,0.018574075,0.013813576,0.003794428,0,0,0,0,0,0,0,0.058779727
S006722,0,0,0.95074851,0.0054451318,0.0044928388,0.015288191,0.0033581134,0.034555629,0.013413736,0.0067480302,0,0,0,0,0,0,0,0.10172916
S006723,0,0,0.26493697,0.0056037433,0.0046585333,0.0079854271,0.0032539446,0.013463581,0.011852654,0.0042851593,0,0,0,0,0,0,0,0.035329752
S006724,0,0,1.2515448,0.0056452837,0.0049538836,0.017020672,0.0037121823,0.028248879,0.011410796,0.0053569436,0,0,0,0,0,0,0,0.06795039
S006725,1,0,0.62624291,0.093766747,0.0045437972,0.007010634,0.0029573491,0.020668177,0.015761894,0.0056650568,0,0,0,0,0,0,0,0.092903828
S006726,0,0,0.011614497,0.0053574038,0.0046501661,0.0063565143,0.0023665772,0.022975205,0.010785747,0.0059745029,0,0,0,0,0,0,0,0.055667262
S006727,0,0,0.32146669,0.0052977799,0.0046246939,0.0069397157,0.0024029686,0.012989262,0.010191659,0.0039438661,0,0,0,0,0,0,0,0.030465069
S006728,0,0,0.96431635,0.0054775472,0.0050090869,0.0075215125,0.0039250674,0.014430021,0.014791201,0.0046374731,0,0,0,0,0,0,0,0.051724638
S006729,0,0,0.27850481,0.0054599501,0.0045224126,0.0083122876,0.0030339827,0.0086001725,0.0089811761,0.0038624207,0,0,0,0,0,0,0,0.017513028
S006730,0,0,1.2651126,0.00583926,0.0045507139,0.015106026,0.0037799532,0.031357006,0.015629717,0.006806397,0,0,0,0,0,0,0,0.10924683
S006731,0,0,0.63981075,0.0054158083,0.0042925788,0.0070491675,0.0031958197,0.020078509,0.0099928478,0.0039702903,0,0,0,0,0,0,0,0.044661234
S006732,0,0,0.025182336,0.0054710548,0.0041254593,0.0053771982,0.0024424141,0.013915992,0.0093285343,0.0038191276,0,0,0,0,0,0,0,0.029551986
S006733,0,0,0.33503453,0.0058688746,0.0049816883,0.0098719089,0.0031913065,0.017016209,0.0093587111,0.0044899902,0,0,0,0,0,0,0,0.034121576
S006734,0,0,0.97788419,0.0054062628,0.0045819707,0.0089272571,0.0028080732,0.026327918,0.01386332,0.0047329292,0,0,0,0,0,0,0,0.08022901
S006735,0,0,0.29207265,0.0058758815,0.0053570714,0.0079161017,0.0028129246,0.010353253,0.010900408,0.0038898169,0,0,0,0,0,0,0,0.027467536
S006736,0,0,1.2786805,0.005763595,0.0050291249,0.01260924,0.003792605,0.043712013,0.021635642,0.008427629,0,0,0,0,0,0,0,0.20054738
S006737,0,0,0.65337859,0.0058359235,0.0048465173,0.0091295339,0.0028112389,0.026245438,0.011834704,0.0041354375,0,0,0,0,0,0,0,0.065461256
S006738,0,0,0.038750175,0.0058787961,0.0050205994,0.0058517229,0.0024797697,0.0060904008,0.0097346049,0.0051203686,0,0,0,0,0,0,0,0.013509795
S006739,0,0,0.34860237,0.0059535407,0.004766766,0.0059581745,0.002870413,0.012180336,0.0098966793,0.0052430027,0,0,0,0,0,0,0,0.026558812
S006740,0,0,0.99145203,0.0056776237,0.0071757338,0.0077744631,0.0032542793,0.025388224,0.017877696,0.0050055518,0,0,0,0,0,0,0,0.10313259
S006741,0,0,0.30564049,0.0054314115,0.0044812646,0.0051051989,0.0026590302,0.010575212,0.010231037,0.0039269066,0,0,0,0,0,0,0,0.025470872
S006742,0,0,1.2922483,0.0055332591,0.0047510766,0.013831476,0.0039550877,0.04261838,0.014238113,0.0047300024,0,0,0,0,0,0,0,0.12821709
S006743,0,0,0.66694643,0.0056343039,0.0043718868,0.01052297,0.0037822383,0.011853533,0.014303635,0.0044346782,0,0,0,0,0,0,0,0.039768842
S006744,0,0,0.052318014,0.0055128211,0.0047970325,0.0055742971,0.003601865,0.0082456347,0.010217529,0.0039236141,0,0,0,0,0,0,0,0.018886659
S006745,0,0,0.36217021,0.0057321229,0.0048036686,0.008479592,0.002975073,0.044915573,0.012625332,0.005062381,0,0,0,0,1,0,0,0.11954551
S006746,0,0,1.0050199,0.0055432857,0.0042634171,0.012354981,0.0037980628,0.040638037,0.012974488,0.007477445,0,0,0,0,0,0,0,0.11342345
S006747,0,0,0.31920832,0.0056243823,0.0047055016,0.008073562,0.0026202385,0.015360691,0.0093057281,0.0060521091,0,0,0,0,0,0,0,0.032661274
S006748,0,0,1.3058162,0.005386017,0.0055066199,0.012465993,0.0035317602,0.10540349,0.013023775,0.0074606448,0,0,0,0,0,0,0,0.23986309
S006749,0,0,0.68051427,0.0055206303,0.006320937,0.0087936301,0.0028575883,0.013596643,0.012785846,0.004538132,0,0,0,0,0,0,0,0.040813315
S006750,0,0,0.065885854,0.0056473535,0.005303701,0.0050232525,0.002611544,0.01829934,0.012453647,0.0041674043,0,0,0,0,0,0,0,0.051103571
S006751,0,0,0.37573805,0.0052732201,0.0051488396,0.007566474,0.0031586195,0.026681172,0.014055409,0.0049632625,0,0,0,0,0,0,0,0.083386917
S006752,1,0,1.0185877,0.10086029,0.0048790317,0.011430056,0.0034533069,0.044171955,0.010571982,0.0060995827,0,0,0,0,0,0,0,0.11474249
S006753,0,0,0.33277616,0.0053689063,0.0048867538,0.0066848662,0.00265137,0.0066435644,0.010974754,0.0044915527,0,0,0,0,0,0,0,0.018552471
S006754,0,0,1.319384,0.005803656,0.0044662635,0.0099377879,0.0035726367,0.026410297,0.029530514,0.0084558886,0,0,0,0,0,0,0,0.1772381
S006755,0,0,0.69408211,0.0055754186,0.0047428468,0.0076394214,0.0026662174,0.0053853423,0.014470591,0.0040554839,0,0,0,0,0,1,0,0.021028283
S006756,0,0,0.079453693,0.0055338693,0.0044185714,0.0059339248,0.0025031786,0.0034818098,0.0096860414,0.0040005291,0,0,0,0,0,0,0,0.0085357495
S006757,0,0,0.38930589,0.0055271433,0.0051169892,0.0070510524,0.0026789699,0.016656054,0.010690027,0.0045267318,0,0,0,0,0,0,0,0.042176349
S006758,0,0,1.0321555,0.0058549147,0.0045055325,0.0084500376,0.003300307,0.015180616,0.011953417,0.004817025,0,0,0,0,0,0,0,0.041379266
S006759,0,0,0.346344,0.0051915914,0.0045643829,0.0080322467,0.0027193091,0.0063664599,0.0097361715,0.0037465712,0,0,0,0,0,0,0,0.015266161
S006760,0,0,1.3329518,0.0056404048,0.0051975377,0.01543316,0.0030971948,0.037197705,0.013608128,0.008618856,0,0,0,0,0,0,0,0.1122611
S006761,0,0,0.70764995,0.0057058563,0.0061764836,0.0080267998,0.0030802003,0.015341749,0.013324003,0.0042940539,0,0,0,0,0,0,0,0.049359431
S006762,0,0,0.69295063,0.0050808721,0.0042822074,0.0088748722,0.0020888671,0.0071134043,0.011197823,0.0045056747,0,0,0,0,0,0,0,0.024200639
S006763,0,0,0.07832222,0.0049675701,0.0043757145,0.0060878584,0.0016966193,0.007424052,0.0087489182,0.0040199769,0,0,0,0,0,0,0,0.018809681
S006764,0,0,0.38817441,0.0048828382,0.004649275,0.0074092919,0.0018956951,0.008817318,0.0078782405,0.0048824865,0,0,0,0,0,0,0,0.018957997
S006765,0,0,1.0310241,0.0050670313,0.0039731413,0.010125503,0.0020839884,0.0093738899,0.010015436,0.0051593445,0,0,0,0,0,0,0,0.027018814
S006766,0,0,0.34521253,0.0049748858,0.004306996,0.0067682434,0.001832473,0.0063618915,0.0088666886,0.0042333417,0,0,0,0,0,0,0,0.01679583
S006767,0,0,1.3318204,0.0053901366,0.0048721294,0.014662805,0.0021986225,0.044811194,0.011042466,0.0057871479,0,0,0,0,0,0,0,0.12548999
S006768,0,0,0.70651847,0.0052935533,0.0043883133,0.0077032517,0.0018571744,0.028084588,0.0081788054,0.0090980068,0,0,0,0,0,0,0,0.062177883
S006769,0,0,0.091890059,0.0053736405,0.0042652336,0.0049350833,0.0017124065,0.0079711094,0.0090859681,0.004347068,0,0,0,0,0,0,0,0.021342747
