wafer_id,lot_id,wafer_slot,wafer_diameter_mm,full_die_sites_on_assumed_grid,sampled_die_sites,stack_layer_count,split,start_time_utc
W002618,L0105,18,300,621,32,12,train,2025-02-22T02:16:00Z
W002619,L0105,19,300,621,32,12,train,2025-02-22T02:24:00Z
W002620,L0105,20,300,621,32,12,train,2025-02-22T02:32:00Z
W002621,L0105,21,300,621,32,12,train,2025-02-22T02:40:00Z
W002622,L0105,22,300,621,32,12,train,2025-02-22T02:48:00Z
W002623,L0105,23,300,621,32,12,train,2025-02-22T02:56:00Z
W002624,L0105,24,300,621,32,12,train,2025-02-22T03:04:00Z
W002625,L0105,25,300,621,32,12,train,2025-02-22T03:12:00Z
W002626,L0106,1,300,621,32,8,train,2025-02-22T12:00:00Z
W002627,L0106,2,300,621,32,8,train,2025-02-22T12:08:00Z
W002628,L0106,3,300,621,32,8,train,2025-02-22T12:16:00Z
W002629,L0106,4,300,621,32,8,train,2025-02-22T12:24:00Z
W002630,L0106,5,300,621,32,8,train,2025-02-22T12:32:00Z
W002631,L0106,6,300,621,32,8,train,2025-02-22T12:40:00Z
W002632,L0106,7,300,621,32,8,train,2025-02-22T12:48:00Z
W002633,L0106,8,300,621,32,8,train,2025-02-22T12:56:00Z
W002634,L0106,9,300,621,32,8,train,2025-02-22T13:04:00Z
W002635,L0106,10,300,621,32,8,train,2025-02-22T13:12:00Z
W002636,L0106,11,300,621,32,8,train,2025-02-22T13:20:00Z
W002637,L0106,12,300,621,32,8,train,2025-02-22T13:28:00Z
W002638,L0106,13,300,621,32,8,train,2025-02-22T13:36:00Z
W002639,L0106,14,300,621,32,8,train,2025-02-22T13:44:00Z
W002640,L0106,15,300,621,32,8,train,2025-02-22T13:52:00Z
W002641,L0106,16,300,621,32,8,train,2025-02-22T14:00:00Z
W002642,L0106,17,300,621,32,8,train,2025-02-22T14:08:00Z
W002643,L0106,18,300,621,32,8,train,2025-02-22T14:16:00Z
W002644,L0106,19,300,621,32,8,train,2025-02-22T14:24:00Z
W002645,L0106,20,300,621,32,8,train,2025-02-22T14:32:00Z
W002646,L0106,21,300,621,32,8,train,2025-02-22T14:40:00Z
W002647,L0106,22,300,621,32,8,train,2025-02-22T14:48:00Z
W002648,L0106,23,300,621,32,8,train,2025-02-22T14:56:00Z
W002649,L0106,24,300,621,32,8,train,2025-02-22T15:04:00Z
W002650,L0106,25,300,621,32,8,train,2025-02-22T15:12:00Z
W002651,L0107,1,300,621,32,12,train,2025-02-23T00:00:00Z
W002652,L0107,2,300,621,32,12,train,2025-02-23T00:08:00Z
W002653,L0107,3,300,621,32,12,train,2025-02-23T00:16:00Z
W002654,L0107,4,300,621,32,12,train,2025-02-23T00:24:00Z
W002655,L0107,5,300,621,32,12,train,2025-02-23T00:32:00Z
W002656,L0107,6,300,621,32,12,train,2025-02-23T00:40:00Z
W002657,L0107,7,300,621,32,12,train,2025-02-23T00:48:00Z
W002658,L0107,8,300,621,32,12,train,2025-02-23T00:56:00Z
W002659,L0107,9,300,621,32,12,train,2025-02-23T01:04:00Z
W002660,L0107,10,300,621,32,12,train,2025-02-23T01:12:00Z
W002661,L0107,11,300,621,32,12,train,2025-02-23T01:20:00Z
W002662,L0107,12,300,621,32,12,train,2025-02-23T01:28:00Z
W002663,L0107,13,300,621,32,12,train,2025-02-23T01:36:00Z
W002664,L0107,14,300,621,32,12,train,2025-02-23T01:44:00Z
W002665,L0107,15,300,621,32,12,train,2025-02-23T01:52:00Z
W002666,L0107,16,300,621,32,12,train,2025-02-23T02:00:00Z
W002667,L0107,17,300,621,32,12,train,2025-02-23T02:08:00Z
W002668,L0107,18,300,621,32,12,train,2025-02-23T02:16:00Z
W002669,L0107,19,300,621,32,12,train,2025-02-23T02:24:00Z
W002670,L0107,20,300,621,32,12,train,2025-02-23T02:32:00Z
W002671,L0107,21,300,621,32,12,train,2025-02-23T02:40:00Z
W002672,L0107,22,300,621,32,12,train,2025-02-23T02:48:00Z
W002673,L0107,23,300,621,32,12,train,2025-02-23T02:56:00Z
W002674,L0107,24,300,621,32,12,train,2025-02-23T03:04:00Z
W002675,L0107,25,300,621,32,12,train,2025-02-23T03:12:00Z
W002676,L0108,1,300,621,32,12,train,2025-02-23T12:00:00Z
W002677,L0108,2,300,621,32,12,train,2025-02-23T12:08:00Z
W002678,L0108,3,300,621,32,12,train,2025-02-23T12:16:00Z
W002679,L0108,4,300,621,32,12,train,2025-02-23T12:24:00Z
W002680,L0108,5,300,621,32,12,train,2025-02-23T12:32:00Z
W002681,L0108,6,300,621,32,12,train,2025-02-23T12:40:00Z
W002682,L0108,7,300,621,32,12,train,2025-02-23T12:48:00Z
W002683,L0108,8,300,621,32,12,train,2025-02-23T12:56:00Z
W002684,L0108,9,300,621,32,12,train,2025-02-23T13:04:00Z
W002685,L0108,10,300,621,32,12,train,2025-02-23T13:12:00Z
W002686,L0108,11,300,621,32,12,train,2025-02-23T13:20:00Z
W002687,L0108,12,300,621,32,12,train,2025-02-23T13:28:00Z
W002688,L0108,13,300,621,32,12,train,2025-02-23T13:36:00Z
W002689,L0108,14,300,621,32,12,train,2025-02-23T13:44:00Z
W002690,L0108,15,300,621,32,12,train,2025-02-23T13:52:00Z
W002691,L0108,16,300,621,32,12,train,2025-02-23T14:00:00Z
W002692,L0108,17,300,621,32,12,train,2025-02-23T14:08:00Z
W002693,L0108,18,300,621,32,12,train,2025-02-23T14:16:00Z
W002694,L0108,19,300,621,32,12,train,2025-02-23T14:24:00Z
W002695,L0108,20,300,621,32,12,train,2025-02-23T14:32:00Z
W002696,L0108,21,300,621,32,12,train,2025-02-23T14:40:00Z
W002697,L0108,22,300,621,32,12,train,2025-02-23T14:48:00Z
W002698,L0108,23,300,621,32,12,train,2025-02-23T14:56:00Z
W002699,L0108,24,300,621,32,12,train,2025-02-23T15:04:00Z
W002700,L0108,25,300,621,32,12,train,2025-02-23T15:12:00Z
W002701,L0109,1,300,621,32,8,train,2025-02-24T00:00:00Z
W002702,L0109,2,300,621,32,8,train,2025-02-24T00:08:00Z
W002703,L0109,3,300,621,32,8,train,2025-02-24T00:16:00Z
W002704,L0109,4,300,621,32,8,train,2025-02-24T00:24:00Z
W002705,L0109,5,300,621,32,8,train,2025-02-24T00:32:00Z
W002706,L0109,6,300,621,32,8,train,2025-02-24T00:40:00Z
W002707,L0109,7,300,621,32,8,train,2025-02-24T00:48:00Z
W002708,L0109,8,300,621,32,8,train,2025-02-24T00:56:00Z
W002709,L0109,9,300,621,32,8,train,2025-02-24T01:04:00Z
W002710,L0109,10,300,621,32,8,train,2025-02-24T01:12:00Z
W002711,L0109,11,300,621,32,8,train,2025-02-24T01:20:00Z
W002712,L0109,12,300,621,32,8,train,2025-02-24T01:28:00Z
W002713,L0109,13,300,621,32,8,train,2025-02-24T01:36:00Z
W002714,L0109,14,300,621,32,8,train,2025-02-24T01:44:00Z
W002715,L0109,15,300,621,32,8,train,2025-02-24T01:52:00Z
W002716,L0109,16,300,621,32,8,train,2025-02-24T02:00:00Z
W002717,L0109,17,300,621,32,8,train,2025-02-24T02:08:00Z
W002718,L0109,18,300,621,32,8,train,2025-02-24T02:16:00Z
W002719,L0109,19,300,621,32,8,train,2025-02-24T02:24:00Z
W002720,L0109,20,300,621,32,8,train,2025-02-24T02:32:00Z
W002721,L0109,21,300,621,32,8,train,2025-02-24T02:40:00Z
W002722,L0109,22,300,621,32,8,train,2025-02-24T02:48:00Z
W002723,L0109,23,300,621,32,8,train,2025-02-24T02:56:00Z
W002724,L0109,24,300,621,32,8,train,2025-02-24T03:04:00Z
W002725,L0109,25,300,621,32,8,train,2025-02-24T03:12:00Z
W002726,L0110,1,300,621,32,8,train,2025-02-24T12:00:00Z
W002727,L0110,2,300,621,32,8,train,2025-02-24T12:08:00Z
W002728,L0110,3,300,621,32,8,train,2025-02-24T12:16:00Z
W002729,L0110,4,300,621,32,8,train,2025-02-24T12:24:00Z
W002730,L0110,5,300,621,32,8,train,2025-02-24T12:32:00Z
W002731,L0110,6,300,621,32,8,train,2025-02-24T12:40:00Z
W002732,L0110,7,300,621,32,8,train,2025-02-24T12:48:00Z
W002733,L0110,8,300,621,32,8,train,2025-02-24T12:56:00Z
W002734,L0110,9,300,621,32,8,train,2025-02-24T13:04:00Z
W002735,L0110,10,300,621,32,8,train,2025-02-24T13:12:00Z
W002736,L0110,11,300,621,32,8,train,2025-02-24T13:20:00Z
W002737,L0110,12,300,621,32,8,train,2025-02-24T13:28:00Z
W002738,L0110,13,300,621,32,8,train,2025-02-24T13:36:00Z
W002739,L0110,14,300,621,32,8,train,2025-02-24T13:44:00Z
W002740,L0110,15,300,621,32,8,train,2025-02-24T13:52:00Z
W002741,L0110,16,300,621,32,8,train,2025-02-24T14:00:00Z
W002742,L0110,17,300,621,32,8,train,2025-02-24T14:08:00Z
W002743,L0110,18,300,621,32,8,train,2025-02-24T14:16:00Z
W002744,L0110,19,300,621,32,8,train,2025-02-24T14:24:00Z
W002745,L0110,20,300,621,32,8,train,2025-02-24T14:32:00Z
W002746,L0110,21,300,621,32,8,train,2025-02-24T14:40:00Z
W002747,L0110,22,300,621,32,8,train,2025-02-24T14:48:00Z
W002748,L0110,23,300,621,32,8,train,2025-02-24T14:56:00Z
W002749,L0110,24,300,621,32,8,train,2025-02-24T15:04:00Z
W002750,L0110,25,300,621,32,8,train,2025-02-24T15:12:00Z
W002751,L0111,1,300,621,32,8,train,2025-02-25T00:00:00Z
W002752,L0111,2,300,621,32,8,train,2025-02-25T00:08:00Z
W002753,L0111,3,300,621,32,8,train,2025-02-25T00:16:00Z
W002754,L0111,4,300,621,32,8,train,2025-02-25T00:24:00Z
W002755,L0111,5,300,621,32,8,train,2025-02-25T00:32:00Z
W002756,L0111,6,300,621,32,8,train,2025-02-25T00:40:00Z
W002757,L0111,7,300,621,32,8,train,2025-02-25T00:48:00Z
W002758,L0111,8,300,621,32,8,train,2025-02-25T00:56:00Z
W002759,L0111,9,300,621,32,8,train,2025-02-25T01:04:00Z
W002760,L0111,10,300,621,32,8,train,2025-02-25T01:12:00Z
W002761,L0111,11,300,621,32,8,train,2025-02-25T01:20:00Z
W002762,L0111,12,300,621,32,8,train,2025-02-25T01:28:00Z
W002763,L0111,13,300,621,32,8,train,2025-02-25T01:36:00Z
W002764,L0111,14,300,621,32,8,train,2025-02-25T01:44:00Z
W002765,L0111,15,300,621,32,8,train,2025-02-25T01:52:00Z
W002766,L0111,16,300,621,32,8,train,2025-02-25T02:00:00Z
W002767,L0111,17,300,621,32,8,train,2025-02-25T02:08:00Z
W002768,L0111,18,300,621,32,8,train,2025-02-25T02:16:00Z
W002769,L0111,19,300,621,32,8,train,2025-02-25T02:24:00Z
W002770,L0111,20,300,621,32,8,train,2025-02-25T02:32:00Z
W002771,L0111,21,300,621,32,8,train,2025-02-25T02:40:00Z
W002772,L0111,22,300,621,32,8,train,2025-02-25T02:48:00Z
W002773,L0111,23,300,621,32,8,train,2025-02-25T02:56:00Z
W002774,L0111,24,300,621,32,8,train,2025-02-25T03:04:00Z
W002775,L0111,25,300,621,32,8,train,2025-02-25T03:12:00Z
W002776,L0112,1,300,621,32,12,train,2025-02-25T12:00:00Z
W002777,L0112,2,300,621,32,12,train,2025-02-25T12:08:00Z
W002778,L0112,3,300,621,32,12,train,2025-02-25T12:16:00Z
W002779,L0112,4,300,621,32,12,train,2025-02-25T12:24:00Z
W002780,L0112,5,300,621,32,12,train,2025-02-25T12:32:00Z
W002781,L0112,6,300,621,32,12,train,2025-02-25T12:40:00Z
W002782,L0112,7,300,621,32,12,train,2025-02-25T12:48:00Z
W002783,L0112,8,300,621,32,12,train,2025-02-25T12:56:00Z
W002784,L0112,9,300,621,32,12,train,2025-02-25T13:04:00Z
W002785,L0112,10,300,621,32,12,train,2025-02-25T13:12:00Z
W002786,L0112,11,300,621,32,12,train,2025-02-25T13:20:00Z
W002787,L0112,12,300,621,32,12,train,2025-02-25T13:28:00Z
W002788,L0112,13,300,621,32,12,train,2025-02-25T13:36:00Z
W002789,L0112,14,300,621,32,12,train,2025-02-25T13:44:00Z
W002790,L0112,15,300,621,32,12,train,2025-02-25T13:52:00Z
W002791,L0112,16,300,621,32,12,train,2025-02-25T14:00:00Z
W002792,L0112,17,300,621,32,12,train,2025-02-25T14:08:00Z
W002793,L0112,18,300,621,32,12,train,2025-02-25T14:16:00Z
W002794,L0112,19,300,621,32,12,train,2025-02-25T14:24:00Z
W002795,L0112,20,300,621,32,12,train,2025-02-25T14:32:00Z
W002796,L0112,21,300,621,32,12,train,2025-02-25T14:40:00Z
W002797,L0112,22,300,621,32,12,train,2025-02-25T14:48:00Z
W002798,L0112,23,300,621,32,12,train,2025-02-25T14:56:00Z
W002799,L0112,24,300,621,32,12,train,2025-02-25T15:04:00Z
W002800,L0112,25,300,621,32,12,train,2025-02-25T15:12:00Z
W002801,L0113,1,300,621,32,12,train,2025-02-26T00:00:00Z
W002802,L0113,2,300,621,32,12,train,2025-02-26T00:08:00Z
W002803,L0113,3,300,621,32,12,train,2025-02-26T00:16:00Z
W002804,L0113,4,300,621,32,12,train,2025-02-26T00:24:00Z
W002805,L0113,5,300,621,32,12,train,2025-02-26T00:32:00Z
W002806,L0113,6,300,621,32,12,train,2025-02-26T00:40:00Z
W002807,L0113,7,300,621,32,12,train,2025-02-26T00:48:00Z
W002808,L0113,8,300,621,32,12,train,2025-02-26T00:56:00Z
W002809,L0113,9,300,621,32,12,train,2025-02-26T01:04:00Z
W002810,L0113,10,300,621,32,12,train,2025-02-26T01:12:00Z
W002811,L0113,11,300,621,32,12,train,2025-02-26T01:20:00Z
W002812,L0113,12,300,621,32,12,train,2025-02-26T01:28:00Z
W002813,L0113,13,300,621,32,12,train,2025-02-26T01:36:00Z
W002814,L0113,14,300,621,32,12,train,2025-02-26T01:44:00Z
W002815,L0113,15,300,621,32,12,train,2025-02-26T01:52:00Z
W002816,L0113,16,300,621,32,12,train,2025-02-26T02:00:00Z
W002817,L0113,17,300,621,32,12,train,2025-02-26T02:08:00Z
W002818,L0113,18,300,621,32,12,train,2025-02-26T02:16:00Z
W002819,L0113,19,300,621,32,12,train,2025-02-26T02:24:00Z
W002820,L0113,20,300,621,32,12,train,2025-02-26T02:32:00Z
W002821,L0113,21,300,621,32,12,train,2025-02-26T02:40:00Z
W002822,L0113,22,300,621,32,12,train,2025-02-26T02:48:00Z
W002823,L0113,23,300,621,32,12,train,2025-02-26T02:56:00Z
W002824,L0113,24,300,621,32,12,train,2025-02-26T03:04:00Z
W002825,L0113,25,300,621,32,12,train,2025-02-26T03:12:00Z
W002826,L0114,1,300,621,32,12,train,2025-02-26T12:00:00Z
W002827,L0114,2,300,621,32,12,train,2025-02-26T12:08:00Z
W002828,L0114,3,300,621,32,12,train,2025-02-26T12:16:00Z
W002829,L0114,4,300,621,32,12,train,2025-02-26T12:24:00Z
W002830,L0114,5,300,621,32,12,train,2025-02-26T12:32:00Z
W002831,L0114,6,300,621,32,12,train,2025-02-26T12:40:00Z
W002832,L0114,7,300,621,32,12,train,2025-02-26T12:48:00Z
W002833,L0114,8,300,621,32,12,train,2025-02-26T12:56:00Z
W002834,L0114,9,300,621,32,12,train,2025-02-26T13:04:00Z
W002835,L0114,10,300,621,32,12,train,2025-02-26T13:12:00Z
W002836,L0114,11,300,621,32,12,train,2025-02-26T13:20:00Z
W002837,L0114,12,300,621,32,12,train,2025-02-26T13:28:00Z
W002838,L0114,13,300,621,32,12,train,2025-02-26T13:36:00Z
W002839,L0114,14,300,621,32,12,train,2025-02-26T13:44:00Z
W002840,L0114,15,300,621,32,12,train,2025-02-26T13:52:00Z
W002841,L0114,16,300,621,32,12,train,2025-02-26T14:00:00Z
W002842,L0114,17,300,621,32,12,train,2025-02-26T14:08:00Z
W002843,L0114,18,300,621,32,12,train,2025-02-26T14:16:00Z
W002844,L0114,19,300,621,32,12,train,2025-02-26T14:24:00Z
W002845,L0114,20,300,621,32,12,train,2025-02-26T14:32:00Z
W002846,L0114,21,300,621,32,12,train,2025-02-26T14:40:00Z
W002847,L0114,22,300,621,32,12,train,2025-02-26T14:48:00Z
W002848,L0114,23,300,621,32,12,train,2025-02-26T14:56:00Z
W002849,L0114,24,300,621,32,12,train,2025-02-26T15:04:00Z
W002850,L0114,25,300,621,32,12,train,2025-02-26T15:12:00Z
W002851,L0115,1,300,621,32,8,train,2025-02-27T00:00:00Z
W002852,L0115,2,300,621,32,8,train,2025-02-27T00:08:00Z
W002853,L0115,3,300,621,32,8,train,2025-02-27T00:16:00Z
W002854,L0115,4,300,621,32,8,train,2025-02-27T00:24:00Z
W002855,L0115,5,300,621,32,8,train,2025-02-27T00:32:00Z
W002856,L0115,6,300,621,32,8,train,2025-02-27T00:40:00Z
W002857,L0115,7,300,621,32,8,train,2025-02-27T00:48:00Z
W002858,L0115,8,300,621,32,8,train,2025-02-27T00:56:00Z
W002859,L0115,9,300,621,32,8,train,2025-02-27T01:04:00Z
W002860,L0115,10,300,621,32,8,train,2025-02-27T01:12:00Z
W002861,L0115,11,300,621,32,8,train,2025-02-27T01:20:00Z
W002862,L0115,12,300,621,32,8,train,2025-02-27T01:28:00Z
W002863,L0115,13,300,621,32,8,train,2025-02-27T01:36:00Z
W002864,L0115,14,300,621,32,8,train,2025-02-27T01:44:00Z
W002865,L0115,15,300,621,32,8,train,2025-02-27T01:52:00Z
W002866,L0115,16,300,621,32,8,train,2025-02-27T02:00:00Z
W002867,L0115,17,300,621,32,8,train,2025-02-27T02:08:00Z
W002868,L0115,18,300,621,32,8,train,2025-02-27T02:16:00Z
W002869,L0115,19,300,621,32,8,train,2025-02-27T02:24:00Z
W002870,L0115,20,300,621,32,8,train,2025-02-27T02:32:00Z
W002871,L0115,21,300,621,32,8,train,2025-02-27T02:40:00Z
W002872,L0115,22,300,621,32,8,train,2025-02-27T02:48:00Z
W002873,L0115,23,300,621,32,8,train,2025-02-27T02:56:00Z
W002874,L0115,24,300,621,32,8,train,2025-02-27T03:04:00Z
W002875,L0115,25,300,621,32,8,train,2025-02-27T03:12:00Z
W002876,L0116,1,300,621,32,12,train,2025-02-27T12:00:00Z
W002877,L0116,2,300,621,32,12,train,2025-02-27T12:08:00Z
W002878,L0116,3,300,621,32,12,train,2025-02-27T12:16:00Z
W002879,L0116,4,300,621,32,12,train,2025-02-27T12:24:00Z
W002880,L0116,5,300,621,32,12,train,2025-02-27T12:32:00Z
W002881,L0116,6,300,621,32,12,train,2025-02-27T12:40:00Z
W002882,L0116,7,300,621,32,12,train,2025-02-27T12:48:00Z
W002883,L0116,8,300,621,32,12,train,2025-02-27T12:56:00Z
W002884,L0116,9,300,621,32,12,train,2025-02-27T13:04:00Z
W002885,L0116,10,300,621,32,12,train,2025-02-27T13:12:00Z
W002886,L0116,11,300,621,32,12,train,2025-02-27T13:20:00Z
W002887,L0116,12,300,621,32,12,train,2025-02-27T13:28:00Z
W002888,L0116,13,300,621,32,12,train,2025-02-27T13:36:00Z
W002889,L0116,14,300,621,32,12,train,2025-02-27T13:44:00Z
W002890,L0116,15,300,621,32,12,train,2025-02-27T13:52:00Z
W002891,L0116,16,300,621,32,12,train,2025-02-27T14:00:00Z
W002892,L0116,17,300,621,32,12,train,2025-02-27T14:08:00Z
W002893,L0116,18,300,621,32,12,train,2025-02-27T14:16:00Z
W002894,L0116,19,300,621,32,12,train,2025-02-27T14:24:00Z
W002895,L0116,20,300,621,32,12,train,2025-02-27T14:32:00Z
W002896,L0116,21,300,621,32,12,train,2025-02-27T14:40:00Z
W002897,L0116,22,300,621,32,12,train,2025-02-27T14:48:00Z
W002898,L0116,23,300,621,32,12,train,2025-02-27T14:56:00Z
W002899,L0116,24,300,621,32,12,train,2025-02-27T15:04:00Z
W002900,L0116,25,300,621,32,12,train,2025-02-27T15:12:00Z
W002901,L0117,1,300,621,32,12,train,2025-02-28T00:00:00Z
W002902,L0117,2,300,621,32,12,train,2025-02-28T00:08:00Z
W002903,L0117,3,300,621,32,12,train,2025-02-28T00:16:00Z
W002904,L0117,4,300,621,32,12,train,2025-02-28T00:24:00Z
W002905,L0117,5,300,621,32,12,train,2025-02-28T00:32:00Z
W002906,L0117,6,300,621,32,12,train,2025-02-28T00:40:00Z
W002907,L0117,7,300,621,32,12,train,2025-02-28T00:48:00Z
W002908,L0117,8,300,621,32,12,train,2025-02-28T00:56:00Z
W002909,L0117,9,300,621,32,12,train,2025-02-28T01:04:00Z
W002910,L0117,10,300,621,32,12,train,2025-02-28T01:12:00Z
W002911,L0117,11,300,621,32,12,train,2025-02-28T01:20:00Z
W002912,L0117,12,300,621,32,12,train,2025-02-28T01:28:00Z
W002913,L0117,13,300,621,32,12,train,2025-02-28T01:36:00Z
W002914,L0117,14,300,621,32,12,train,2025-02-28T01:44:00Z
W002915,L0117,15,300,621,32,12,train,2025-02-28T01:52:00Z
W002916,L0117,16,300,621,32,12,train,2025-02-28T02:00:00Z
W002917,L0117,17,300,621,32,12,train,2025-02-28T02:08:00Z
W002918,L0117,18,300,621,32,12,train,2025-02-28T02:16:00Z
W002919,L0117,19,300,621,32,12,train,2025-02-28T02:24:00Z
W002920,L0117,20,300,621,32,12,train,2025-02-28T02:32:00Z
W002921,L0117,21,300,621,32,12,train,2025-02-28T02:40:00Z
W002922,L0117,22,300,621,32,12,train,2025-02-28T02:48:00Z
W002923,L0117,23,300,621,32,12,train,2025-02-28T02:56:00Z
W002924,L0117,24,300,621,32,12,train,2025-02-28T03:04:00Z
W002925,L0117,25,300,621,32,12,train,2025-02-28T03:12:00Z
W002926,L0118,1,300,621,32,12,train,2025-02-28T12:00:00Z
W002927,L0118,2,300,621,32,12,train,2025-02-28T12:08:00Z
W002928,L0118,3,300,621,32,12,train,2025-02-28T12:16:00Z
W002929,L0118,4,300,621,32,12,train,2025-02-28T12:24:00Z
W002930,L0118,5,300,621,32,12,train,2025-02-28T12:32:00Z
W002931,L0118,6,300,621,32,12,train,2025-02-28T12:40:00Z
W002932,L0118,7,300,621,32,12,train,2025-02-28T12:48:00Z
W002933,L0118,8,300,621,32,12,train,2025-02-28T12:56:00Z
W002934,L0118,9,300,621,32,12,train,2025-02-28T13:04:00Z
W002935,L0118,10,300,621,32,12,train,2025-02-28T13:12:00Z
W002936,L0118,11,300,621,32,12,train,2025-02-28T13:20:00Z
W002937,L0118,12,300,621,32,12,train,2025-02-28T13:28:00Z
W002938,L0118,13,300,621,32,12,train,2025-02-28T13:36:00Z
W002939,L0118,14,300,621,32,12,train,2025-02-28T13:44:00Z
W002940,L0118,15,300,621,32,12,train,2025-02-28T13:52:00Z
W002941,L0118,16,300,621,32,12,train,2025-02-28T14:00:00Z
W002942,L0118,17,300,621,32,12,train,2025-02-28T14:08:00Z
W002943,L0118,18,300,621,32,12,train,2025-02-28T14:16:00Z
W002944,L0118,19,300,621,32,12,train,2025-02-28T14:24:00Z
W002945,L0118,20,300,621,32,12,train,2025-02-28T14:32:00Z
W002946,L0118,21,300,621,32,12,train,2025-02-28T14:40:00Z
W002947,L0118,22,300,621,32,12,train,2025-02-28T14:48:00Z
W002948,L0118,23,300,621,32,12,train,2025-02-28T14:56:00Z
W002949,L0118,24,300,621,32,12,train,2025-02-28T15:04:00Z
W002950,L0118,25,300,621,32,12,train,2025-02-28T15:12:00Z
W002951,L0119,1,300,621,32,8,train,2025-03-01T00:00:00Z
W002952,L0119,2,300,621,32,8,train,2025-03-01T00:08:00Z
W002953,L0119,3,300,621,32,8,train,2025-03-01T00:16:00Z
W002954,L0119,4,300,621,32,8,train,2025-03-01T00:24:00Z
W002955,L0119,5,300,621,32,8,train,2025-03-01T00:32:00Z
W002956,L0119,6,300,621,32,8,train,2025-03-01T00:40:00Z
W002957,L0119,7,300,621,32,8,train,2025-03-01T00:48:00Z
W002958,L0119,8,300,621,32,8,train,2025-03-01T00:56:00Z
W002959,L0119,9,300,621,32,8,train,2025-03-01T01:04:00Z
W002960,L0119,10,300,621,32,8,train,2025-03-01T01:12:00Z
W002961,L0119,11,300,621,32,8,train,2025-03-01T01:20:00Z
W002962,L0119,12,300,621,32,8,train,2025-03-01T01:28:00Z
W002963,L0119,13,300,621,32,8,train,2025-03-01T01:36:00Z
W002964,L0119,14,300,621,32,8,train,2025-03-01T01:44:00Z
W002965,L0119,15,300,621,32,8,train,2025-03-01T01:52:00Z
W002966,L0119,16,300,621,32,8,train,2025-03-01T02:00:00Z
W002967,L0119,17,300,621,32,8,train,2025-03-01T02:08:00Z
W002968,L0119,18,300,621,32,8,train,2025-03-01T02:16:00Z
W002969,L0119,19,300,621,32,8,train,2025-03-01T02:24:00Z
W002970,L0119,20,300,621,32,8,train,2025-03-01T02:32:00Z
W002971,L0119,21,300,621,32,8,train,2025-03-01T02:40:00Z
W002972,L0119,22,300,621,32,8,train,2025-03-01T02:48:00Z
W002973,L0119,23,300,621,32,8,train,2025-03-01T02:56:00Z
W002974,L0119,24,300,621,32,8,train,2025-03-01T03:04:00Z
W002975,L0119,25,300,621,32,8,train,2025-03-01T03:12:00Z
W002976,L0120,1,300,621,32,12,train,2025-03-01T12:00:00Z
W002977,L0120,2,300,621,32,12,train,2025-03-01T12:08:00Z
W002978,L0120,3,300,621,32,12,train,2025-03-01T12:16:00Z
W002979,L0120,4,300,621,32,12,train,2025-03-01T12:24:00Z
W002980,L0120,5,300,621,32,12,train,2025-03-01T12:32:00Z
W002981,L0120,6,300,621,32,12,train,2025-03-01T12:40:00Z
W002982,L0120,7,300,621,32,12,train,2025-03-01T12:48:00Z
W002983,L0120,8,300,621,32,12,train,2025-03-01T12:56:00Z
W002984,L0120,9,300,621,32,12,train,2025-03-01T13:04:00Z
W002985,L0120,10,300,621,32,12,train,2025-03-01T13:12:00Z
W002986,L0120,11,300,621,32,12,train,2025-03-01T13:20:00Z
W002987,L0120,12,300,621,32,12,train,2025-03-01T13:28:00Z
W002988,L0120,13,300,621,32,12,train,2025-03-01T13:36:00Z
W002989,L0120,14,300,621,32,12,train,2025-03-01T13:44:00Z
W002990,L0120,15,300,621,32,12,train,2025-03-01T13:52:00Z
W002991,L0120,16,300,621,32,12,train,2025-03-01T14:00:00Z
W002992,L0120,17,300,621,32,12,train,2025-03-01T14:08:00Z
W002993,L0120,18,300,621,32,12,train,2025-03-01T14:16:00Z
W002994,L0120,19,300,621,32,12,train,2025-03-01T14:24:00Z
W002995,L0120,20,300,621,32,12,train,2025-03-01T14:32:00Z
W002996,L0120,21,300,621,32,12,train,2025-03-01T14:40:00Z
W002997,L0120,22,300,621,32,12,train,2025-03-01T14:48:00Z
W002998,L0120,23,300,621,32,12,train,2025-03-01T14:56:00Z
W002999,L0120,24,300,621,32,12,train,2025-03-01T15:04:00Z
W003000,L0120,25,300,621,32,12,train,2025-03-01T15:12:00Z
W003001,L0121,1,300,621,32,8,train,2025-03-02T00:00:00Z
W003002,L0121,2,300,621,32,8,train,2025-03-02T00:08:00Z
W003003,L0121,3,300,621,32,8,train,2025-03-02T00:16:00Z
W003004,L0121,4,300,621,32,8,train,2025-03-02T00:24:00Z
W003005,L0121,5,300,621,32,8,train,2025-03-02T00:32:00Z
W003006,L0121,6,300,621,32,8,train,2025-03-02T00:40:00Z
W003007,L0121,7,300,621,32,8,train,2025-03-02T00:48:00Z
W003008,L0121,8,300,621,32,8,train,2025-03-02T00:56:00Z
W003009,L0121,9,300,621,32,8,train,2025-03-02T01:04:00Z
W003010,L0121,10,300,621,32,8,train,2025-03-02T01:12:00Z
W003011,L0121,11,300,621,32,8,train,2025-03-02T01:20:00Z
W003012,L0121,12,300,621,32,8,train,2025-03-02T01:28:00Z
W003013,L0121,13,300,621,32,8,train,2025-03-02T01:36:00Z
W003014,L0121,14,300,621,32,8,train,2025-03-02T01:44:00Z
