run_id,wafer_id,process_step,process_order,tool_id,chamber_id,recipe_id,start_time_utc,end_time_utc,duration_sec,temperature_c,pressure_torr,gas_flow_sccm,etch_rate_nm_min,rf_source_power_w,temperature_std_c,temperature_slope_c_min,wafers_since_chamber_clean,hours_since_maintenance,consumable_age_cycles,alarm_count_run,cleanroom_humidity_pct,airborne_particles_per_m3
R0032681,W002681,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C01,R_TSV_ETCH_H12_V1,2025-02-25T04:40:00Z,2025-02-25T04:52:48Z,768.23405,20.132146,0.049747893,254.35995,5004.8025,1801.5992,0.12045475,-0.034904847,95,370,335,0,43.141537,2
R0032682,W002682,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C02,R_TSV_ETCH_H12_V1,2025-02-25T04:48:00Z,2025-02-25T05:01:00Z,780.30331,19.730903,0.047363783,249.13464,4807.0233,1763.7344,0.12,0.022746659,95,370,335,0,41.410415,5
R0032683,W002683,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C03,R_TSV_ETCH_H12_V1,2025-02-25T04:56:00Z,2025-02-25T05:08:56Z,776.66909,20.121503,0.049468188,250.25134,4835.2225,1793.7466,0.12,-0.0030721978,95,370,335,0,39.899824,0
R0032684,W002684,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C04,R_TSV_ETCH_H12_V1,2025-02-25T05:04:00Z,2025-02-25T05:16:38Z,758.35978,19.753932,0.049251182,252.2488,5066.3567,1814.0503,0.12873034,0.012597551,95,370,335,0,40.704024,1
R0032685,W002685,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C05,R_TSV_ETCH_H12_V1,2025-02-25T05:12:00Z,2025-02-25T05:25:06Z,786.71914,19.933659,0.049647229,250.08837,4949.1641,1768.0059,0.12,-0.042857111,95,370,335,0,38.85502,4
R0032686,W002686,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C06,R_TSV_ETCH_H12_V1,2025-02-25T05:20:00Z,2025-02-25T05:32:57Z,777.93141,19.993838,0.050541859,252.32562,5101.2734,1811.0309,0.14244549,0.0064302383,95,361.33333,335,0,40.226148,4
R0032687,W002687,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C07,R_TSV_ETCH_H12_V1,2025-02-25T05:28:00Z,2025-02-25T05:40:48Z,768.47482,19.920697,0.051114943,254.06468,4993.0287,1792.0552,0.12543139,0.029191499,95,361.33333,335,0,39.980884,0
R0032688,W002688,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C08,R_TSV_ETCH_H12_V1,2025-02-25T05:36:00Z,2025-02-25T05:48:50Z,770.26825,19.917586,0.048248683,249.50833,4796.0673,1781.6583,0.12,0.030076523,95,361.33333,335,0,40.913256,2
R0032689,W002689,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C01,R_TSV_ETCH_H12_V1,2025-02-25T05:44:00Z,2025-02-25T05:57:11Z,791.71311,20.035594,0.050165315,246.23088,4915.987,1797.3639,0.12767355,-0.0034104753,96,371.06667,336,0,38.582349,1
R0032690,W002690,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C02,R_TSV_ETCH_H12_V1,2025-02-25T05:52:00Z,2025-02-25T06:04:44Z,764.08175,19.900745,0.049195188,253.39796,4968.245,1783.6216,0.12,0.029139861,96,371.06667,336,0,39.027024,2
R0032691,W002691,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C03,R_TSV_ETCH_H12_V1,2025-02-25T06:00:00Z,2025-02-25T06:13:18Z,798.55029,19.948333,0.04948698,237.9549,4872.3687,1769.8783,0.12,0.0048627795,96,371.06667,336,0,40.519787,0
R0032692,W002692,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C04,R_TSV_ETCH_H12_V1,2025-02-25T06:08:00Z,2025-02-25T06:21:01Z,781.0988,20.256736,0.049595481,253.01275,5116.6593,1793.8984,0.13209114,-0.02008535,96,371.06667,336,0,41.618749,1
R0032693,W002693,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C05,R_TSV_ETCH_H12_V1,2025-02-25T06:16:00Z,2025-02-25T06:28:57Z,777.61089,19.797351,0.049684599,249.96415,4940.872,1823.072,0.13178244,-0.0035181225,96,371.06667,336,0,39.168359,4
R0032694,W002694,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C06,R_TSV_ETCH_H12_V1,2025-02-25T06:24:00Z,2025-02-25T06:36:39Z,759.86365,20.286609,0.050347736,241.81504,5141.7665,1829.5354,0.14062651,0.0042434255,96,362.4,336,0,42.278453,3
R0032695,W002695,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C07,R_TSV_ETCH_H12_V1,2025-02-25T06:32:00Z,2025-02-25T06:44:57Z,777.93276,20.026451,0.049702026,247.27567,4943.4517,1845.9482,0.12697765,0.012419087,96,362.4,336,0,40.79595,2
R0032696,W002696,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C08,R_TSV_ETCH_H12_V1,2025-02-25T06:40:00Z,2025-02-25T06:52:52Z,772.86374,19.898988,0.047666011,246.09091,4992.093,1796.8119,0.12,0.000476409,96,362.4,336,0,40.572009,6
R0032697,W002697,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C01,R_TSV_ETCH_H12_V1,2025-02-25T06:48:00Z,2025-02-25T07:00:54Z,774.23918,20.028535,0.049026116,251.251,5067.7419,1799.1847,0.12385343,0.014526009,97,372.13333,337,0,39.875564,2
R0032698,W002698,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C02,R_TSV_ETCH_H12_V1,2025-02-25T06:56:00Z,2025-02-25T07:08:50Z,770.56624,20.010027,0.050059386,254.24099,5225.4038,1811.4116,0.12383913,-0.0062729889,97,372.13333,337,0,40.186045,1
R0032699,W002699,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C03,R_TSV_ETCH_H12_V1,2025-02-25T07:04:00Z,2025-02-25T07:16:50Z,770.40705,19.919793,0.0500206,248.41323,5054.269,1791.8416,0.12032257,0.0024580212,97,372.13333,337,0,41.109178,3
R0032700,W002700,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C04,R_TSV_ETCH_H12_V1,2025-02-25T07:12:00Z,2025-02-25T07:24:42Z,762.06394,20.269714,0.048779348,241.47757,5118.5421,1788.7482,0.12642889,0.029835665,97,372.13333,337,0,39.990431,0
R0032701,W002701,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C05,R_TSV_ETCH_H8_V1,2025-02-25T16:00:00Z,2025-02-25T16:12:57Z,777.92089,19.932925,0.051232619,244.73176,5087.576,1836.4656,0.13494535,0.013062502,97,380.8,337,0,44.336562,2
R0032702,W002702,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C06,R_TSV_ETCH_H8_V1,2025-02-25T16:08:00Z,2025-02-25T16:21:22Z,802.00138,20.133431,0.051528657,248.38001,5285.1826,1864.235,0.17126336,-0.0091769205,97,372.13333,337,0,43.529676,6
R0032703,W002703,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C07,R_TSV_ETCH_H8_V1,2025-02-25T16:16:00Z,2025-02-25T16:29:15Z,795.76118,20.031089,0.050669458,249.73617,5200.4172,1810.4892,0.14285647,0.0055922333,97,372.13333,337,0,45.408312,3
R0032704,W002704,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C08,R_TSV_ETCH_H8_V1,2025-02-25T16:24:00Z,2025-02-25T16:37:01Z,781.47661,20.068088,0.04965732,254.53082,5060.1818,1813.0275,0.12999195,0.0024018849,97,372.13333,337,0,45.273214,4
R0032705,W002705,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C01,R_TSV_ETCH_H8_V1,2025-02-25T16:32:00Z,2025-02-25T16:45:30Z,810.52169,19.827023,0.050138057,249.24375,5235.57,1825.4283,0.14667065,0.024560159,98,381.86667,338,0,43.113341,2
R0032706,W002706,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C02,R_TSV_ETCH_H8_V1,2025-02-25T16:40:00Z,2025-02-25T16:52:52Z,772.45066,20.059884,0.051847837,246.9155,4925.2075,1816.9883,0.12196675,-0.0089889989,98,381.86667,338,0,45.738959,6
R0032707,W002707,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C03,R_TSV_ETCH_H8_V1,2025-02-25T16:48:00Z,2025-02-25T17:01:09Z,789.68515,20.212243,0.050600487,248.18137,5197.7737,1811.4094,0.13594507,0.015882118,98,381.86667,338,0,45.305852,6
R0032708,W002708,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C04,R_TSV_ETCH_H8_V1,2025-02-25T16:56:00Z,2025-02-25T17:09:02Z,782.58429,19.909705,0.051457063,258.97421,5270.7411,1833.2258,0.14248367,0.0056338759,98,381.86667,338,0,44.458194,2
R0032709,W002709,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C05,R_TSV_ETCH_H8_V1,2025-02-25T17:04:00Z,2025-02-25T17:16:51Z,771.54573,20.142326,0.04907967,249.85148,4940.7415,1814.6363,0.12818181,0.017001153,98,381.86667,338,0,44.091136,4
R0032710,W002710,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C06,R_TSV_ETCH_H8_V1,2025-02-25T17:12:00Z,2025-02-25T17:25:06Z,786.50959,20.264425,0.05285652,247.15065,5467.0828,1820.87,0.16073803,-0.020554639,98,373.2,338,0,44.225395,3
R0032711,W002711,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C07,R_TSV_ETCH_H8_V1,2025-02-25T17:20:00Z,2025-02-25T17:33:31Z,811.46464,19.896795,0.050649886,249.39378,5191.5326,1815.6837,0.14673094,0.041628643,98,373.2,338,0,44.389932,7
R0032712,W002712,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C08,R_TSV_ETCH_H8_V1,2025-02-25T17:28:00Z,2025-02-25T17:41:09Z,789.28918,19.906078,0.0491728,248.5574,4851.8527,1792.5119,0.12718563,-0.019674012,98,373.2,338,0,43.354921,5
R0032713,W002713,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C01,R_TSV_ETCH_H8_V1,2025-02-25T17:36:00Z,2025-02-25T17:48:59Z,779.16789,19.973403,0.0510601,248.72514,5211.3862,1823.6481,0.14837647,0.04808673,99,382.93333,339,0,44.298785,2
R0032714,W002714,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C02,R_TSV_ETCH_H8_V1,2025-02-25T17:44:00Z,2025-02-25T17:57:06Z,786.3832,19.997486,0.048466787,245.39203,5099.5926,1832.3961,0.14153393,0.027834609,99,382.93333,339,0,42.87368,3
R0032715,W002715,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C03,R_TSV_ETCH_H8_V1,2025-02-25T17:52:00Z,2025-02-25T18:05:13Z,793.48573,20.062664,0.05217015,251.59987,5206.9694,1816.7964,0.1431544,0.0035390222,99,382.93333,339,0,44.086105,2
R0032716,W002716,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C04,R_TSV_ETCH_H8_V1,2025-02-25T18:00:00Z,2025-02-25T18:12:59Z,779.97365,20.329397,0.051118471,245.62825,5157.0349,1811.6774,0.14868278,0.012794182,99,382.93333,339,0,44.098136,1
R0032717,W002717,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C05,R_TSV_ETCH_H8_V1,2025-02-25T18:08:00Z,2025-02-25T18:20:57Z,777.93744,19.912604,0.051182997,253.26142,5149.9054,1820.9375,0.13507771,0.050625969,99,382.93333,339,0,42.787773,4
R0032718,W002718,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C06,R_TSV_ETCH_H8_V1,2025-02-25T18:16:00Z,2025-02-25T18:29:21Z,801.82285,20.470672,0.052486424,253.42749,5284.0774,1837.9309,0.16260235,0.0066446221,99,374.26667,339,0,45.264495,7
R0032719,W002719,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C07,R_TSV_ETCH_H8_V1,2025-02-25T18:24:00Z,2025-02-25T18:37:32Z,812.63678,19.955793,0.051350583,246.1096,5149.3266,1809.1843,0.13755534,-0.0049912095,99,374.26667,339,0,44.638976,2
R0032720,W002720,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C08,R_TSV_ETCH_H8_V1,2025-02-25T18:32:00Z,2025-02-25T18:44:57Z,777.39893,20.12504,0.049814107,244.27502,5036.6052,1803.5364,0.12,-0.0071817028,99,374.26667,339,0,45.033223,7
R0032721,W002721,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C01,R_TSV_ETCH_H8_V1,2025-02-25T18:40:00Z,2025-02-25T18:52:50Z,770.6376,20.02343,0.049981603,250.23059,5087.0451,1816.3097,0.14586761,0.028052626,100,384,340,0,44.391124,5
R0032722,W002722,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C02,R_TSV_ETCH_H8_V1,2025-02-25T18:48:00Z,2025-02-25T19:01:20Z,800.59235,20.131513,0.051602751,254.4675,5091.152,1832.0081,0.13746132,0.022369904,100,384,340,0,43.681034,6
R0032723,W002723,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C03,R_TSV_ETCH_H8_V1,2025-02-25T18:56:00Z,2025-02-25T19:09:13Z,793.27658,20.025059,0.051638524,249.11396,5165.7194,1814.4549,0.14033897,-0.0066457329,100,384,340,0,45.463312,2
R0032724,W002724,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C04,R_TSV_ETCH_H8_V1,2025-02-25T19:04:00Z,2025-02-25T19:17:22Z,802.25996,19.966921,0.051247399,248.73275,5054.1829,1790.1635,0.14081439,-0.0030080624,100,384,340,0,45.970849,2
R0032725,W002725,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C05,R_TSV_ETCH_H8_V1,2025-02-25T19:12:00Z,2025-02-25T19:24:50Z,770.49951,19.991799,0.052764908,250.90298,4991.2976,1836.2833,0.16118023,0.014508516,100,384,340,0,43.221872,5
R0032726,W002726,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C06,R_TSV_ETCH_H8_V1,2025-02-26T04:00:00Z,2025-02-26T04:13:29Z,809.55619,20.459492,0.052494908,249.74613,5418.0971,1827.1845,0.18238137,0.0061798183,100,384,340,0,45.286311,4
R0032727,W002727,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C07,R_TSV_ETCH_H8_V1,2025-02-26T04:08:00Z,2025-02-26T04:20:59Z,779.64444,20.376781,0.050607618,254.23158,5049.0092,1784.8302,0.13667518,0.021724135,100,384,340,0,44.61345,0
R0032728,W002728,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C08,R_TSV_ETCH_H8_V1,2025-02-26T04:16:00Z,2025-02-26T04:28:57Z,777.09065,20.318673,0.050701461,248.23431,5104.9449,1816.6852,0.14457879,0.023898241,100,384,340,0,44.011617,3
R0032729,W002729,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C01,R_TSV_ETCH_H8_V1,2025-02-26T04:24:00Z,2025-02-26T04:36:53Z,773.17447,20.111896,0.051681029,254.00988,5462.244,1848.3756,0.16362934,0.00061769363,101,393.73333,341,0,45.035631,4
R0032730,W002730,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C02,R_TSV_ETCH_H8_V1,2025-02-26T04:32:00Z,2025-02-26T04:45:11Z,791.5212,20.229483,0.049938936,247.85373,4973.4844,1827.3138,0.12685973,0.022631701,101,393.73333,341,0,42.684183,5
R0032731,W002731,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C03,R_TSV_ETCH_H8_V1,2025-02-26T04:40:00Z,2025-02-26T04:52:56Z,776.83183,20.365968,0.050175174,244.71682,5259.3156,1807.897,0.15387481,0.035648029,101,393.73333,341,0,43.918231,5
R0032732,W002732,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C04,R_TSV_ETCH_H8_V1,2025-02-26T04:48:00Z,2025-02-26T05:01:18Z,798.90408,20.292841,0.052160383,253.96653,5265.2584,1850.5126,0.15772719,-6.9530874e-05,101,393.73333,341,0,45.575824,7
R0032733,W002733,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C05,R_TSV_ETCH_H8_V1,2025-02-26T04:56:00Z,2025-02-26T05:09:41Z,821.7928,20.106941,0.051417151,259.58832,5349.6945,1858.5788,0.18468119,0.010619189,101,393.73333,341,1,46.536357,3
R0032734,W002734,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C06,R_TSV_ETCH_H8_V1,2025-02-26T05:04:00Z,2025-02-26T05:17:25Z,805.5974,20.145471,0.051320467,248.13381,5319.7744,1829.5387,0.1685685,0.00089840662,101,385.06667,341,0,44.643787,9
R0032735,W002735,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C07,R_TSV_ETCH_H8_V1,2025-02-26T05:12:00Z,2025-02-26T05:25:07Z,787.16519,20.433949,0.051543041,245.8566,5342.9748,1850.8045,0.16048782,0.021421214,101,385.06667,341,0,44.747505,2
R0032736,W002736,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C08,R_TSV_ETCH_H8_V1,2025-02-26T05:20:00Z,2025-02-26T05:32:58Z,778.69434,20.209626,0.049299749,248.94545,5031.6211,1791.9846,0.13675451,0.049282064,101,385.06667,341,0,44.946696,4
R0032737,W002737,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C01,R_TSV_ETCH_H8_V1,2025-02-26T05:28:00Z,2025-02-26T05:41:10Z,790.13022,20.240562,0.051331451,241.95873,5081.4957,1793.1639,0.13398806,0.023091948,102,394.8,342,0,45.658238,2
R0032738,W002738,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C02,R_TSV_ETCH_H8_V1,2025-02-26T05:36:00Z,2025-02-26T05:49:12Z,792.05962,20.030381,0.049846131,246.44595,4955.5609,1805.7385,0.13470825,-0.0060444006,102,394.8,342,0,44.521867,6
R0032739,W002739,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C03,R_TSV_ETCH_H8_V1,2025-02-26T05:44:00Z,2025-02-26T05:57:11Z,791.99685,19.992893,0.050368883,247.79202,5046.3147,1783.3167,0.12551356,-0.022790675,102,394.8,342,0,44.218627,5
R0032740,W002740,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C04,R_TSV_ETCH_H8_V1,2025-02-26T05:52:00Z,2025-02-26T06:05:07Z,787.36073,20.083561,0.051162335,246.90234,5099.5628,1790.1019,0.15481248,0.035006196,102,394.8,342,0,44.719362,8
R0032741,W002741,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C05,R_TSV_ETCH_H8_V1,2025-02-26T06:00:00Z,2025-02-26T06:13:16Z,796.19498,19.882053,0.050196405,245.34481,5177.5,1888.9352,0.15478407,0.04277849,102,394.8,342,0,44.354911,5
R0032742,W002742,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C06,R_TSV_ETCH_H8_V1,2025-02-26T06:08:00Z,2025-02-26T06:21:11Z,791.04222,20.068256,0.049619746,244.77917,5318.2506,1797.7568,0.14824566,0.020060806,102,386.13333,342,0,45.539581,3
R0032743,W002743,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C07,R_TSV_ETCH_H8_V1,2025-02-26T06:16:00Z,2025-02-26T06:29:13Z,793.40284,20.151326,0.051168689,252.27988,5026.253,1830.9048,0.14063895,0.0042127068,102,386.13333,342,0,44.284669,2
R0032744,W002744,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C08,R_TSV_ETCH_H8_V1,2025-02-26T06:24:00Z,2025-02-26T06:37:15Z,795.33554,20.24048,0.04974185,259.02359,5099.7621,1799.2026,0.12767696,-0.031826049,102,386.13333,342,0,44.854221,3
R0032745,W002745,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C01,R_TSV_ETCH_H8_V1,2025-02-26T06:32:00Z,2025-02-26T06:45:02Z,782.28671,20.34451,0.050598418,245.91956,5309.7525,1862.9215,0.16319838,0.029120919,103,395.86667,343,0,44.130667,4
R0032746,W002746,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C02,R_TSV_ETCH_H8_V1,2025-02-26T06:40:00Z,2025-02-26T06:53:02Z,782.6764,20.113726,0.050716135,247.70135,5087.5355,1806.5429,0.12621415,-0.0033443199,103,395.86667,343,1,44.921903,2
R0032747,W002747,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C03,R_TSV_ETCH_H8_V1,2025-02-26T06:48:00Z,2025-02-26T07:01:00Z,780.6027,20.17881,0.051502867,248.29858,5153.9966,1824.7512,0.14747608,0.025958531,103,395.86667,343,0,45.511131,2
R0032748,W002748,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C04,R_TSV_ETCH_H8_V1,2025-02-26T06:56:00Z,2025-02-26T07:09:29Z,809.94718,20.176798,0.051233948,243.11552,5379.5757,1852.1494,0.16071616,0.063928096,103,395.86667,343,0,45.823714,4
R0032749,W002749,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C05,R_TSV_ETCH_H8_V1,2025-02-26T07:04:00Z,2025-02-26T07:17:29Z,809.8953,20.166811,0.050574772,248.23726,5303.4973,1846.8672,0.15532602,0.013822652,103,395.86667,343,0,45.548729,4
R0032750,W002750,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C06,R_TSV_ETCH_H8_V1,2025-02-26T07:12:00Z,2025-02-26T07:25:19Z,799.32444,20.171776,0.052355688,251.84307,5502.5708,1847.029,0.16516107,0.02924972,103,387.2,343,0,45.350406,6
R0032751,W002751,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C07,R_TSV_ETCH_H8_V1,2025-02-26T16:00:00Z,2025-02-26T16:13:04Z,784.84699,20.168897,0.050454054,252.60871,5376.2856,1814.7599,0.13982214,0.040471217,103,395.86667,343,0,43.305942,3
R0032752,W002752,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C08,R_TSV_ETCH_H8_V1,2025-02-26T16:08:00Z,2025-02-26T16:21:08Z,788.68166,20.237364,0.052655733,246.627,5081.1267,1807.1986,0.12951922,-0.041545765,103,395.86667,343,0,42.637792,2
R0032753,W002753,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C01,R_TSV_ETCH_H8_V1,2025-02-26T16:16:00Z,2025-02-26T16:29:07Z,787.90169,20.040761,0.049828809,258.66013,5015.277,1815.6264,0.13686064,0.029066913,104,405.6,344,0,42.757947,5
R0032754,W002754,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C02,R_TSV_ETCH_H8_V1,2025-02-26T16:24:00Z,2025-02-26T16:37:03Z,783.05789,20.248868,0.048583279,245.65459,5274.2342,1801.5328,0.13365675,0.0143136,104,405.6,344,0,43.13624,4
R0032755,W002755,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C03,R_TSV_ETCH_H8_V1,2025-02-26T16:32:00Z,2025-02-26T16:44:51Z,771.46599,19.766761,0.050645582,245.63777,5222.0952,1845.3108,0.13916134,-0.019475905,104,405.6,344,0,43.280282,1
R0032756,W002756,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C04,R_TSV_ETCH_H8_V1,2025-02-26T16:40:00Z,2025-02-26T16:53:11Z,791.92166,20.012628,0.051539307,249.94758,5063.1765,1823.3365,0.14431672,0.0016041475,104,405.6,344,0,44.076945,3
R0032757,W002757,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C05,R_TSV_ETCH_H8_V1,2025-02-26T16:48:00Z,2025-02-26T17:01:01Z,781.61252,19.976963,0.050447118,252.41557,4982.5519,1838.5829,0.12996501,0.0089191544,104,405.6,344,0,44.251351,4
R0032758,W002758,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C06,R_TSV_ETCH_H8_V1,2025-02-26T16:56:00Z,2025-02-26T17:09:12Z,792.81633,20.153753,0.051860977,246.45509,5278.8226,1826.5913,0.16412311,-0.0084556133,104,396.93333,344,0,41.868224,6
R0032759,W002759,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C07,R_TSV_ETCH_H8_V1,2025-02-26T17:04:00Z,2025-02-26T17:17:01Z,781.87926,20.179566,0.051352795,249.54588,4917.4586,1789.6565,0.13132415,-0.019826243,104,396.93333,344,0,43.625402,5
R0032760,W002760,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C08,R_TSV_ETCH_H8_V1,2025-02-26T17:12:00Z,2025-02-26T17:24:57Z,777.9671,20.150811,0.050333845,249.51899,4791.3693,1818.9928,0.12,0.03399857,104,396.93333,344,0,45.092846,3
R0032761,W002761,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C01,R_TSV_ETCH_H8_V1,2025-02-26T17:20:00Z,2025-02-26T17:33:22Z,802.54725,20.1509,0.050448546,255.4878,5045.5992,1823.6753,0.14596093,0.015060558,105,406.66667,345,0,44.157052,3
R0032762,W002762,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C02,R_TSV_ETCH_H8_V1,2025-02-26T17:28:00Z,2025-02-26T17:41:06Z,786.72607,19.85092,0.049552322,248.83173,5086.5116,1789.581,0.12,0.039394275,105,406.66667,345,0,42.761447,1
R0032763,W002763,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C03,R_TSV_ETCH_H8_V1,2025-02-26T17:36:00Z,2025-02-26T17:49:05Z,785.3635,20.052713,0.050146994,252.03929,5103.7555,1821.3029,0.1279538,0.012879343,105,406.66667,345,0,44.764697,0
R0032764,W002764,TSV_ETCH,6,TSV_ETCH_T02,TSV_ETCH_C04,R_TSV_ETCH_H8_V1,2025-02-26T17:44:00Z,2025-02-26T17:57:13Z,793.82729,20.152079,0.050625855,243.42204,5231.3344,1818.6113,0.14967029,0.030672572,105,406.66667,345,0,40.600175,3
R0032765,W002765,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C05,R_TSV_ETCH_H8_V1,2025-02-26T17:52:00Z,2025-02-26T18:05:01Z,781.59348,20.185544,0.049337287,246.75526,5115.2547,1824.0762,0.13289875,0.036596111,105,406.66667,345,0,41.972632,1
R0032766,W002766,TSV_ETCH,6,TSV_ETCH_T03,TSV_ETCH_C06,R_TSV_ETCH_H8_V1,2025-02-26T18:00:00Z,2025-02-26T18:12:54Z,774.56476,20.10373,0.051210909,252.77399,5175.2434,1836.9604,0.15142825,0.0063529453,105,398,345,0,44.825278,2
R0032767,W002767,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C07,R_TSV_ETCH_H8_V1,2025-02-26T18:08:00Z,2025-02-26T18:21:10Z,790.12778,20.174401,0.050966756,242.00837,5176.274,1801.4786,0.1365937,0.0034258039,105,398,345,0,43.900515,0
R0032768,W002768,TSV_ETCH,6,TSV_ETCH_T04,TSV_ETCH_C08,R_TSV_ETCH_H8_V1,2025-02-26T18:16:00Z,2025-02-26T18:29:02Z,782.0209,20.225602,0.050755396,255.91797,4961.9934,1797.8134,0.12335946,0.031041953,105,398,345,0,42.260137,2
R0032769,W002769,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C01,R_TSV_ETCH_H8_V1,2025-02-26T18:24:00Z,2025-02-26T18:36:55Z,775.56896,20.198773,0.050942807,255.7594,5194.0574,1821.076,0.13726992,0.0072170732,106,407.73333,346,0,42.461841,2
R0032770,W002770,TSV_ETCH,6,TSV_ETCH_T01,TSV_ETCH_C02,R_TSV_ETCH_H8_V1,2025-02-26T18:32:00Z,2025-02-26T18:44:56Z,776.69739,20.332293,0.050280302,247.83238,4948.2323,1786.402,0.12,0.010051269,106,407.73333,346,0,42.807189,0
