base_die_id,base_lot_id,receiving_lot_id,base_die_source,probe_time_utc,base_die_thickness_um,base_leakage_current_ua,base_probe_pass,split,inventory_status
B0012187,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.763645,1.0306553,1,train,assembled
B0012188,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.350431,1.788433,1,train,assembled
B0012189,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.795306,1.0129417,1,train,assembled
B0012190,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.165667,0.84173439,1,train,assembled
B0012191,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.091126,0.98725013,1,train,assembled
B0012192,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.883946,1.0077193,1,train,assembled
B0012193,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.21291,1.3917692,1,train,assembled
B0012194,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.633778,0.82055577,1,train,assembled
B0012195,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.068495,1.0960617,1,train,assembled
B0012196,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.194868,1.2247756,1,train,assembled
B0012197,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.10625,1.1392277,1,train,assembled
B0012198,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.254573,0.94912567,1,train,assembled
B0012199,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.036577,1.0115157,1,train,assembled
B0012200,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.975309,1.0377014,1,train,assembled
B0012201,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.863273,0.82366252,1,train,assembled
B0012202,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.972132,1.304401,1,train,assembled
B0012203,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.713159,1.2566713,1,train,assembled
B0012204,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.003485,1.6950995,1,train,assembled
B0012205,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.992332,1.1878449,1,train,assembled
B0012206,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.071552,1.3864692,1,train,assembled
B0012207,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.488998,1.1155888,1,train,assembled
B0012208,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.915338,1.0827208,1,train,assembled
B0012209,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.016796,1.1262095,1,train,assembled
B0012210,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.15941,1.2879521,1,train,assembled
B0012211,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.91619,1.0539101,1,train,assembled
B0012212,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.84728,1.0429001,1,train,assembled
B0012213,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.301643,0.96389183,1,train,assembled
B0012214,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.890763,1.3455309,1,train,assembled
B0012215,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.742154,1.2560647,1,train,assembled
B0012216,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.672062,0.97366701,1,train,assembled
B0012217,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.575029,1.0119203,1,train,assembled
B0012218,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.592386,1.3177859,1,train,assembled
B0012219,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.95698,1.1132159,1,train,assembled
B0012220,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.080208,1.2279672,1,train,assembled
B0012221,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.793969,1.0572991,1,train,assembled
B0012222,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.679526,1.4021553,1,train,assembled
B0012223,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.934052,1.2370447,1,train,assembled
B0012224,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.624585,0.87451374,1,train,assembled
B0012225,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.348126,1.4821311,1,train,assembled
B0012226,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.835737,1.0251744,1,train,assembled
B0012227,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.770149,1.2487933,1,train,assembled
B0012228,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.620298,1.1752342,1,train,assembled
B0012229,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.743463,1.5863502,1,train,assembled
B0012230,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.140031,1.3230362,1,train,assembled
B0012231,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.342131,1.0396334,1,train,assembled
B0012232,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.992529,1.077534,1,train,assembled
B0012233,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.219656,0.88706201,1,train,assembled
B0012234,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.05087,1.0739905,1,train,assembled
B0012235,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.016827,1.6886693,1,train,assembled
B0012236,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.170074,0.98222553,1,train,assembled
B0012237,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.370588,0.80344947,1,train,assembled
B0012238,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.624319,1.5729335,1,train,assembled
B0012239,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.643304,1.1380642,1,train,assembled
B0012240,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.211324,1.4083676,1,train,assembled
B0012241,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.44061,1.4677215,1,train,assembled
B0012242,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.938488,1.5037466,1,train,assembled
B0012243,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.941677,1.673057,1,train,assembled
B0012244,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.474449,1.5209253,1,train,assembled
B0012245,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.011087,0.84621991,1,train,eligible_unassigned
B0012246,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.989918,1.2340604,1,train,eligible_unassigned
B0012247,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.036358,1.0328153,1,train,eligible_unassigned
B0012248,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.74674,1.201222,1,train,eligible_unassigned
B0012249,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.972034,1.2610705,1,train,eligible_unassigned
B0012250,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.403098,1.080039,1,train,eligible_unassigned
B0012251,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.481702,1.1411015,1,train,eligible_unassigned
B0012252,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.122952,1.2242272,1,train,eligible_unassigned
B0012253,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,50.139938,1.0506358,1,train,eligible_unassigned
B0012254,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.922531,1.3119737,1,train,eligible_unassigned
B0012255,BL0146,L0146,synthetic_internal_HBM3E,2025-03-19T12:00:00Z,49.949718,1.2188792,1,train,eligible_unassigned
B0012256,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.888122,1.4805971,1,train,assembled
B0012257,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.470809,1.1931747,1,train,assembled
B0012258,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.083076,0.96095789,1,train,assembled
B0012259,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.948143,1.1089751,1,train,assembled
B0012260,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.802432,1.7533735,1,train,assembled
B0012261,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.189636,1.5100922,1,train,assembled
B0012262,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.980952,1.6070507,1,train,assembled
B0012263,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.25189,1.2835508,1,train,assembled
B0012264,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.378303,1.4987952,1,train,assembled
B0012265,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.750839,1.3626966,1,train,assembled
B0012266,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.523573,1.2393888,1,train,assembled
B0012267,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.464321,1.3040009,1,train,assembled
B0012268,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.992952,1.1684728,1,train,assembled
B0012269,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.148389,1.4185139,1,train,assembled
B0012270,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.93636,1.4805323,1,train,assembled
B0012271,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.560818,1.5294058,1,train,assembled
B0012272,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.003428,1.0816176,1,train,assembled
B0012273,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.166362,1.2285821,1,train,assembled
B0012274,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.086518,2.0738893,1,train,assembled
B0012275,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.369429,1.1122434,1,train,assembled
B0012276,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.230462,1.0817751,1,train,assembled
B0012277,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.13339,1.182127,1,train,assembled
B0012278,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.577343,1.0905267,1,train,assembled
B0012279,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.612351,1.316682,1,train,assembled
B0012280,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.532398,1.3741185,1,train,assembled
B0012281,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.961581,1.2224994,1,train,assembled
B0012282,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.858316,1.4332261,1,train,assembled
B0012283,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.243779,1.3965221,1,train,assembled
B0012284,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.302295,1.4762987,1,train,assembled
B0012285,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.834245,1.118913,1,train,assembled
B0012286,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.866051,1.4695827,1,train,assembled
B0012287,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.566362,1.4396701,1,train,assembled
B0012288,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.023407,1.1510145,1,train,assembled
B0012289,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.269542,1.278962,1,train,assembled
B0012290,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.862823,1.2169333,1,train,assembled
B0012291,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.681118,1.3989344,1,train,assembled
B0012292,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.182538,1.6461815,1,train,assembled
B0012293,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.906234,1.3772605,1,train,assembled
B0012294,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.650201,1.2989455,1,train,assembled
B0012295,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.661347,0.88804705,1,train,assembled
B0012296,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.535054,1.2310734,1,train,assembled
B0012297,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.885926,1.12435,1,train,assembled
B0012298,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.94769,1.0432386,0,train,rejected
B0012299,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.554156,1.0378077,1,train,assembled
B0012300,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.148711,1.0896136,1,train,assembled
B0012301,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.54923,1.101887,1,train,assembled
B0012302,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.54186,1.2693641,1,train,assembled
B0012303,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.278094,1.2729076,1,train,assembled
B0012304,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.679704,1.6156507,1,train,assembled
B0012305,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.857438,1.7290483,1,train,assembled
B0012306,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.233469,1.4229652,1,train,assembled
B0012307,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.630152,0.95267128,1,train,assembled
B0012308,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.28056,1.4560072,1,train,assembled
B0012309,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.745908,1.3416956,1,train,assembled
B0012310,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.775432,1.0959403,1,train,assembled
B0012311,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.399378,1.2207615,1,train,assembled
B0012312,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.049162,0.85003567,1,train,assembled
B0012313,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.317257,1.3309019,1,train,assembled
B0012314,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.927775,1.4614115,1,train,assembled
B0012315,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.756689,2.2270972,1,train,assembled
B0012316,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.762774,1.3556433,1,train,assembled
B0012317,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.228686,0.7636874,1,train,assembled
B0012318,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.86762,1.181472,1,train,assembled
B0012319,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.534987,0.90979221,1,train,assembled
B0012320,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.248942,1.5328172,1,train,assembled
B0012321,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.353592,1.3543248,1,train,assembled
B0012322,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.31691,1.04778,1,train,assembled
B0012323,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.119342,1.0560319,1,train,assembled
B0012324,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.840195,1.2419378,1,train,assembled
B0012325,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.856032,1.6709625,1,train,assembled
B0012326,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.422427,0.85867758,1,train,assembled
B0012327,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.049773,0.98641452,1,train,assembled
B0012328,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.191305,1.6236981,1,train,assembled
B0012329,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.730161,1.0472694,1,train,assembled
B0012330,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.27475,1.1940658,1,train,assembled
B0012331,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.245665,1.0902565,1,train,assembled
B0012332,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.597103,0.85134491,1,train,assembled
B0012333,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.817534,1.0282575,1,train,assembled
B0012334,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.137826,0.78679864,1,train,assembled
B0012335,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.945078,1.1297538,1,train,assembled
B0012336,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.659501,0.90718045,1,train,assembled
B0012337,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.685867,1.3717444,1,train,assembled
B0012338,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.327745,1.4829939,1,train,assembled
B0012339,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.950855,1.092033,1,train,assembled
B0012340,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.139489,1.1972826,1,train,assembled
B0012341,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.678165,1.4217662,1,train,assembled
B0012342,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.667147,1.2262804,1,train,assembled
B0012343,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.28619,1.1625691,1,train,assembled
B0012344,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.251064,1.6078199,1,train,assembled
B0012345,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.758526,1.1775704,1,train,assembled
B0012346,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.951041,1.2770296,1,train,assembled
B0012347,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.931175,1.3354052,1,train,assembled
B0012348,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.626885,0.99046707,1,train,assembled
B0012349,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.896984,1.3982731,1,train,assembled
B0012350,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.828364,1.2217672,1,train,assembled
B0012351,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.122652,1.2497883,1,train,eligible_unassigned
B0012352,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.953538,1.1625532,1,train,eligible_unassigned
B0012353,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.460734,1.3144578,1,train,eligible_unassigned
B0012354,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.079676,1.5395372,1,train,eligible_unassigned
B0012355,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.14904,1.612002,1,train,eligible_unassigned
B0012356,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.919204,1.1290884,1,train,eligible_unassigned
B0012357,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.769919,1.1650555,1,train,eligible_unassigned
B0012358,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,49.679282,1.1466189,1,train,eligible_unassigned
B0012359,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.080831,1.9814015,1,train,eligible_unassigned
B0012360,BL0147,L0147,synthetic_internal_HBM3E,2025-03-20T00:00:00Z,50.812796,1.2713805,1,train,eligible_unassigned
B0012361,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.62663,1.401206,1,train,assembled
B0012362,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.777015,1.3212264,1,train,assembled
B0012363,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.942841,1.3080487,1,train,assembled
B0012364,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.502612,1.0413841,1,train,assembled
B0012365,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.23377,1.420864,1,train,assembled
B0012366,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.075979,1.2443252,1,train,assembled
B0012367,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.267559,0.64538645,1,train,assembled
B0012368,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.755827,1.3150436,1,train,assembled
B0012369,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.553619,1.242183,0,train,rejected
B0012370,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.391524,0.77592744,1,train,assembled
B0012371,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.004182,0.82337133,1,train,assembled
B0012372,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.955869,1.9136054,1,train,assembled
B0012373,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.807938,1.1736994,1,train,assembled
B0012374,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.324931,1.2167777,1,train,assembled
B0012375,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.752285,1.8463409,1,train,assembled
B0012376,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.602115,1.0863789,1,train,assembled
B0012377,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.349576,1.4962288,1,train,assembled
B0012378,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.380065,1.2010903,1,train,assembled
B0012379,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.693593,1.5836532,1,train,assembled
B0012380,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.772757,1.3765752,1,train,assembled
B0012381,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.055453,1.636162,1,train,assembled
B0012382,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.182708,1.3175707,1,train,assembled
B0012383,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.74332,1.4686232,1,train,assembled
B0012384,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.028683,1.4426693,1,train,assembled
B0012385,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.530154,1.1213734,1,train,assembled
B0012386,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.99552,1.4811774,1,train,assembled
B0012387,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.527296,1.0814047,1,train,assembled
B0012388,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.12174,1.2749857,1,train,assembled
B0012389,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.615396,1.030655,1,train,assembled
B0012390,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.047377,1.619453,1,train,assembled
B0012391,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,48.946825,1.1176679,1,train,assembled
B0012392,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.267055,1.6116787,1,train,assembled
B0012393,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.196702,1.5722886,1,train,assembled
B0012394,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.079543,1.2419266,1,train,assembled
B0012395,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.032763,1.0926998,1,train,assembled
B0012396,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.349794,1.2436351,1,train,assembled
B0012397,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.057825,1.1834271,1,train,assembled
B0012398,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.992289,1.7084583,1,train,assembled
B0012399,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.960111,1.5786816,1,train,assembled
B0012400,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.482288,1.669205,1,train,assembled
B0012401,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.380721,1.2144178,1,train,assembled
B0012402,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.310678,1.3583928,1,train,assembled
B0012403,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.737735,1.005644,1,train,assembled
B0012404,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.861554,0.9450076,1,train,assembled
B0012405,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.372794,1.3024579,1,train,assembled
B0012406,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.837557,1.681917,1,train,assembled
B0012407,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.912756,1.3663069,1,train,assembled
B0012408,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,50.011021,1.319764,1,train,assembled
B0012409,BL0148,L0148,synthetic_internal_HBM3E,2025-03-20T12:00:00Z,49.687457,1.7459629,1,train,assembled
