die_id,available_time_utc,tsv_count_assumed,tsv_pitch_um_assumed,tsv_diameter_um,tsv_etched_depth_um,tsv_etch_aspect_ratio,tsv_conductor_length_um,tsv_sidewall_angle_deg,tsv_liner_thickness_nm,tsv_copper_void_pct,tsv_resistance_mohm,detected_tsv_open_count,detected_tsv_short_count,tsv_continuity_pass
D0101287,2025-03-09T20:00:00Z,8192,35,,,,53.08832,,,,44.842676,0,0,1
D0101288,2025-03-09T20:00:00Z,8192,35,,,,53.16436,,,,46.038808,0,0,1
D0101289,2025-03-09T20:00:00Z,8192,35,,,,53.373324,,,,45.252655,0,0,1
D0101290,2025-03-09T20:00:00Z,8192,35,5.1955168,65.913079,12.68653,52.598153,89.28037,210.98148,0.86042611,44.900538,0,0,1
D0101291,2025-03-09T20:00:00Z,8192,35,,,,52.639824,,,,45.360386,0,0,1
D0101292,2025-03-09T20:00:00Z,8192,35,,,,52.984064,,,,44.004029,0,0,1
D0101293,2025-03-09T20:00:00Z,8192,35,,,,53.128104,,,,48.304647,0,0,1
D0101294,2025-03-09T20:00:00Z,8192,35,,,,52.88953,,,,43.723855,0,0,1
D0101295,2025-03-09T20:00:00Z,8192,35,,,,53.065501,,,,48.916621,0,0,1
D0101296,2025-03-09T20:00:00Z,8192,35,,,,53.262999,,,,46.181847,0,0,1
D0101297,2025-03-09T20:00:00Z,8192,35,5.2077218,66.35344,12.741357,52.828365,89.334907,211.5669,0.87164665,45.501171,0,0,1
D0101298,2025-03-09T20:00:00Z,8192,35,,,,53.130151,,,,46.135871,0,0,1
D0101299,2025-03-09T20:00:00Z,8192,35,,,,53.045345,,,,47.446277,0,0,1
D0101300,2025-03-09T20:00:00Z,8192,35,,,,53.195157,,,,45.740345,0,0,1
D0101301,2025-03-09T20:00:00Z,8192,35,,,,52.748381,,,,46.582378,0,0,1
D0101302,2025-03-09T20:00:00Z,8192,35,5.1232992,66.371474,12.954831,53.479385,89.324397,210.07334,0.59788539,48.305889,0,0,1
D0101303,2025-03-09T20:00:00Z,8192,35,,,,53.098503,,,,47.264289,0,0,1
D0101304,2025-03-09T20:00:00Z,8192,35,,,,52.984178,,,,49.456432,0,0,1
D0101305,2025-03-09T20:00:00Z,8192,35,,,,53.288928,,,,45.162178,0,0,1
D0101306,2025-03-09T20:00:00Z,8192,35,5.1994094,66.330776,12.757367,52.994093,89.295876,210.63114,0.79276699,45.401549,0,0,1
D0101307,2025-03-09T20:00:00Z,8192,35,,,,53.109681,,,,47.216292,0,0,1
D0101308,2025-03-09T20:00:00Z,8192,35,,,,52.878428,,,,45.980058,0,0,1
D0101309,2025-03-09T20:00:00Z,8192,35,,,,52.850707,,,,47.176138,0,0,1
D0101310,2025-03-09T20:00:00Z,8192,35,,,,53.015943,,,,49.093507,0,0,1
D0101311,2025-03-09T20:00:00Z,8192,35,,,,53.052249,,,,47.300154,0,0,1
D0101312,2025-03-09T20:00:00Z,8192,35,,,,53.10003,,,,50.20211,0,0,1
D0101313,2025-03-09T20:08:00Z,8192,35,,,,51.758725,,,,47.939966,0,0,1
D0101314,2025-03-09T20:08:00Z,8192,35,,,,51.857272,,,,47.496645,0,0,1
D0101315,2025-03-09T20:08:00Z,8192,35,,,,52.14097,,,,47.201043,0,0,1
D0101316,2025-03-09T20:08:00Z,8192,35,4.9788394,64.469593,12.948719,51.921502,89.434214,206.97109,0.65507116,48.370418,0,0,1
D0101317,2025-03-09T20:08:00Z,8192,35,,,,51.887238,,,,49.6804,0,0,1
D0101318,2025-03-09T20:08:00Z,8192,35,5.0805434,64.318712,12.65981,51.63399,89.569517,198.58741,0.45255866,47.337498,0,0,1
D0101319,2025-03-09T20:08:00Z,8192,35,,,,52.005644,,,,46.690891,0,0,1
D0101320,2025-03-09T20:08:00Z,8192,35,,,,51.941705,,,,48.793587,0,0,1
D0101321,2025-03-09T20:08:00Z,8192,35,,,,51.701274,,,,50.561297,0,0,1
D0101322,2025-03-09T20:08:00Z,8192,35,5.1235046,65.251022,12.735623,51.797478,89.561479,199.76163,0.27240431,46.899335,0,0,1
D0101323,2025-03-09T20:08:00Z,8192,35,,,,51.312795,,,,47.261822,0,0,1
D0101324,2025-03-09T20:08:00Z,8192,35,,,,51.929755,,,,49.633091,0,0,1
D0101325,2025-03-09T20:08:00Z,8192,35,,,,51.478458,,,,50.106566,0,0,1
D0101326,2025-03-09T20:08:00Z,8192,35,,,,51.839558,,,,46.34772,0,0,1
D0101327,2025-03-09T20:08:00Z,8192,35,5.0611383,65.130213,12.868689,51.631587,89.399188,194.60422,0.40379996,48.292014,0,0,1
D0101328,2025-03-09T20:08:00Z,8192,35,,,,51.892278,,,,47.975653,0,0,1
D0101329,2025-03-09T20:08:00Z,8192,35,,,,51.649693,,,,46.203956,0,0,1
D0101330,2025-03-09T20:08:00Z,8192,35,,,,51.269026,,,,46.284663,0,0,1
D0101331,2025-03-09T20:08:00Z,8192,35,,,,52.017978,,,,49.773391,0,0,1
D0101332,2025-03-09T20:08:00Z,8192,35,5.0480145,65.274271,12.930682,51.74554,89.47748,201.1871,0.39376127,48.990029,0,0,1
D0101333,2025-03-09T20:08:00Z,8192,35,,,,51.674862,,,,50.901502,0,0,1
D0101334,2025-03-09T20:08:00Z,8192,35,,,,51.547572,,,,47.274134,0,0,1
D0101335,2025-03-09T20:08:00Z,8192,35,,,,51.974708,,,,47.554355,0,0,1
D0101336,2025-03-09T20:08:00Z,8192,35,,,,51.732172,,,,48.921958,0,0,1
D0101337,2025-03-09T20:08:00Z,8192,35,,,,51.682411,,,,50.069475,0,0,1
D0101338,2025-03-09T20:08:00Z,8192,35,,,,51.625991,,,,46.212656,0,0,1
D0101339,2025-03-09T20:08:00Z,8192,35,,,,51.956899,,,,50.08032,0,0,1
D0101340,2025-03-09T20:08:00Z,8192,35,,,,51.775777,,,,44.903343,0,0,1
D0101341,2025-03-09T20:08:00Z,8192,35,5.0661301,64.544587,12.740412,51.845713,89.599014,200.10684,0.3843877,48.742127,0,0,1
D0101342,2025-03-09T20:08:00Z,8192,35,,,,52.00741,,,,44.588029,0,0,1
D0101343,2025-03-09T20:08:00Z,8192,35,,,,51.816821,,,,46.307648,0,0,1
D0101344,2025-03-09T20:08:00Z,8192,35,,,,51.959501,,,,47.938609,0,0,1
D0101345,2025-03-09T20:16:00Z,8192,35,,,,52.388458,,,,50.617603,0,0,1
D0101346,2025-03-09T20:16:00Z,8192,35,,,,52.185408,,,,50.687789,0,0,1
D0101347,2025-03-09T20:16:00Z,8192,35,,,,52.092574,,,,50.774967,0,0,1
D0101348,2025-03-09T20:16:00Z,8192,35,,,,52.265542,,,,46.643236,0,0,1
D0101349,2025-03-09T20:16:00Z,8192,35,5.03723,64.119092,12.729038,51.762662,89.513608,200.80806,0.33439947,47.888326,0,0,1
D0101350,2025-03-09T20:16:00Z,8192,35,,,,52.260911,,,,46.85026,0,0,1
D0101351,2025-03-09T20:16:00Z,8192,35,,,,52.081982,,,,47.607393,0,0,1
D0101352,2025-03-09T20:16:00Z,8192,35,,,,52.37405,,,,47.831984,0,0,1
D0101353,2025-03-09T20:16:00Z,8192,35,,,,52.003687,,,,47.72957,0,0,1
D0101354,2025-03-09T20:16:00Z,8192,35,5.0199653,64.425391,12.833832,52.215992,89.555063,198.09731,0.30997023,48.902306,0,0,1
D0101355,2025-03-09T20:16:00Z,8192,35,,,,52.076614,,,,46.837507,0,0,1
D0101356,2025-03-09T20:16:00Z,8192,35,,,,51.996412,,,,47.233012,0,0,1
D0101357,2025-03-09T20:16:00Z,8192,35,,,,52.620879,,,,52.201981,0,0,1
D0101358,2025-03-09T20:16:00Z,8192,35,,,,52.248589,,,,49.087029,0,0,1
D0101359,2025-03-09T20:16:00Z,8192,35,,,,51.635049,,,,45.514952,0,0,1
D0101360,2025-03-09T20:16:00Z,8192,35,,,,51.81258,,,,49.276248,0,0,1
D0101361,2025-03-09T20:16:00Z,8192,35,,,,52.021579,,,,48.516212,0,0,1
D0101362,2025-03-09T20:16:00Z,8192,35,,,,51.997479,,,,49.837842,0,0,1
D0101363,2025-03-09T20:16:00Z,8192,35,,,,52.179543,,,,46.953384,0,0,1
D0101364,2025-03-09T20:16:00Z,8192,35,,,,52.11133,,,,46.34584,0,0,1
D0101365,2025-03-09T20:16:00Z,8192,35,,,,52.478987,,,,46.507806,0,0,1
D0101366,2025-03-09T20:16:00Z,8192,35,,,,51.72856,,,,48.089903,0,0,1
D0101367,2025-03-09T20:16:00Z,8192,35,,,,52.096161,,,,44.848606,0,0,1
D0101368,2025-03-09T20:16:00Z,8192,35,,,,52.456009,,,,47.392124,0,0,1
D0101369,2025-03-09T20:16:00Z,8192,35,,,,52.064562,,,,48.0218,0,0,1
D0101370,2025-03-09T20:16:00Z,8192,35,,,,51.922187,,,,50.221537,1,0,0
D0101371,2025-03-09T20:16:00Z,8192,35,,,,52.199552,,,,50.575679,0,0,1
D0101372,2025-03-09T20:16:00Z,8192,35,,,,52.053021,,,,47.216637,0,0,1
D0101373,2025-03-09T20:16:00Z,8192,35,,,,52.013826,,,,49.006115,0,0,1
D0101374,2025-03-09T20:16:00Z,8192,35,,,,52.474978,,,,45.758905,0,0,1
D0101375,2025-03-09T20:16:00Z,8192,35,,,,52.038805,,,,50.535536,0,0,1
D0101376,2025-03-09T20:16:00Z,8192,35,,,,52.425072,,,,50.777269,0,0,1
D0101377,2025-03-09T20:24:00Z,8192,35,,,,51.834612,,,,45.87332,0,0,1
D0101378,2025-03-09T20:24:00Z,8192,35,,,,51.93549,,,,44.615933,0,0,1
D0101379,2025-03-09T20:24:00Z,8192,35,5.1391692,65.704917,12.785124,51.870088,89.548791,206.48545,0.18354733,44.838918,0,0,1
D0101380,2025-03-09T20:24:00Z,8192,35,,,,52.048378,,,,49.944299,0,0,1
D0101381,2025-03-09T20:24:00Z,8192,35,5.0717219,65.002867,12.816726,52.000156,89.520536,202.55389,0.11539051,47.76738,0,0,1
D0101382,2025-03-09T20:24:00Z,8192,35,5.164294,64.666748,12.521895,52.017716,89.493453,196.74085,0.29640494,47.307486,0,0,1
D0101383,2025-03-09T20:24:00Z,8192,35,,,,52.077386,,,,49.777193,0,0,1
D0101384,2025-03-09T20:24:00Z,8192,35,,,,52.423522,,,,50.276453,0,0,1
D0101385,2025-03-09T20:24:00Z,8192,35,,,,51.533755,,,,48.724429,0,0,1
D0101386,2025-03-09T20:24:00Z,8192,35,,,,52.308959,,,,48.690542,0,0,1
D0101387,2025-03-09T20:24:00Z,8192,35,,,,51.540041,,,,48.645497,0,0,1
D0101388,2025-03-09T20:24:00Z,8192,35,4.9272941,65.225976,13.237687,52.170588,89.580037,202.92272,0.20664231,51.226122,0,0,1
D0101389,2025-03-09T20:24:00Z,8192,35,,,,52.295755,,,,49.908239,0,0,1
D0101390,2025-03-09T20:24:00Z,8192,35,,,,51.850619,,,,52.424535,0,0,1
D0101391,2025-03-09T20:24:00Z,8192,35,,,,52.153011,,,,44.948858,0,0,1
D0101392,2025-03-09T20:24:00Z,8192,35,4.8715391,65.523878,13.450344,52.181575,89.450096,206.00072,0.27064591,51.594552,0,0,1
D0101393,2025-03-09T20:24:00Z,8192,35,5.0385111,65.057353,12.912019,51.848277,89.554875,204.55578,0.20318922,49.734554,0,0,1
D0101394,2025-03-09T20:24:00Z,8192,35,4.950618,65.577515,13.246329,51.838363,89.518546,203.45424,0.13135149,49.835998,0,0,1
D0101395,2025-03-09T20:24:00Z,8192,35,4.9435361,64.38911,13.02491,51.927463,89.436219,200.91179,0.14245773,49.734744,0,0,1
D0101396,2025-03-09T20:24:00Z,8192,35,,,,52.243392,,,,49.351079,0,0,1
D0101397,2025-03-09T20:24:00Z,8192,35,,,,52.20182,,,,49.729427,0,0,1
D0101398,2025-03-09T20:24:00Z,8192,35,,,,51.899749,,,,48.60138,0,0,1
D0101399,2025-03-09T20:24:00Z,8192,35,,,,51.929945,,,,46.465897,0,0,1
D0101400,2025-03-09T20:24:00Z,8192,35,,,,52.238282,,,,47.345015,0,0,1
D0101401,2025-03-09T20:24:00Z,8192,35,,,,51.848727,,,,52.448069,0,0,1
D0101402,2025-03-09T20:24:00Z,8192,35,,,,52.077574,,,,46.331879,0,0,1
D0101403,2025-03-09T20:24:00Z,8192,35,,,,51.95279,,,,45.952103,0,0,1
D0101404,2025-03-09T20:24:00Z,8192,35,,,,52.274636,,,,48.901097,0,0,1
D0101405,2025-03-09T20:24:00Z,8192,35,,,,52.234311,,,,48.621283,0,0,1
D0101406,2025-03-09T20:24:00Z,8192,35,,,,52.442871,,,,45.473013,0,0,1
D0101407,2025-03-09T20:24:00Z,8192,35,,,,51.835184,,,,46.481962,0,0,1
D0101408,2025-03-09T20:24:00Z,8192,35,5.0244215,64.264751,12.790478,52.080354,89.586033,200.92566,0.086017829,48.926359,0,0,1
D0101409,2025-03-09T20:32:00Z,8192,35,,,,52.208974,,,,44.89653,0,0,1
D0101410,2025-03-09T20:32:00Z,8192,35,,,,52.326552,,,,50.17666,0,0,1
D0101411,2025-03-09T20:32:00Z,8192,35,4.9809295,65.30565,13.111137,51.741499,89.454718,203.96332,0.370536,49.842009,0,0,1
D0101412,2025-03-09T20:32:00Z,8192,35,5.0166388,65.252186,13.007152,52.189429,89.464126,198.67502,0.49465702,48.670146,0,0,1
D0101413,2025-03-09T20:32:00Z,8192,35,,,,52.067029,,,,46.92592,0,0,1
D0101414,2025-03-09T20:32:00Z,8192,35,5.0624388,64.4915,12.739216,51.806995,89.398998,199.79505,0.41236557,48.205594,0,0,1
D0101415,2025-03-09T20:32:00Z,8192,35,,,,52.139256,,,,50.53504,0,0,1
D0101416,2025-03-09T20:32:00Z,8192,35,,,,51.94396,,,,46.535453,0,0,1
D0101417,2025-03-09T20:32:00Z,8192,35,,,,52.122167,,,,47.819609,0,0,1
D0101418,2025-03-09T20:32:00Z,8192,35,5.02434,64.219361,12.781651,51.711852,89.488939,204.65002,0.48578851,45.680607,0,0,1
D0101419,2025-03-09T20:32:00Z,8192,35,5.0015483,63.837179,12.763483,52.181676,89.583172,200.76776,0.36574759,50.377469,0,0,1
D0101420,2025-03-09T20:32:00Z,8192,35,,,,51.553152,,,,50.56426,0,0,1
D0101421,2025-03-09T20:32:00Z,8192,35,,,,52.016916,,,,47.184154,0,0,1
D0101422,2025-03-09T20:32:00Z,8192,35,,,,52.042922,,,,48.39432,0,0,1
D0101423,2025-03-09T20:32:00Z,8192,35,,,,52.53926,,,,48.124173,0,0,1
D0101424,2025-03-09T20:32:00Z,8192,35,,,,52.014813,,,,49.122876,0,0,1
D0101425,2025-03-09T20:32:00Z,8192,35,4.955592,64.883233,13.092933,51.745764,89.395302,204.95786,0.50879341,49.593881,0,0,1
D0101426,2025-03-09T20:32:00Z,8192,35,,,,52.317869,,,,48.073952,0,0,1
D0101427,2025-03-09T20:32:00Z,8192,35,,,,52.029794,,,,46.237431,0,0,1
D0101428,2025-03-09T20:32:00Z,8192,35,,,,52.112269,,,,48.146285,0,0,1
D0101429,2025-03-09T20:32:00Z,8192,35,,,,51.823346,,,,49.705989,0,0,1
D0101430,2025-03-09T20:32:00Z,8192,35,,,,51.872705,,,,46.713004,0,0,1
D0101431,2025-03-09T20:32:00Z,8192,35,,,,51.744797,,,,48.880882,0,0,1
D0101432,2025-03-09T20:32:00Z,8192,35,,,,52.26821,,,,50.969787,0,0,1
D0101433,2025-03-09T20:32:00Z,8192,35,5.1177256,64.128637,12.530691,52.164064,89.539059,200.40634,0.75803601,44.205177,0,0,1
D0101434,2025-03-09T20:32:00Z,8192,35,4.963858,64.791682,13.052686,52.241697,89.522543,208.1434,0.37903829,48.233483,0,0,1
D0101435,2025-03-09T20:32:00Z,8192,35,,,,52.273705,,,,48.794264,0,0,1
D0101436,2025-03-09T20:32:00Z,8192,35,,,,52.19413,,,,49.920833,0,0,1
D0101437,2025-03-09T20:32:00Z,8192,35,,,,52.303864,,,,43.049771,0,0,1
D0101438,2025-03-09T20:32:00Z,8192,35,,,,51.939692,,,,49.583921,0,0,1
D0101439,2025-03-09T20:32:00Z,8192,35,5.0306939,64.558713,12.832964,52.002065,89.485616,200.8738,0.69938523,48.330966,0,0,1
D0101440,2025-03-09T20:32:00Z,8192,35,4.9201726,64.723272,13.154675,52.207068,89.526998,204.54157,0.48508891,50.675204,0,0,1
D0101441,2025-03-09T20:40:00Z,8192,35,5.1194544,64.975072,12.691796,52.320031,89.457813,204.85077,0.37800309,49.323988,0,0,1
D0101442,2025-03-09T20:40:00Z,8192,35,,,,52.301649,,,,51.069325,0,0,1
D0101443,2025-03-09T20:40:00Z,8192,35,,,,52.380769,,,,46.243778,0,0,1
D0101444,2025-03-09T20:40:00Z,8192,35,,,,52.1283,,,,50.388811,0,0,1
D0101445,2025-03-09T20:40:00Z,8192,35,,,,52.157896,,,,49.589633,0,0,1
D0101446,2025-03-09T20:40:00Z,8192,35,,,,52.3682,,,,48.692037,0,0,1
D0101447,2025-03-09T20:40:00Z,8192,35,4.9628634,65.452559,13.188467,52.134723,89.492628,192.92375,0.43131674,50.368056,0,0,1
D0101448,2025-03-09T20:40:00Z,8192,35,,,,52.429694,,,,48.500671,0,0,1
D0101449,2025-03-09T20:40:00Z,8192,35,5.0787259,64.68329,12.736125,52.41968,89.326454,201.94841,0.59807167,46.180301,0,0,1
D0101450,2025-03-09T20:40:00Z,8192,35,,,,52.587064,,,,46.323536,0,0,1
D0101451,2025-03-09T20:40:00Z,8192,35,,,,52.172704,,,,48.442843,0,0,1
D0101452,2025-03-09T20:40:00Z,8192,35,,,,52.086501,,,,48.601972,0,0,1
D0101453,2025-03-09T20:40:00Z,8192,35,,,,52.192525,,,,50.497802,0,0,1
D0101454,2025-03-09T20:40:00Z,8192,35,,,,52.699524,,,,48.382214,0,0,1
D0101455,2025-03-09T20:40:00Z,8192,35,5.0479675,65.323462,12.940547,51.770386,89.463773,203.68707,0.21401709,46.296096,0,0,1
D0101456,2025-03-09T20:40:00Z,8192,35,5.0046423,65.276402,13.043171,51.850633,89.467234,205.53819,0.48271245,49.939926,0,0,1
D0101457,2025-03-09T20:40:00Z,8192,35,5.0243457,65.147488,12.966363,52.244554,89.432685,203.9976,0.64028842,50.455963,0,0,1
D0101458,2025-03-09T20:40:00Z,8192,35,,,,52.105044,,,,47.484317,0,0,1
D0101459,2025-03-09T20:40:00Z,8192,35,4.9855696,64.788961,12.995298,52.575992,89.598669,201.01915,0.40309798,51.030994,0,0,1
D0101460,2025-03-09T20:40:00Z,8192,35,4.9889865,65.437191,13.116329,52.07343,89.422017,200.09435,0.45102424,49.886357,0,0,1
D0101461,2025-03-09T20:40:00Z,8192,35,,,,52.421562,,,,47.401043,0,0,1
D0101462,2025-03-09T20:40:00Z,8192,35,5.0383506,65.123678,12.925595,52.538759,89.444343,199.27761,0.3461188,47.350868,0,0,1
D0101463,2025-03-09T20:40:00Z,8192,35,,,,52.345454,,,,50.569921,0,0,1
D0101464,2025-03-09T20:40:00Z,8192,35,,,,52.31237,,,,50.183523,0,0,1
D0101465,2025-03-09T20:40:00Z,8192,35,5.1106712,64.512539,12.623105,52.225869,89.527616,202.1239,0.42192448,46.758372,0,0,1
D0101466,2025-03-09T20:40:00Z,8192,35,4.9806941,64.993764,13.049138,52.140078,89.428493,200.21262,0.62475305,46.341744,0,0,1
D0101467,2025-03-09T20:40:00Z,8192,35,,,,52.154193,,,,46.656718,0,0,1
D0101468,2025-03-09T20:40:00Z,8192,35,5.0353054,65.678067,13.043512,52.318468,89.390447,203.46852,0.36925605,48.059383,0,0,1
D0101469,2025-03-09T20:40:00Z,8192,35,5.0539004,64.454844,12.753485,52.106221,89.506405,201.15895,1.0000645,45.592328,0,0,1
D0101470,2025-03-09T20:40:00Z,8192,35,,,,52.180432,,,,48.055488,0,0,1
D0101471,2025-03-09T20:40:00Z,8192,35,,,,52.370672,,,,45.851906,0,0,1
D0101472,2025-03-09T20:40:00Z,8192,35,,,,52.486217,,,,49.272455,0,0,1
D0101473,2025-03-09T20:48:00Z,8192,35,,,,52.471259,,,,47.661313,0,0,1
D0101474,2025-03-09T20:48:00Z,8192,35,5.1207492,65.760735,12.842014,52.289916,89.431124,200.01903,0.86670519,44.991146,0,0,1
D0101475,2025-03-09T20:48:00Z,8192,35,,,,52.449166,,,,48.966615,0,0,1
D0101476,2025-03-09T20:48:00Z,8192,35,,,,52.67389,,,,48.766875,0,0,1
D0101477,2025-03-09T20:48:00Z,8192,35,5.1177201,65.230387,12.745986,52.411035,89.438693,200.39165,0.97159929,46.528428,0,0,1
D0101478,2025-03-09T20:48:00Z,8192,35,,,,52.046565,,,,47.417191,0,0,1
D0101479,2025-03-09T20:48:00Z,8192,35,,,,52.838746,,,,45.104245,0,0,1
D0101480,2025-03-09T20:48:00Z,8192,35,5.0546817,64.968427,12.853119,52.637105,89.434785,194.49604,0.75079407,48.928054,0,0,1
D0101481,2025-03-09T20:48:00Z,8192,35,4.986168,66.258193,13.2884,52.225581,89.556445,203.95793,0.51649889,49.319981,0,0,1
D0101482,2025-03-09T20:48:00Z,8192,35,,,,52.406301,,,,48.378171,0,0,1
D0101483,2025-03-09T20:48:00Z,8192,35,,,,52.103803,,,,46.148829,0,0,1
D0101484,2025-03-09T20:48:00Z,8192,35,,,,52.53405,,,,49.258274,0,0,1
D0101485,2025-03-09T20:48:00Z,8192,35,,,,52.487914,,,,46.61743,0,0,1
D0101486,2025-03-09T20:48:00Z,8192,35,,,,52.357062,,,,48.782954,0,0,1
D0101487,2025-03-09T20:48:00Z,8192,35,5.0528217,64.911673,12.846619,52.098526,89.434862,201.42764,0.51305639,48.663098,0,0,1
D0101488,2025-03-09T20:48:00Z,8192,35,,,,52.298681,,,,49.519901,0,0,1
D0101489,2025-03-09T20:48:00Z,8192,35,,,,52.383321,,,,48.101846,0,0,1
D0101490,2025-03-09T20:48:00Z,8192,35,,,,51.938135,,,,47.883866,0,0,1
D0101491,2025-03-09T20:48:00Z,8192,35,,,,51.984007,,,,47.160718,0,0,1
D0101492,2025-03-09T20:48:00Z,8192,35,,,,52.131945,,,,48.263522,0,0,1
D0101493,2025-03-09T20:48:00Z,8192,35,,,,52.544851,,,,48.897466,1,0,0
D0101494,2025-03-09T20:48:00Z,8192,35,5.131545,65.912278,12.844529,52.339171,89.42322,198.89052,0.26675111,46.814677,0,0,1
D0101495,2025-03-09T20:48:00Z,8192,35,,,,52.13899,,,,49.771023,0,0,1
D0101496,2025-03-09T20:48:00Z,8192,35,,,,52.336851,,,,48.572497,0,0,1
D0101497,2025-03-09T20:48:00Z,8192,35,,,,52.083029,,,,46.948698,0,0,1
D0101498,2025-03-09T20:48:00Z,8192,35,,,,52.067021,,,,51.890436,0,0,1
D0101499,2025-03-09T20:48:00Z,8192,35,5.0724026,65.13443,12.840942,52.166742,89.441508,201.95799,0.44401026,47.71759,0,0,1
D0101500,2025-03-09T20:48:00Z,8192,35,,,,51.920023,,,,47.604128,0,0,1
D0101501,2025-03-09T20:48:00Z,8192,35,,,,52.370189,,,,47.845541,0,0,1
D0101502,2025-03-09T20:48:00Z,8192,35,,,,52.378618,,,,48.682854,0,0,1
D0101503,2025-03-09T20:48:00Z,8192,35,5.0928191,65.948912,12.949392,52.359002,89.403433,200.84719,0.92241677,48.439591,0,0,1
D0101504,2025-03-09T20:48:00Z,8192,35,,,,51.971507,,,,46.10032,0,0,1
D0101505,2025-03-09T20:56:00Z,8192,35,,,,52.152804,,,,47.845696,0,0,1
D0101506,2025-03-09T20:56:00Z,8192,35,,,,51.479402,,,,47.468093,0,0,1
D0101507,2025-03-09T20:56:00Z,8192,35,4.9856114,65.489867,13.135774,52.070562,89.494682,204.75912,0.28263841,48.707883,0,0,1
D0101508,2025-03-09T20:56:00Z,8192,35,,,,52.04656,,,,50.144609,0,0,1
D0101509,2025-03-09T20:56:00Z,8192,35,,,,51.347201,,,,46.694036,0,0,1
D0101510,2025-03-09T20:56:00Z,8192,35,,,,51.580127,,,,47.247853,0,0,1
D0101511,2025-03-09T20:56:00Z,8192,35,,,,51.982589,,,,47.377127,0,0,1
D0101512,2025-03-09T20:56:00Z,8192,35,,,,52.021871,,,,45.439652,0,0,1
D0101513,2025-03-09T20:56:00Z,8192,35,,,,51.597339,,,,46.052264,0,0,1
D0101514,2025-03-09T20:56:00Z,8192,35,,,,51.992551,,,,47.313092,0,0,1
D0101515,2025-03-09T20:56:00Z,8192,35,5.0849372,64.740825,12.731883,52.094233,89.48028,200.02412,0.32904415,47.501661,0,0,1
D0101516,2025-03-09T20:56:00Z,8192,35,,,,51.85052,,,,46.878707,0,0,1
D0101517,2025-03-09T20:56:00Z,8192,35,,,,51.682619,,,,49.300895,0,0,1
D0101518,2025-03-09T20:56:00Z,8192,35,,,,51.813422,,,,51.350726,0,0,1
D0101519,2025-03-09T20:56:00Z,8192,35,5.0289961,64.92721,12.910571,52.102021,89.50751,202.12202,0.20527581,47.895099,0,0,1
D0101520,2025-03-09T20:56:00Z,8192,35,,,,52.005901,,,,45.417551,0,0,1
D0101521,2025-03-09T20:56:00Z,8192,35,,,,51.826045,,,,45.8698,0,0,1
D0101522,2025-03-09T20:56:00Z,8192,35,5.0154833,65.135446,12.986873,51.762173,89.511421,195.35948,0.28402854,48.869234,0,0,1
D0101523,2025-03-09T20:56:00Z,8192,35,,,,52.075977,,,,51.327232,0,0,1
D0101524,2025-03-09T20:56:00Z,8192,35,,,,51.746622,,,,49.522783,0,0,1
D0101525,2025-03-09T20:56:00Z,8192,35,,,,51.895517,,,,49.78097,0,0,1
D0101526,2025-03-09T20:56:00Z,8192,35,,,,51.906405,,,,47.934809,0,0,1
D0101527,2025-03-09T20:56:00Z,8192,35,,,,51.908255,,,,48.599644,0,0,1
D0101528,2025-03-09T20:56:00Z,8192,35,,,,51.880105,,,,46.730926,0,0,1
D0101529,2025-03-09T20:56:00Z,8192,35,,,,52.001707,,,,48.506056,0,0,1
D0101530,2025-03-09T20:56:00Z,8192,35,,,,52.006404,,,,46.058331,0,0,1
D0101531,2025-03-09T20:56:00Z,8192,35,,,,51.842042,,,,47.547174,0,0,1
D0101532,2025-03-09T20:56:00Z,8192,35,,,,52.264387,,,,48.793089,0,0,1
D0101533,2025-03-09T20:56:00Z,8192,35,,,,51.776215,,,,48.704481,0,0,1
D0101534,2025-03-09T20:56:00Z,8192,35,,,,51.818038,,,,48.345544,0,0,1
D0101535,2025-03-09T20:56:00Z,8192,35,,,,52.041691,,,,49.616803,0,0,1
D0101536,2025-03-09T20:56:00Z,8192,35,,,,51.69543,,,,48.733091,0,0,1
D0101537,2025-03-09T21:04:00Z,8192,35,5.1056215,65.277444,12.785406,52.776768,89.353373,203.73591,0.34163126,47.466142,0,0,1
D0101538,2025-03-09T21:04:00Z,8192,35,,,,53.003738,,,,47.164488,0,0,1
D0101539,2025-03-09T21:04:00Z,8192,35,,,,52.780423,,,,45.915051,0,0,1
D0101540,2025-03-09T21:04:00Z,8192,35,,,,52.822224,,,,45.968874,0,0,1
D0101541,2025-03-09T21:04:00Z,8192,35,,,,53.215875,,,,49.458823,0,0,1
D0101542,2025-03-09T21:04:00Z,8192,35,,,,53.052416,,,,48.381637,0,0,1
D0101543,2025-03-09T21:04:00Z,8192,35,,,,53.106302,,,,48.84312,0,0,1
D0101544,2025-03-09T21:04:00Z,8192,35,5.1385691,64.498253,12.551792,53.141152,89.29202,206.10951,0.59066709,47.063012,0,0,1
D0101545,2025-03-09T21:04:00Z,8192,35,,,,52.612943,,,,46.109956,0,0,1
D0101546,2025-03-09T21:04:00Z,8192,35,,,,52.857373,,,,47.12943,0,0,1
D0101547,2025-03-09T21:04:00Z,8192,35,,,,52.865593,,,,46.660091,0,0,1
