die_id,stack_id,disposition
D0098974,S009128,assembled
D0098975,S009074,assembled
D0098976,S009076,assembled
D0098977,S009155,assembled
D0098978,S009094,assembled
D0098979,S009064,assembled
D0098980,S009097,assembled
D0098981,S009086,assembled
D0098982,S009132,assembled
D0098983,S009102,assembled
D0098984,S009134,assembled
D0098985,S009071,assembled
D0098986,S009128,assembled
D0098987,S009116,assembled
D0098988,S009138,assembled
D0098989,,screen_rejected
D0098990,S009080,assembled
D0098991,S009147,assembled
D0098992,S009090,assembled
D0098993,S009103,assembled
D0098994,S009080,assembled
D0098995,S009067,assembled
D0098996,S009094,assembled
D0098997,S009066,assembled
D0098998,S009117,assembled
D0098999,S009142,assembled
D0099000,S009111,assembled
D0099001,S009062,assembled
D0099002,S009071,assembled
D0099003,S009118,assembled
D0099004,S009128,assembled
D0099005,S009099,assembled
D0099006,S009132,assembled
D0099007,S009078,assembled
D0099008,S009079,assembled
D0099009,S009095,assembled
D0099010,S009063,assembled
D0099011,S009111,assembled
D0099012,S009146,assembled
D0099013,S009097,assembled
D0099014,S009066,assembled
D0099015,S009093,assembled
D0099016,S009097,assembled
D0099017,S009103,assembled
D0099018,S009084,assembled
D0099019,S009124,assembled
D0099020,S009137,assembled
D0099021,S009118,assembled
D0099022,S009106,assembled
D0099023,S009070,assembled
D0099024,S009136,assembled
D0099025,S009122,assembled
D0099026,S009114,assembled
D0099027,S009094,assembled
D0099028,S009114,assembled
D0099029,S009133,assembled
D0099030,S009120,assembled
D0099031,S009129,assembled
D0099032,S009115,assembled
D0099033,S009122,assembled
D0099034,S009155,assembled
D0099035,S009144,assembled
D0099036,S009128,assembled
D0099037,S009103,assembled
D0099038,S009068,assembled
D0099039,S009101,assembled
D0099040,S009124,assembled
D0099041,S009118,assembled
D0099042,S009061,assembled
D0099043,S009108,assembled
D0099044,S009092,assembled
D0099045,S009132,assembled
D0099046,S009130,assembled
D0099047,S009117,assembled
D0099048,S009073,assembled
D0099049,S009144,assembled
D0099050,S009063,assembled
D0099051,S009121,assembled
D0099052,S009136,assembled
D0099053,S009070,assembled
D0099054,S009133,assembled
D0099055,S009074,assembled
D0099056,S009131,assembled
D0099057,S009090,assembled
D0099058,S009145,assembled
D0099059,S009121,assembled
D0099060,S009139,assembled
D0099061,S009132,assembled
D0099062,S009136,assembled
D0099063,S009111,assembled
D0099064,S009147,assembled
D0099065,S009125,assembled
D0099066,S009098,assembled
D0099067,S009091,assembled
D0099068,S009103,assembled
D0099069,S009093,assembled
D0099070,S009095,assembled
D0099071,S009139,assembled
D0099072,S009105,assembled
D0099073,S009152,assembled
D0099074,S009107,assembled
D0099075,S009065,assembled
D0099076,S009123,assembled
D0099077,S009084,assembled
D0099078,S009092,assembled
D0099079,S009061,assembled
D0099080,S009107,assembled
D0099081,S009103,assembled
D0099082,S009072,assembled
D0099083,S009086,assembled
D0099084,S009119,assembled
D0099085,S009080,assembled
D0099086,S009114,assembled
D0099087,S009077,assembled
D0099088,S009155,assembled
D0099089,S009127,assembled
D0099090,S009112,assembled
D0099091,S009130,assembled
D0099092,S009138,assembled
D0099093,S009079,assembled
D0099094,S009089,assembled
D0099095,S009103,assembled
D0099096,S009151,assembled
D0099097,S009156,assembled
D0099098,S009138,assembled
D0099099,S009139,assembled
D0099100,S009070,assembled
D0099101,S009108,assembled
D0099102,S009076,assembled
D0099103,S009139,assembled
D0099104,S009093,assembled
D0099105,S009148,assembled
D0099106,S009091,assembled
D0099107,S009090,assembled
D0099108,S009122,assembled
D0099109,S009079,assembled
D0099110,S009102,assembled
D0099111,S009076,assembled
D0099112,S009074,assembled
D0099113,S009065,assembled
D0099114,S009098,assembled
D0099115,S009088,assembled
D0099116,S009135,assembled
D0099117,S009073,assembled
D0099118,S009099,assembled
D0099119,S009087,assembled
D0099120,S009120,assembled
D0099121,S009114,assembled
D0099122,S009129,assembled
D0099123,S009096,assembled
D0099124,S009146,assembled
D0099125,S009155,assembled
D0099126,S009072,assembled
D0099127,S009117,assembled
D0099128,S009072,assembled
D0099129,S009128,assembled
D0099130,S009087,assembled
D0099131,S009118,assembled
D0099132,S009079,assembled
D0099133,S009129,assembled
D0099134,S009082,assembled
D0099135,S009156,assembled
D0099136,S009127,assembled
D0099137,S009102,assembled
D0099138,S009101,assembled
D0099139,S009142,assembled
D0099140,S009124,assembled
D0099141,S009120,assembled
D0099142,S009089,assembled
D0099143,S009088,assembled
D0099144,S009100,assembled
D0099145,S009143,assembled
D0099146,,eligible_unassigned
D0099147,S009061,assembled
D0099148,S009066,assembled
D0099149,S009064,assembled
D0099150,S009083,assembled
D0099151,S009101,assembled
D0099152,S009063,assembled
D0099153,,screen_rejected
D0099154,S009125,assembled
D0099155,S009084,assembled
D0099156,S009091,assembled
D0099157,S009060,assembled
D0099158,S009123,assembled
D0099159,S009084,assembled
D0099160,S009136,assembled
D0099161,S009081,assembled
D0099162,S009077,assembled
D0099163,S009150,assembled
D0099164,S009101,assembled
D0099165,S009080,assembled
D0099166,S009121,assembled
D0099167,S009100,assembled
D0099168,S009106,assembled
D0099169,S009104,assembled
D0099170,S009106,assembled
D0099171,S009095,assembled
D0099172,S009079,assembled
D0099173,S009084,assembled
D0099174,S009065,assembled
D0099175,S009150,assembled
D0099176,S009080,assembled
D0099177,S009100,assembled
D0099178,S009088,assembled
D0099179,S009142,assembled
D0099180,S009116,assembled
D0099181,S009113,assembled
D0099182,S009150,assembled
D0099183,S009131,assembled
D0099184,,screen_rejected
D0099185,S009117,assembled
D0099186,S009149,assembled
D0099187,S009153,assembled
D0099188,S009123,assembled
D0099189,S009073,assembled
D0099190,S009082,assembled
D0099191,S009088,assembled
D0099192,S009083,assembled
D0099193,S009075,assembled
D0099194,S009060,assembled
D0099195,S009076,assembled
D0099196,S009094,assembled
D0099197,S009082,assembled
D0099198,S009153,assembled
D0099199,S009070,assembled
D0099200,S009140,assembled
D0099201,S009193,assembled
D0099202,S009222,assembled
D0099203,S009220,assembled
D0099204,S009177,assembled
D0099205,S009194,assembled
D0099206,S009166,assembled
D0099207,S009223,assembled
D0099208,S009205,assembled
D0099209,S009199,assembled
D0099210,S009168,assembled
D0099211,S009244,assembled
D0099212,S009203,assembled
D0099213,S009185,assembled
D0099214,S009195,assembled
D0099215,S009196,assembled
D0099216,S009157,assembled
D0099217,S009199,assembled
D0099218,S009179,assembled
D0099219,S009222,assembled
D0099220,S009164,assembled
D0099221,S009232,assembled
D0099222,S009244,assembled
D0099223,S009206,assembled
D0099224,S009166,assembled
D0099225,S009228,assembled
D0099226,S009212,assembled
D0099227,S009209,assembled
D0099228,S009251,assembled
D0099229,S009201,assembled
D0099230,S009247,assembled
D0099231,S009209,assembled
D0099232,S009223,assembled
D0099233,S009216,assembled
D0099234,S009199,assembled
D0099235,S009199,assembled
D0099236,S009171,assembled
D0099237,S009227,assembled
D0099238,S009192,assembled
D0099239,S009229,assembled
D0099240,S009204,assembled
D0099241,S009166,assembled
D0099242,S009222,assembled
D0099243,S009240,assembled
D0099244,S009189,assembled
D0099245,S009190,assembled
D0099246,S009251,assembled
D0099247,S009176,assembled
D0099248,S009181,assembled
D0099249,S009252,assembled
D0099250,S009207,assembled
D0099251,S009230,assembled
D0099252,S009180,assembled
D0099253,S009228,assembled
D0099254,,screen_rejected
D0099255,S009189,assembled
D0099256,S009164,assembled
D0099257,S009173,assembled
D0099258,S009244,assembled
D0099259,S009249,assembled
D0099260,S009164,assembled
D0099261,S009180,assembled
D0099262,S009248,assembled
D0099263,S009176,assembled
D0099264,S009249,assembled
D0099265,S009175,assembled
D0099266,S009216,assembled
D0099267,S009169,assembled
D0099268,S009226,assembled
D0099269,,screen_rejected
D0099270,,screen_rejected
D0099271,S009218,assembled
D0099272,S009182,assembled
D0099273,S009227,assembled
D0099274,S009171,assembled
D0099275,S009212,assembled
D0099276,S009174,assembled
D0099277,S009238,assembled
D0099278,S009237,assembled
D0099279,S009242,assembled
D0099280,S009169,assembled
D0099281,S009236,assembled
D0099282,S009231,assembled
D0099283,S009236,assembled
D0099284,S009204,assembled
D0099285,S009209,assembled
D0099286,S009218,assembled
D0099287,S009188,assembled
D0099288,S009159,assembled
D0099289,S009181,assembled
D0099290,S009231,assembled
D0099291,,screen_rejected
D0099292,S009187,assembled
D0099293,S009179,assembled
D0099294,S009210,assembled
D0099295,S009231,assembled
D0099296,S009177,assembled
D0099297,S009252,assembled
D0099298,S009237,assembled
D0099299,S009220,assembled
D0099300,S009158,assembled
D0099301,S009236,assembled
D0099302,S009178,assembled
D0099303,S009226,assembled
D0099304,S009231,assembled
D0099305,S009233,assembled
D0099306,S009204,assembled
D0099307,S009159,assembled
D0099308,S009188,assembled
D0099309,S009214,assembled
D0099310,S009183,assembled
D0099311,S009190,assembled
D0099312,S009225,assembled
D0099313,S009201,assembled
D0099314,S009172,assembled
D0099315,S009224,assembled
D0099316,S009208,assembled
D0099317,S009206,assembled
D0099318,S009222,assembled
D0099319,S009195,assembled
D0099320,S009210,assembled
D0099321,S009207,assembled
D0099322,S009214,assembled
D0099323,S009173,assembled
D0099324,S009221,assembled
D0099325,S009217,assembled
D0099326,,screen_rejected
D0099327,S009174,assembled
D0099328,S009184,assembled
D0099329,S009252,assembled
D0099330,,screen_rejected
D0099331,S009193,assembled
D0099332,S009245,assembled
D0099333,S009182,assembled
D0099334,S009189,assembled
D0099335,S009164,assembled
D0099336,S009188,assembled
D0099337,S009158,assembled
D0099338,S009167,assembled
D0099339,S009219,assembled
D0099340,S009251,assembled
D0099341,S009196,assembled
D0099342,S009182,assembled
D0099343,S009182,assembled
D0099344,S009214,assembled
D0099345,S009187,assembled
D0099346,S009165,assembled
D0099347,S009238,assembled
D0099348,S009160,assembled
D0099349,S009192,assembled
D0099350,S009248,assembled
D0099351,S009215,assembled
D0099352,S009252,assembled
D0099353,S009246,assembled
D0099354,S009186,assembled
D0099355,S009178,assembled
D0099356,S009183,assembled
D0099357,S009226,assembled
D0099358,S009190,assembled
D0099359,S009200,assembled
D0099360,S009177,assembled
D0099361,S009241,assembled
D0099362,,eligible_unassigned
D0099363,S009214,assembled
D0099364,S009219,assembled
D0099365,S009234,assembled
D0099366,S009232,assembled
D0099367,S009228,assembled
D0099368,S009168,assembled
D0099369,S009212,assembled
D0099370,S009232,assembled
D0099371,S009183,assembled
D0099372,,screen_rejected
D0099373,S009244,assembled
D0099374,S009183,assembled
D0099375,S009184,assembled
D0099376,,screen_rejected
D0099377,S009225,assembled
D0099378,S009220,assembled
D0099379,S009201,assembled
D0099380,S009168,assembled
D0099381,S009233,assembled
D0099382,S009219,assembled
D0099383,S009212,assembled
D0099384,S009231,assembled
D0099385,S009157,assembled
D0099386,S009247,assembled
D0099387,,screen_rejected
D0099388,S009195,assembled
D0099389,S009182,assembled
D0099390,S009180,assembled
D0099391,S009187,assembled
D0099392,S009217,assembled
D0099393,S009181,assembled
D0099394,S009201,assembled
D0099395,S009186,assembled
D0099396,S009193,assembled
D0099397,S009211,assembled
D0099398,S009205,assembled
D0099399,,screen_rejected
D0099400,S009228,assembled
D0099401,S009207,assembled
D0099402,S009172,assembled
D0099403,S009219,assembled
D0099404,S009171,assembled
D0099405,S009200,assembled
D0099406,S009179,assembled
D0099407,S009158,assembled
D0099408,S009222,assembled
D0099409,S009164,assembled
D0099410,S009166,assembled
D0099411,S009168,assembled
D0099412,S009167,assembled
D0099413,S009179,assembled
D0099414,S009197,assembled
D0099415,S009242,assembled
D0099416,S009191,assembled
D0099417,S009167,assembled
D0099418,S009249,assembled
D0099419,S009243,assembled
D0099420,S009157,assembled
D0099421,S009172,assembled
D0099422,S009247,assembled
D0099423,,screen_rejected
D0099424,S009160,assembled
D0099425,S009169,assembled
D0099426,S009245,assembled
D0099427,S009157,assembled
D0099428,S009220,assembled
D0099429,,screen_rejected
D0099430,,screen_rejected
D0099431,S009240,assembled
D0099432,S009194,assembled
D0099433,S009180,assembled
D0099434,S009166,assembled
D0099435,,screen_rejected
D0099436,S009235,assembled
D0099437,S009189,assembled
D0099438,S009168,assembled
D0099439,S009250,assembled
D0099440,S009189,assembled
D0099441,S009238,assembled
D0099442,S009177,assembled
D0099443,S009162,assembled
D0099444,S009213,assembled
D0099445,S009236,assembled
D0099446,S009157,assembled
D0099447,S009213,assembled
D0099448,S009246,assembled
D0099449,S009232,assembled
D0099450,S009196,assembled
D0099451,S009237,assembled
D0099452,S009211,assembled
D0099453,S009225,assembled
D0099454,S009184,assembled
D0099455,S009230,assembled
D0099456,S009249,assembled
D0099457,S009198,assembled
D0099458,S009250,assembled
D0099459,S009167,assembled
D0099460,S009219,assembled
D0099461,S009232,assembled
D0099462,S009235,assembled
D0099463,S009215,assembled
D0099464,S009237,assembled
D0099465,S009221,assembled
D0099466,S009210,assembled
D0099467,S009216,assembled
D0099468,S009197,assembled
D0099469,S009205,assembled
D0099470,S009220,assembled
D0099471,S009211,assembled
D0099472,S009231,assembled
D0099473,S009197,assembled
D0099474,S009190,assembled
D0099475,S009212,assembled
D0099476,,screen_rejected
D0099477,S009212,assembled
D0099478,S009237,assembled
D0099479,S009175,assembled
D0099480,S009198,assembled
D0099481,S009178,assembled
D0099482,S009216,assembled
D0099483,S009251,assembled
D0099484,S009218,assembled
D0099485,S009177,assembled
D0099486,S009201,assembled
D0099487,S009164,assembled
D0099488,S009170,assembled
D0099489,S009165,assembled
D0099490,S009181,assembled
D0099491,S009239,assembled
D0099492,S009222,assembled
D0099493,S009233,assembled
D0099494,S009213,assembled
D0099495,S009227,assembled
D0099496,S009202,assembled
D0099497,S009191,assembled
D0099498,S009219,assembled
D0099499,S009190,assembled
D0099500,S009172,assembled
D0099501,S009239,assembled
D0099502,S009239,assembled
D0099503,S009174,assembled
D0099504,S009229,assembled
D0099505,S009161,assembled
D0099506,S009168,assembled
D0099507,S009223,assembled
D0099508,S009215,assembled
D0099509,S009176,assembled
D0099510,S009220,assembled
D0099511,S009175,assembled
D0099512,S009159,assembled
D0099513,S009209,assembled
D0099514,S009247,assembled
D0099515,S009207,assembled
D0099516,S009187,assembled
D0099517,S009227,assembled
D0099518,S009180,assembled
D0099519,S009201,assembled
D0099520,S009199,assembled
D0099521,S009199,assembled
D0099522,S009197,assembled
D0099523,S009196,assembled
D0099524,S009158,assembled
D0099525,S009192,assembled
D0099526,S009166,assembled
D0099527,S009232,assembled
D0099528,S009208,assembled
D0099529,S009216,assembled
D0099530,S009198,assembled
D0099531,S009206,assembled
D0099532,S009245,assembled
D0099533,S009198,assembled
D0099534,S009176,assembled
D0099535,S009223,assembled
D0099536,S009181,assembled
D0099537,S009183,assembled
D0099538,S009211,assembled
D0099539,S009250,assembled
D0099540,S009194,assembled
D0099541,S009198,assembled
D0099542,S009239,assembled
D0099543,S009167,assembled
D0099544,S009202,assembled
D0099545,S009201,assembled
D0099546,S009183,assembled
D0099547,S009163,assembled
D0099548,S009223,assembled
D0099549,S009204,assembled
D0099550,S009214,assembled
D0099551,,screen_rejected
D0099552,S009192,assembled
D0099553,S009180,assembled
D0099554,S009232,assembled
D0099555,S009207,assembled
D0099556,S009242,assembled
D0099557,S009206,assembled
D0099558,S009209,assembled
D0099559,S009192,assembled
D0099560,S009186,assembled
D0099561,S009252,assembled
D0099562,S009215,assembled
D0099563,S009225,assembled
D0099564,S009188,assembled
D0099565,S009223,assembled
D0099566,S009236,assembled
D0099567,S009204,assembled
D0099568,S009181,assembled
D0099569,,screen_rejected
D0099570,S009157,assembled
D0099571,S009189,assembled
D0099572,S009173,assembled
D0099573,S009203,assembled
D0099574,S009228,assembled
D0099575,S009213,assembled
D0099576,S009206,assembled
D0099577,S009162,assembled
D0099578,S009217,assembled
D0099579,S009200,assembled
D0099580,S009195,assembled
D0099581,S009197,assembled
D0099582,S009237,assembled
D0099583,S009246,assembled
D0099584,S009241,assembled
D0099585,S009220,assembled
D0099586,S009191,assembled
D0099587,S009218,assembled
D0099588,S009242,assembled
D0099589,S009198,assembled
D0099590,S009243,assembled
D0099591,S009213,assembled
D0099592,,screen_rejected
D0099593,S009197,assembled
D0099594,S009235,assembled
D0099595,S009169,assembled
D0099596,S009185,assembled
D0099597,S009251,assembled
D0099598,S009171,assembled
D0099599,S009170,assembled
D0099600,S009170,assembled
D0099601,,screen_rejected
D0099602,S009186,assembled
D0099603,S009211,assembled
D0099604,S009173,assembled
D0099605,,screen_rejected
D0099606,,eligible_unassigned
D0099607,S009163,assembled
D0099608,S009184,assembled
D0099609,S009165,assembled
D0099610,S009204,assembled
D0099611,S009229,assembled
D0099612,S009247,assembled
D0099613,S009219,assembled
D0099614,S009173,assembled
D0099615,S009215,assembled
D0099616,S009208,assembled
D0099617,S009226,assembled
D0099618,S009185,assembled
D0099619,S009240,assembled
D0099620,S009210,assembled
D0099621,S009172,assembled
D0099622,S009246,assembled
D0099623,S009246,assembled
D0099624,S009251,assembled
D0099625,S009172,assembled
D0099626,S009245,assembled
D0099627,S009158,assembled
D0099628,S009163,assembled
D0099629,S009234,assembled
D0099630,S009248,assembled
D0099631,S009176,assembled
D0099632,S009233,assembled
D0099633,S009225,assembled
D0099634,S009227,assembled
D0099635,S009208,assembled
D0099636,S009235,assembled
D0099637,S009191,assembled
D0099638,S009205,assembled
D0099639,S009245,assembled
D0099640,S009206,assembled
D0099641,S009237,assembled
D0099642,S009240,assembled
D0099643,S009161,assembled
D0099644,S009200,assembled
D0099645,S009213,assembled
D0099646,S009162,assembled
D0099647,S009177,assembled
D0099648,S009179,assembled
D0099649,S009234,assembled
D0099650,S009179,assembled
D0099651,S009250,assembled
D0099652,S009249,assembled
D0099653,S009241,assembled
D0099654,S009217,assembled
D0099655,S009230,assembled
D0099656,S009236,assembled
D0099657,S009194,assembled
D0099658,S009191,assembled
D0099659,S009186,assembled
D0099660,S009225,assembled
D0099661,S009218,assembled
D0099662,S009160,assembled
D0099663,S009171,assembled
D0099664,S009157,assembled
D0099665,S009243,assembled
D0099666,S009201,assembled
D0099667,S009188,assembled
D0099668,S009218,assembled
D0099669,S009200,assembled
D0099670,S009196,assembled
D0099671,S009177,assembled
D0099672,S009212,assembled
D0099673,S009244,assembled
D0099674,S009202,assembled
D0099675,S009244,assembled
D0099676,S009235,assembled
D0099677,S009226,assembled
D0099678,S009202,assembled
D0099679,S009170,assembled
D0099680,S009200,assembled
D0099681,S009205,assembled
D0099682,S009242,assembled
D0099683,S009157,assembled
D0099684,S009200,assembled
D0099685,S009174,assembled
D0099686,S009202,assembled
D0099687,S009194,assembled
D0099688,S009221,assembled
D0099689,S009250,assembled
D0099690,S009224,assembled
D0099691,S009236,assembled
D0099692,S009196,assembled
D0099693,S009203,assembled
D0099694,S009235,assembled
D0099695,S009161,assembled
D0099696,S009193,assembled
D0099697,S009225,assembled
D0099698,S009164,assembled
D0099699,S009163,assembled
D0099700,S009209,assembled
D0099701,S009188,assembled
D0099702,S009235,assembled
D0099703,S009184,assembled
D0099704,S009165,assembled
D0099705,S009167,assembled
D0099706,S009159,assembled
D0099707,S009160,assembled
D0099708,S009242,assembled
D0099709,S009160,assembled
D0099710,S009207,assembled
D0099711,,screen_rejected
D0099712,S009186,assembled
D0099713,S009238,assembled
D0099714,S009199,assembled
D0099715,S009202,assembled
D0099716,S009161,assembled
D0099717,S009243,assembled
D0099718,S009200,assembled
D0099719,S009183,assembled
D0099720,S009166,assembled
D0099721,S009159,assembled
D0099722,S009182,assembled
D0099723,S009194,assembled
D0099724,S009203,assembled
D0099725,S009245,assembled
D0099726,S009224,assembled
D0099727,S009185,assembled
D0099728,S009204,assembled
D0099729,S009222,assembled
D0099730,S009205,assembled
D0099731,S009188,assembled
D0099732,S009195,assembled
D0099733,S009206,assembled
D0099734,S009233,assembled
D0099735,S009186,assembled
D0099736,S009193,assembled
D0099737,S009160,assembled
D0099738,,screen_rejected
D0099739,S009164,assembled
D0099740,S009185,assembled
D0099741,S009177,assembled
D0099742,S009236,assembled
D0099743,S009195,assembled
D0099744,S009215,assembled
D0099745,S009252,assembled
D0099746,S009160,assembled
D0099747,S009198,assembled
D0099748,S009193,assembled
D0099749,S009248,assembled
D0099750,S009245,assembled
D0099751,S009241,assembled
D0099752,S009215,assembled
D0099753,S009162,assembled
D0099754,,screen_rejected
D0099755,S009234,assembled
D0099756,S009180,assembled
D0099757,S009238,assembled
D0099758,S009173,assembled
D0099759,S009244,assembled
D0099760,S009175,assembled
D0099761,,screen_rejected
D0099762,S009176,assembled
D0099763,S009169,assembled
D0099764,S009162,assembled
D0099765,S009218,assembled
D0099766,S009158,assembled
D0099767,S009239,assembled
D0099768,S009225,assembled
D0099769,S009163,assembled
D0099770,S009198,assembled
D0099771,S009247,assembled
D0099772,,screen_rejected
D0099773,S009166,assembled
D0099774,S009224,assembled
D0099775,S009226,assembled
D0099776,,screen_rejected
D0099777,S009241,assembled
D0099778,S009224,assembled
D0099779,S009250,assembled
D0099780,S009187,assembled
D0099781,S009175,assembled
D0099782,S009158,assembled
D0099783,S009240,assembled
D0099784,S009214,assembled
D0099785,S009223,assembled
D0099786,S009196,assembled
D0099787,S009231,assembled
D0099788,S009208,assembled
D0099789,S009252,assembled
D0099790,S009178,assembled
D0099791,S009234,assembled
D0099792,S009240,assembled
D0099793,S009228,assembled
D0099794,S009222,assembled
D0099795,S009214,assembled
D0099796,S009244,assembled
D0099797,S009235,assembled
D0099798,S009229,assembled
D0099799,S009221,assembled
D0099800,S009190,assembled
D0099801,S009217,assembled
D0099802,,screen_rejected
D0099803,S009184,assembled
D0099804,S009169,assembled
D0099805,S009159,assembled
D0099806,S009224,assembled
D0099807,S009165,assembled
D0099808,S009171,assembled
D0099809,S009217,assembled
D0099810,S009213,assembled
D0099811,S009203,assembled
D0099812,S009221,assembled
D0099813,S009190,assembled
D0099814,S009182,assembled
D0099815,S009173,assembled
D0099816,S009238,assembled
D0099817,S009178,assembled
D0099818,S009241,assembled
D0099819,S009192,assembled
D0099820,S009182,assembled
D0099821,S009238,assembled
D0099822,S009186,assembled
D0099823,S009224,assembled
D0099824,S009190,assembled
D0099825,S009179,assembled
D0099826,S009195,assembled
D0099827,S009216,assembled
D0099828,S009227,assembled
D0099829,S009233,assembled
D0099830,S009230,assembled
D0099831,S009208,assembled
D0099832,S009248,assembled
D0099833,S009242,assembled
D0099834,S009228,assembled
D0099835,S009172,assembled
D0099836,S009215,assembled
D0099837,S009234,assembled
D0099838,S009188,assembled
D0099839,S009184,assembled
D0099840,S009217,assembled
D0099841,S009248,assembled
D0099842,S009207,assembled
D0099843,S009199,assembled
D0099844,S009221,assembled
D0099845,S009221,assembled
D0099846,S009167,assembled
D0099847,S009245,assembled
D0099848,S009246,assembled
D0099849,S009252,assembled
D0099850,S009232,assembled
D0099851,S009183,assembled
D0099852,S009203,assembled
D0099853,S009192,assembled
D0099854,S009228,assembled
D0099855,S009189,assembled
D0099856,S009167,assembled
D0099857,S009185,assembled
D0099858,S009240,assembled
D0099859,S009230,assembled
D0099860,S009196,assembled
D0099861,S009226,assembled
D0099862,S009192,assembled
D0099863,S009220,assembled
D0099864,S009175,assembled
D0099865,S009243,assembled
D0099866,S009216,assembled
D0099867,S009178,assembled
D0099868,S009250,assembled
D0099869,S009162,assembled
D0099870,S009169,assembled
D0099871,S009191,assembled
D0099872,S009176,assembled
D0099873,S009191,assembled
D0099874,S009247,assembled
D0099875,S009163,assembled
D0099876,S009193,assembled
D0099877,S009189,assembled
D0099878,S009239,assembled
D0099879,S009241,assembled
D0099880,S009172,assembled
D0099881,S009249,assembled
D0099882,S009205,assembled
D0099883,S009194,assembled
D0099884,S009169,assembled
D0099885,S009161,assembled
D0099886,S009251,assembled
D0099887,S009231,assembled
D0099888,S009218,assembled
D0099889,S009229,assembled
D0099890,S009246,assembled
D0099891,S009205,assembled
D0099892,S009175,assembled
D0099893,S009185,assembled
D0099894,S009178,assembled
D0099895,S009238,assembled
D0099896,S009239,assembled
D0099897,S009209,assembled
D0099898,S009234,assembled
D0099899,S009221,assembled
D0099900,S009240,assembled
D0099901,S009241,assembled
D0099902,S009243,assembled
D0099903,S009191,assembled
D0099904,S009168,assembled
D0099905,S009237,assembled
D0099906,S009248,assembled
D0099907,S009247,assembled
D0099908,S009187,assembled
D0099909,S009184,assembled
D0099910,S009174,assembled
D0099911,S009165,assembled
D0099912,S009161,assembled
D0099913,S009178,assembled
D0099914,S009170,assembled
D0099915,S009229,assembled
D0099916,,screen_rejected
D0099917,S009217,assembled
D0099918,S009170,assembled
D0099919,S009229,assembled
D0099920,,screen_rejected
D0099921,S009187,assembled
D0099922,S009249,assembled
D0099923,S009233,assembled
D0099924,S009246,assembled
D0099925,S009176,assembled
D0099926,S009159,assembled
D0099927,S009207,assembled
D0099928,S009174,assembled
D0099929,S009197,assembled
D0099930,S009158,assembled
D0099931,S009234,assembled
D0099932,S009212,assembled
D0099933,S009159,assembled
D0099934,S009248,assembled
D0099935,S009224,assembled
D0099936,S009219,assembled
D0099937,S009230,assembled
D0099938,S009208,assembled
D0099939,S009203,assembled
D0099940,S009211,assembled
D0099941,S009168,assembled
D0099942,S009193,assembled
D0099943,S009229,assembled
D0099944,S009230,assembled
D0099945,S009210,assembled
D0099946,S009173,assembled
D0099947,S009171,assembled
D0099948,S009243,assembled
D0099949,S009203,assembled
D0099950,S009226,assembled
D0099951,S009174,assembled
D0099952,S009213,assembled
D0099953,S009194,assembled
D0099954,S009223,assembled
D0099955,S009227,assembled
D0099956,S009216,assembled
D0099957,S009250,assembled
D0099958,S009174,assembled
D0099959,S009162,assembled
D0099960,S009181,assembled
D0099961,S009197,assembled
D0099962,S009206,assembled
D0099963,S009163,assembled
D0099964,,screen_rejected
D0099965,S009180,assembled
D0099966,S009185,assembled
D0099967,S009161,assembled
D0099968,S009179,assembled
D0099969,S009230,assembled
D0099970,S009209,assembled
D0099971,S009162,assembled
D0099972,S009242,assembled
D0099973,S009249,assembled
D0099974,S009204,assembled
D0099975,S009171,assembled
D0099976,S009195,assembled
D0099977,S009233,assembled
D0099978,S009210,assembled
D0099979,S009165,assembled
D0099980,S009251,assembled
D0099981,S009187,assembled
D0099982,S009210,assembled
D0099983,S009227,assembled
D0099984,S009175,assembled
D0099985,S009170,assembled
D0099986,S009202,assembled
D0099987,S009239,assembled
D0099988,S009211,assembled
D0099989,S009170,assembled
D0099990,S009165,assembled
D0099991,S009214,assembled
D0099992,S009243,assembled
D0099993,S009161,assembled
D0099994,S009210,assembled
D0099995,S009211,assembled
D0099996,S009163,assembled
D0099997,S009160,assembled
D0099998,S009202,assembled
D0099999,S009208,assembled
D0100000,S009181,assembled
D0100001,S009297,assembled
D0100002,S009258,assembled
D0100003,S009346,assembled
D0100004,S009254,assembled
D0100005,S009261,assembled
D0100006,S009256,assembled
D0100007,S009253,assembled
D0100008,S009290,assembled
D0100009,S009338,assembled
D0100010,S009292,assembled
D0100011,S009342,assembled
D0100012,S009347,assembled
D0100013,S009316,assembled
D0100014,S009320,assembled
D0100015,S009332,assembled
D0100016,S009261,assembled
D0100017,S009274,assembled
D0100018,S009292,assembled
D0100019,S009314,assembled
D0100020,S009308,assembled
D0100021,S009307,assembled
D0100022,S009302,assembled
D0100023,S009290,assembled
D0100024,S009311,assembled
D0100025,S009288,assembled
D0100026,S009329,assembled
D0100027,S009324,assembled
D0100028,S009346,assembled
D0100029,S009337,assembled
D0100030,S009302,assembled
D0100031,S009285,assembled
D0100032,S009262,assembled
D0100033,S009312,assembled
D0100034,S009346,assembled
D0100035,S009261,assembled
D0100036,S009329,assembled
D0100037,S009322,assembled
D0100038,S009329,assembled
D0100039,S009340,assembled
D0100040,S009303,assembled
D0100041,S009324,assembled
D0100042,S009307,assembled
D0100043,S009306,assembled
D0100044,S009344,assembled
D0100045,S009255,assembled
D0100046,S009320,assembled
D0100047,S009334,assembled
D0100048,S009253,assembled
