stack_id,lot_id,split,product_generation,stack_layer_count,capacity_gb,packaging_route,assembly_tool_id,emc_batch_id,base_die_id,assembly_start_time_utc,reflow_start_time_utc,assembly_end_time_utc,feature_available_time_utc,stack_height_um,mold_cap_thickness_um,inter_die_gap_mean_um,max_alignment_offset_um,cumulative_die_shift_um,emc_viscosity_pa_s,molding_pressure_mpa,molding_vacuum_absolute_kpa,reflow_peak_temperature_c,time_above_liquidus_sec,heating_rate_c_sec,cure_temperature_c,cure_duration_min,underfill_void_pct,delamination_area_pct,package_warpage_um,stacks_since_tool_service,inspection_sampled
S006237,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC022,B0007045,2025-02-19T02:40:00Z,2025-02-19T02:45:00Z,2025-02-19T04:20:00Z,2025-02-19T06:20:00Z,607.82754,29.929656,12.949758,0.69234488,2.3145937,7.7188218,7.0159285,2.9705024,244.69847,55.58001,1.3557923,177.0607,57.725932,0.29098113,0.23202749,15.020372,66,1
S006238,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC022,B0007046,2025-02-19T02:50:00Z,2025-02-19T02:55:00Z,2025-02-19T04:30:00Z,2025-02-19T06:30:00Z,610.17642,29.869503,13.040837,0.46794375,1.0040471,7.5193305,7.1543382,2.5049094,244.08313,55.100136,1.4882359,176.6686,60.334309,0.20074594,0.26251855,12.883602,67,1
S006239,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC022,B0007047,2025-02-19T03:00:00Z,2025-02-19T03:05:00Z,2025-02-19T04:40:00Z,2025-02-19T06:40:00Z,610.45408,29.489187,13.006865,0.63128374,1.8613775,8.9324358,7.3002266,3.2804015,248.80011,53.204606,1.7528396,175.2632,58.576091,0.34757966,0.051641906,12.40221,68,1
S006240,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC022,B0007048,2025-02-19T03:10:00Z,2025-02-19T03:15:00Z,2025-02-19T04:50:00Z,2025-02-19T06:50:00Z,610.70936,30.480024,13.009651,0.51767077,0.22846571,7.0039386,6.8942252,3.1236165,247.13788,58.380809,1.4877664,174.8477,63.286681,0.30192995,0.13283638,11.926052,69,1
S006241,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC022,B0007049,2025-02-19T03:20:00Z,2025-02-19T03:25:00Z,2025-02-19T05:00:00Z,2025-02-19T07:00:00Z,609.50782,30.312751,12.985269,0.40937428,0.21826468,7.1135377,6.742748,1.746065,244.03519,55.354568,1.5166812,174.40605,59.065115,0.079966003,0.070781203,11.537306,70,1
S006242,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC022,B0007050,2025-02-19T03:30:00Z,2025-02-19T03:35:00Z,2025-02-19T05:10:00Z,2025-02-19T07:10:00Z,608.73975,29.327285,12.981333,0.6197639,0.75962823,7.4416294,7.1026601,3.095195,245.01896,54.084518,1.4213799,174.85091,60.443052,0.10094588,0.28253857,15.112305,71,1
S006243,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC022,B0007051,2025-02-19T03:40:00Z,2025-02-19T03:45:00Z,2025-02-19T05:20:00Z,2025-02-19T07:20:00Z,609.03963,29.990067,12.966502,0.70079847,2.2140266,8.4996105,7.1973343,2.6319974,246.37048,56.086591,1.5312233,174.89568,58.941745,0.25339783,0.26898068,14.321292,72,1
S006244,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC022,B0007052,2025-02-19T03:50:00Z,2025-02-19T03:55:00Z,2025-02-19T05:30:00Z,2025-02-19T07:30:00Z,609.38871,29.195125,12.961879,0.50515819,1.2105773,5.7173703,7.2012492,2.7687742,243.03993,60.41258,1.4736418,175.01729,61.038164,0.14722824,0.12114221,10.967176,73,1
S006245,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC022,B0007053,2025-02-19T04:00:00Z,2025-02-19T04:05:00Z,2025-02-19T05:40:00Z,2025-02-19T07:40:00Z,608.30008,29.785352,12.98437,0.49387835,1.5361114,8.0008157,7.1099182,3.6925594,245.57857,54.794141,1.5412276,175.15221,57.755204,0.13371168,0.067017267,13.560535,74,1
S006246,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC022,B0007054,2025-02-19T04:10:00Z,2025-02-19T04:15:00Z,2025-02-19T05:50:00Z,2025-02-19T07:50:00Z,609.20544,29.761582,12.940139,0.40455145,0.63170799,7.467082,7.2353148,2.6915906,244.11538,58.495204,1.4599872,174.84516,61.469072,0.19293378,0.049817008,13.232542,75,1
S006247,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC022,B0007055,2025-02-19T04:20:00Z,2025-02-19T04:25:00Z,2025-02-19T06:00:00Z,2025-02-19T08:00:00Z,609.35254,30.447745,13.009185,0.52572932,0.67426153,6.852987,6.6391973,1.9931604,245.13008,53.354888,1.4779294,175.57937,58.309826,0.14579013,0.071515805,10.684155,76,1
S006248,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC022,B0007056,2025-02-19T04:30:00Z,2025-02-19T04:35:00Z,2025-02-19T06:10:00Z,2025-02-19T08:10:00Z,608.54237,29.822224,12.965238,0.49438117,1.6948105,6.1321185,7.1002408,2.2759311,246.4934,57.96452,1.615481,175.52906,60.385845,0.15831035,0.071076421,14.692895,77,1
S006249,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC022,B0007057,2025-02-19T04:40:00Z,2025-02-19T04:45:00Z,2025-02-19T06:20:00Z,2025-02-19T08:20:00Z,609.86907,30.356781,12.981092,0.42877406,0.93807467,7.5334581,7.2737176,3.2814409,244.83736,56.111659,1.4638802,175.58327,59.610292,0.33520191,0.05432163,13.432852,78,1
S006250,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC022,B0007058,2025-02-19T04:50:00Z,2025-02-19T04:55:00Z,2025-02-19T06:30:00Z,2025-02-19T08:30:00Z,612.05406,30.605352,13.05519,0.47558359,1.1064596,7.1107487,6.5520233,2.4395487,244.46963,52.946164,1.5918928,175.50744,61.738028,0.40663817,0.16089082,13.845322,79,1
S006251,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC022,B0007059,2025-02-19T05:00:00Z,2025-02-19T05:05:00Z,2025-02-19T06:40:00Z,2025-02-19T08:40:00Z,610.43657,29.547468,12.996137,0.55544386,0.27463737,8.2842298,7.339201,3.4438022,248.56332,59.162026,1.4427144,176.45714,58.229437,0.34437557,0.13634981,12.785246,80,1
S006252,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC022,B0007060,2025-02-19T05:10:00Z,2025-02-19T05:15:00Z,2025-02-19T06:50:00Z,2025-02-19T08:50:00Z,607.40376,29.998734,12.969275,0.50414645,1.362849,6.4748811,7.2068592,3.2208894,244.93631,53.162094,1.502735,174.92013,62.314779,0.10524308,0.10335955,16.194404,81,1
S006253,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC022,B0007061,2025-02-19T05:20:00Z,2025-02-19T05:25:00Z,2025-02-19T07:00:00Z,2025-02-19T09:00:00Z,610.84636,30.364151,13.019078,0.51509299,1.0943884,6.3038022,6.6835033,2.3843622,243.74343,48.2786,1.4502438,175.94301,58.778911,0.062128421,0.061696192,13.012247,82,1
S006254,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC022,B0007062,2025-02-19T05:30:00Z,2025-02-19T05:35:00Z,2025-02-19T07:10:00Z,2025-02-19T09:10:00Z,608.3664,29.792968,12.900925,0.9793033,3.0866166,8.2407868,7.498802,4.2262548,243.2735,52.847364,1.3914119,176.60375,59.462397,0.26456413,0.078192604,15.813236,83,1
S006255,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC022,B0007063,2025-02-19T05:40:00Z,2025-02-19T05:45:00Z,2025-02-19T07:20:00Z,2025-02-19T09:20:00Z,610.57879,30.310753,12.964746,0.34780824,0.76851732,8.5370015,7.1675283,3.6664647,248.88987,60.006117,1.5589432,175.47655,60.039941,0.39105987,0.12746539,12.169973,84,1
S006256,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC022,B0007064,2025-02-19T05:50:00Z,2025-02-19T05:55:00Z,2025-02-19T07:30:00Z,2025-02-19T09:30:00Z,608.29781,30.458274,12.991331,0.63387985,1.1931124,8.0034557,6.9570476,2.7160953,247.80759,51.553432,1.4847194,174.67945,60.04067,0.37140693,0.15097213,11.113758,85,1
S006257,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC022,B0007065,2025-02-19T06:00:00Z,2025-02-19T06:05:00Z,2025-02-19T07:40:00Z,2025-02-19T09:40:00Z,610.65971,30.098022,13.03882,0.53858022,1.0753568,7.0851977,7.4442799,2.9174322,247.67396,55.198477,1.5381962,176.07791,63.413091,0.069387756,0.11331421,14.16619,86,1
S006258,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC022,B0007066,2025-02-19T06:10:00Z,2025-02-19T06:15:00Z,2025-02-19T07:50:00Z,2025-02-19T09:50:00Z,609.62251,29.734109,12.940992,0.60727224,0.96084216,6.4391123,7.3820542,2.4227998,245.0846,51.938899,1.5152822,174.79783,61.10939,0.11648857,0.064102035,10.721362,87,1
S006259,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC022,B0007067,2025-02-19T06:20:00Z,2025-02-19T06:25:00Z,2025-02-19T08:00:00Z,2025-02-19T10:00:00Z,608.74859,29.101232,12.929294,0.54225127,1.0966895,8.2304424,7.4093599,3.9358581,246.96559,53.52397,1.5452295,176.58485,59.960454,0.38654029,0.16334101,14.335341,88,1
S006260,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC022,B0007068,2025-02-19T06:30:00Z,2025-02-19T06:35:00Z,2025-02-19T08:10:00Z,2025-02-19T10:10:00Z,610.88534,30.107414,12.998508,0.5988731,0.61951325,6.4530536,7.062852,3.1605339,248.42141,58.278746,1.5433146,175.68975,57.284688,0.22454603,0.21714508,12.013434,89,1
S006261,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC022,B0007069,2025-02-19T06:40:00Z,2025-02-19T06:45:00Z,2025-02-19T08:20:00Z,2025-02-19T10:20:00Z,609.47415,30.314953,12.97587,0.49332071,1.5257469,7.9900002,7.2149526,3.1149477,246.48899,51.498628,1.4723136,176.25955,59.308045,0.2717717,0.10761514,11.819678,90,1
S006262,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC022,B0007071,2025-02-19T06:50:00Z,2025-02-19T06:55:00Z,2025-02-19T08:30:00Z,2025-02-19T10:30:00Z,610.60179,30.471613,13.005847,0.72367645,1.4792384,6.0367687,6.8412331,2.4407665,246.50385,53.320138,1.3252125,174.56131,58.347255,0.076342746,0.10079501,13.4343,91,1
S006263,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC022,B0007072,2025-02-19T07:00:00Z,2025-02-19T07:05:00Z,2025-02-19T08:40:00Z,2025-02-19T10:40:00Z,609.77724,31.017552,12.991204,0.47452524,0.91258339,7.2484649,7.2188884,3.5372567,246.14489,60.075374,1.4513358,175.51381,58.516538,0.18756482,0.1095292,15.707482,92,1
S006264,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC022,B0007073,2025-02-19T07:10:00Z,2025-02-19T07:15:00Z,2025-02-19T08:50:00Z,2025-02-19T10:50:00Z,608.1277,29.685674,13.015591,0.49764293,0.98643697,7.8185023,6.9253322,3.2366142,248.68151,51.014081,1.4958546,175.09295,60.289754,0.24198657,0.13995378,13.821252,93,1
S006265,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC022,B0007074,2025-02-19T07:20:00Z,2025-02-19T07:25:00Z,2025-02-19T09:00:00Z,2025-02-19T11:00:00Z,609.22754,29.666305,12.995273,0.59247325,1.7234556,7.9384866,7.2931878,2.9006034,246.26772,52.110429,1.321614,176.51876,60.312663,0.2876959,0.12813428,15.256791,94,1
S006266,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC022,B0007075,2025-02-19T07:30:00Z,2025-02-19T07:35:00Z,2025-02-19T09:10:00Z,2025-02-19T11:10:00Z,609.2806,30.556257,12.9724,0.59242836,0.67120675,7.9679324,6.9658322,2.4009418,246.69442,60.096937,1.4968471,174.7559,58.422674,0.10053005,0.066986074,10.728961,95,1
S006267,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC022,B0007076,2025-02-19T07:40:00Z,2025-02-19T07:45:00Z,2025-02-19T09:20:00Z,2025-02-19T11:20:00Z,608.96028,30.229564,13.002541,0.46494644,1.4076526,8.2401249,7.1186196,3.2222118,248.37896,61.501975,1.5793131,176.58166,64.055615,0.21513652,0.055596727,12.48218,96,1
S006268,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC022,B0007077,2025-02-19T07:50:00Z,2025-02-19T07:55:00Z,2025-02-19T09:30:00Z,2025-02-19T11:30:00Z,609.16829,29.756097,12.973725,0.68129545,0.8831041,7.2627643,7.2813814,2.1648226,246.58015,55.621441,1.4148592,173.71748,58.535789,0.13357562,0.086174756,12.062953,97,1
S006269,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC022,B0007078,2025-02-19T08:00:00Z,2025-02-19T08:05:00Z,2025-02-19T09:40:00Z,2025-02-19T11:40:00Z,610.63174,30.723903,13.001325,0.71215295,1.8458093,7.8523539,7.3555825,3.0167588,245.61361,59.192888,1.6303658,175.55003,60.721614,0.16969269,0.11246971,13.482835,98,1
S006270,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC022,B0007079,2025-02-19T08:10:00Z,2025-02-19T08:15:00Z,2025-02-19T09:50:00Z,2025-02-19T11:50:00Z,609.3319,29.803751,13.084332,0.80409453,5.2030478,8.6258653,7.2825431,4.681015,249.60038,58.18615,1.4714528,176.37436,60.386592,0.55952171,0.20553377,19.757089,99,1
S006271,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC022,B0007080,2025-02-19T08:20:00Z,2025-02-19T08:25:00Z,2025-02-19T10:00:00Z,2025-02-19T12:00:00Z,608.42928,30.004462,13.022384,0.35790836,1.1383935,7.2794529,6.9941087,2.6387016,246.65206,52.591052,1.531881,172.7946,60.333699,0.13129391,0.068043742,9.2699889,100,1
S006272,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC022,B0007081,2025-02-19T08:30:00Z,2025-02-19T08:35:00Z,2025-02-19T10:10:00Z,2025-02-19T12:10:00Z,610.70348,29.753424,13.076977,0.83231745,1.2538547,7.2922495,6.780917,2.440321,243.68205,56.637959,1.6088864,176.7546,61.011822,0.080608814,0.14193603,11.129905,101,1
S006273,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC022,B0007082,2025-02-19T08:40:00Z,2025-02-19T08:45:00Z,2025-02-19T10:20:00Z,2025-02-19T12:20:00Z,610.99482,29.908083,13.03237,0.60501991,2.5519637,7.3403573,6.9130379,3.1713382,243.63282,64.452819,1.5564411,175.54816,59.284283,0.2079081,0.24010262,14.665216,102,1
S006274,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC022,B0007083,2025-02-19T08:50:00Z,2025-02-19T08:55:00Z,2025-02-19T10:30:00Z,2025-02-19T12:30:00Z,608.71907,29.866659,12.926979,0.60713564,0.49382233,6.7540439,7.1672517,2.5357989,241.66672,53.480442,1.3973426,176.87475,55.957581,0.16430109,0.13985177,11.732859,103,1
S006275,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC022,B0007084,2025-02-19T09:00:00Z,2025-02-19T09:05:00Z,2025-02-19T10:40:00Z,2025-02-19T12:40:00Z,610.44781,30.093936,12.947161,0.72134697,5.20698,9.3167838,7.9379823,6.0482941,250.55802,64.913835,1.5990468,177.75445,62.757038,0.41960914,0.33804131,21.314206,104,1
S006276,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC022,B0007085,2025-02-19T09:10:00Z,2025-02-19T09:15:00Z,2025-02-19T10:50:00Z,2025-02-19T12:50:00Z,608.86639,30.229212,12.967639,0.40202086,0.11442907,6.9577438,7.1343064,2.7903274,248.17529,55.118699,1.4885932,176.35875,57.121482,0.20290993,0.065271736,12.083321,105,1
S006277,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC022,B0007086,2025-02-19T09:20:00Z,2025-02-19T09:25:00Z,2025-02-19T11:00:00Z,2025-02-19T13:00:00Z,610.3716,31.005353,12.992206,0.44593008,1.6450344,7.846984,6.9707777,2.4475633,245.42325,54.826903,1.5421041,172.90386,56.661789,0.12884716,0.3244475,11.195938,106,1
S006278,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC022,B0007087,2025-02-19T09:30:00Z,2025-02-19T09:35:00Z,2025-02-19T11:10:00Z,2025-02-19T13:10:00Z,609.66276,29.431183,13.07015,0.42045528,0.83461207,6.0250743,7.1372691,2.705367,244.24981,55.726022,1.4785168,173.77358,58.236297,0.33704657,0.12640215,11.799018,107,1
S006279,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC022,B0007088,2025-02-19T09:40:00Z,2025-02-19T09:45:00Z,2025-02-19T11:20:00Z,2025-02-19T13:20:00Z,607.58001,29.975113,12.933898,0.50844737,1.3524614,7.3571791,7.0193815,3.1114257,248.57711,58.046654,1.4879535,175.55073,60.091403,0.35713474,0.11774385,13.068365,108,1
S006280,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC022,B0007089,2025-02-19T09:50:00Z,2025-02-19T09:55:00Z,2025-02-19T11:30:00Z,2025-02-19T13:30:00Z,607.79608,30.282784,12.943525,0.61182166,2.6508653,8.2436153,7.2715169,4.0296426,247.62122,59.700365,1.586186,177.12868,56.720217,0.75909995,0.50622659,17.928456,109,1
S006281,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC022,B0007090,2025-02-19T10:00:00Z,2025-02-19T10:05:00Z,2025-02-19T11:40:00Z,2025-02-19T13:40:00Z,609.92481,29.999381,12.95332,0.73039679,2.607431,8.030762,7.2978234,2.7631062,243.4391,57.051687,1.6390142,176.93687,58.53151,0.11301385,0.11080237,14.516052,110,1
S006282,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC022,B0007091,2025-02-19T10:10:00Z,2025-02-19T10:15:00Z,2025-02-19T11:50:00Z,2025-02-19T13:50:00Z,609.59794,29.823969,12.999671,0.38067061,0.74096369,7.3662909,7.2444254,3.6180509,244.35052,58.324339,1.4866142,174.86048,57.690743,0.32954039,0.075965617,11.890953,111,1
S006283,L0087,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC022,B0007092,2025-02-19T10:20:00Z,2025-02-19T10:25:00Z,2025-02-19T12:00:00Z,2025-02-19T14:00:00Z,608.51632,30.317539,12.983846,0.61445661,1.2059762,7.1219177,7.0581074,2.3417414,242.80374,53.447741,1.4833524,173.731,60.800568,0.15049469,0.087530575,10.533698,112,1
S006284,L0088,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC022,B0007101,2025-02-19T12:00:00Z,2025-02-19T12:05:00Z,2025-02-19T13:40:00Z,2025-02-19T15:40:00Z,615.55317,29.500432,15.020745,0.45367396,0.8382742,6.0130808,7.2301911,3.1920313,244.35898,57.467292,1.4026703,176.62139,61.463065,0.088459065,0.088363264,12.437183,125,1
S006285,L0088,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC022,B0007102,2025-02-19T12:10:00Z,2025-02-19T12:15:00Z,2025-02-19T13:50:00Z,2025-02-19T15:50:00Z,615.37656,29.919561,14.87545,0.75543735,2.4483203,6.0151617,6.8189101,2.3899689,241.96446,51.956454,1.3837426,175.45349,57.622311,0.16350097,0.11620735,12.125865,126,1
S006286,L0088,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC022,B0007103,2025-02-19T12:20:00Z,2025-02-19T12:25:00Z,2025-02-19T14:00:00Z,2025-02-19T16:00:00Z,617.14105,30.094253,15.013742,0.46215437,0.38057779,7.3363868,6.7317032,3.1138895,251.22734,56.630394,1.4788148,175.15922,58.322029,0.2042041,0.046976232,9.6851688,127,1
S006287,L0088,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC022,B0007104,2025-02-19T12:30:00Z,2025-02-19T12:35:00Z,2025-02-19T14:10:00Z,2025-02-19T16:10:00Z,614.36458,29.148953,14.988305,0.5049941,0.49344157,8.0637543,7.2130275,3.069089,245.91859,56.388562,1.5386173,175.27537,61.285211,0.24358131,0.10027044,11.302684,128,1
S006288,L0088,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC022,B0007105,2025-02-19T12:40:00Z,2025-02-19T12:45:00Z,2025-02-19T14:20:00Z,2025-02-19T16:20:00Z,615.293,29.431088,15.02599,0.47422911,0.96749973,6.3965394,7.0466097,2.5217217,247.73283,54.640023,1.5880253,175.11984,62.754924,0.14849531,0.087693148,9.6848501,129,1
S006289,L0088,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC022,B0007106,2025-02-19T12:50:00Z,2025-02-19T12:55:00Z,2025-02-19T14:30:00Z,2025-02-19T16:30:00Z,617.50138,29.566641,15.056471,0.61556734,2.2115175,8.0073086,7.1228027,3.6634605,248.34159,61.092892,1.4647103,177.39227,60.118016,0.16363428,0.19315815,13.037005,130,1
S006290,L0088,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC022,B0007107,2025-02-19T13:00:00Z,2025-02-19T13:05:00Z,2025-02-19T14:40:00Z,2025-02-19T16:40:00Z,616.18135,29.218959,15.048742,0.68806228,1.7328365,7.8093553,7.3504882,3.1705562,248.43029,54.294469,1.518919,175.81618,59.170029,0.22581366,0.32499007,10.504143,131,1
S006291,L0088,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC022,B0007108,2025-02-19T13:10:00Z,2025-02-19T13:15:00Z,2025-02-19T14:50:00Z,2025-02-19T16:50:00Z,616.7567,30.052614,15.086739,0.69129933,1.3873182,7.0388962,6.8417106,2.9184965,244.58454,52.938161,1.3924686,175.71931,61.807164,0.14197279,0.059173681,11.767003,132,1
S006292,L0088,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC022,B0007109,2025-02-19T13:20:00Z,2025-02-19T13:25:00Z,2025-02-19T15:00:00Z,2025-02-19T17:00:00Z,616.85802,29.62534,14.928548,0.25127018,0.94111505,6.7836434,6.8555781,2.5193021,245.59517,50.774766,1.6223893,177.17965,57.671,0.13843994,0.33551329,11.67832,133,1
S006293,L0088,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC022,B0007110,2025-02-19T13:30:00Z,2025-02-19T13:35:00Z,2025-02-19T15:10:00Z,2025-02-19T17:10:00Z,616.50181,29.505034,15.073481,0.70037474,1.0896517,7.9656712,7.4787023,3.238601,245.00269,61.396588,1.6369192,176.03191,59.375372,0.17044571,0.072901823,10.040234,134,1
S006294,L0088,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC022,B0007111,2025-02-19T13:40:00Z,2025-02-19T13:45:00Z,2025-02-19T15:20:00Z,2025-02-19T17:20:00Z,615.44512,30.237687,14.990057,0.88185768,1.4082056,6.5073709,7.1488611,2.6818686,246.14526,51.941893,1.5303424,175.22725,59.998939,0.10886814,0.025526551,9.2578001,135,1
S006295,L0088,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC022,B0007112,2025-02-19T13:50:00Z,2025-02-19T13:55:00Z,2025-02-19T15:30:00Z,2025-02-19T17:30:00Z,615.08574,29.863972,14.955801,0.67250559,2.1628033,7.7062359,7.585941,3.2972224,246.18876,63.151054,1.395024,176.58749,57.71312,0.23777,0.1244841,14.524956,136,1
S006296,L0088,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC022,B0007113,2025-02-19T14:00:00Z,2025-02-19T14:05:00Z,2025-02-19T15:40:00Z,2025-02-19T17:40:00Z,616.46602,29.530972,15.06768,0.41736599,0.56235604,7.3768254,7.3536876,2.8820206,248.29472,55.039644,1.5280168,176.0642,62.021015,0.27507224,0.061393681,10.381532,137,1
S006297,L0088,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC022,B0007114,2025-02-19T14:10:00Z,2025-02-19T14:15:00Z,2025-02-19T15:50:00Z,2025-02-19T17:50:00Z,617.46992,29.927177,15.034391,0.88991871,1.1865095,7.4665228,7.1291166,2.2890795,246.68585,52.625452,1.4860046,174.8791,57.679092,0.11032702,0.11207446,10.710103,138,1
S006298,L0088,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC022,B0007115,2025-02-19T14:20:00Z,2025-02-19T14:25:00Z,2025-02-19T16:00:00Z,2025-02-19T18:00:00Z,612.94438,29.894127,14.936229,0.49840114,0.74011662,6.2879909,7.0676005,3.3205517,244.87524,52.474623,1.5286521,175.67073,56.729451,0.14478406,0.10962626,10.637035,139,1
S006299,L0088,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC022,B0007116,2025-02-19T14:30:00Z,2025-02-19T14:35:00Z,2025-02-19T16:10:00Z,2025-02-19T18:10:00Z,615.96367,29.389066,15.007913,0.67778977,0.84555406,7.7474403,7.4348786,3.745757,246.95435,57.24279,1.3595947,176.319,59.977912,0.52276381,0.040842613,11.038486,140,1
S006300,L0088,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC022,B0007117,2025-02-19T14:40:00Z,2025-02-19T14:45:00Z,2025-02-19T16:20:00Z,2025-02-19T18:20:00Z,620.00782,31.164099,15.022758,0.34785608,1.0207642,6.7674922,6.9143202,3.0827885,247.01051,55.722121,1.5360491,173.99301,61.951201,0.20318992,0.11223316,11.869578,141,1
S006301,L0088,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC022,B0007118,2025-02-19T14:50:00Z,2025-02-19T14:55:00Z,2025-02-19T16:30:00Z,2025-02-19T18:30:00Z,617.97277,30.214932,15.085843,0.47253029,1.6059146,7.9212601,7.2795178,3.7311639,246.64865,55.545297,1.5169102,175.53141,59.123107,0.21632146,0.072132423,13.279771,142,1
